pl_hostname,pl_name,ra,dec,st_dist,st_optmag
11 Com,11 Com b,185.179276,17.792868,93.37,4.74
11 UMi,11 UMi b,229.274536,71.823898,125.72,5.016
14 And,14 And b,352.822571,39.236198,75.59,5.227
14 Her,14 Her b,242.601303,43.817646,17.94,6.61
16 Cyg B,16 Cyg B b,295.466553,50.517525,21.41,6.25
18 Del,18 Del b,314.608063,10.839286,76.38,5.506
1RXS J160929.1-210524,1RXS J160929.1-210524 b,242.376268,-21.083036,145,
24 Boo,24 Boo b,217.157547,49.844852,96.25,5.58
24 Sex,24 Sex b,155.86821,-0.902244,72.21,6.441
24 Sex,24 Sex c,155.86821,-0.902244,72.21,6.441
2MASS J01225093-2439505,2MASS J01225093-2439505 b,20.712243,-24.664049,36,14.24
2MASS J02192210-3925225,2MASS J02192210-3925225 b,34.842106,-39.422928,39.4,
2MASS J04414489+2301513,2MASS J04414489+2301513 b,70.437073,23.030941,140,
2MASS J12073346-3932539,2MASS J12073346-3932539 b,181.889447,-39.548332,52.4,20.15
2MASS J19383260+4603591,2MASS J19383260+4603591 b,294.635865,46.066418,396.36,12.264
2MASS J21402931+1625183 A,2MASS J21402931+1625183 A b,325.122159,16.421759,25,
2MASS J22362452+4751425,2MASS J22362452+4751425 b,339.102203,47.86182,74,12.51
30 Ari B,30 Ari B b,39.240585,24.648064,44.71,6.962
4 UMa,4 UMa b,130.053406,64.327934,73.58,4.61
42 Dra,42 Dra b,276.496399,65.563484,90.86,4.82
47 UMa,47 UMa b,164.866562,40.430256,13.8,5.05
47 UMa,47 UMa c,164.866562,40.430256,13.8,5.05
47 UMa,47 UMa d,164.866562,40.430256,13.8,5.05
51 Eri,51 Eri b,69.400551,-2.473548,29.4,5.23
51 Peg,51 Peg b,344.366577,20.768833,15.47,5.5
55 Cnc,55 Cnc b,133.149216,28.330818,12.59,5.96
55 Cnc,55 Cnc c,133.149216,28.330818,12.59,5.96
55 Cnc,55 Cnc d,133.149216,28.330818,12.59,5.96
55 Cnc,55 Cnc e,133.149216,28.330818,12.59,5.96
55 Cnc,55 Cnc f,133.149216,28.330818,12.59,5.96
6 Lyn,6 Lyn b,97.696281,58.162632,54.74,5.855
61 Vir,61 Vir b,199.601318,-18.311195,8.51,4.74
61 Vir,61 Vir c,199.601318,-18.311195,8.51,4.74
61 Vir,61 Vir d,199.601318,-18.311195,8.51,4.74
7 CMa,7 CMa b,99.17099,-19.255878,19.82,3.92
70 Vir,70 Vir b,202.107544,13.778788,17.91,4.98
75 Cet,75 Cet b,38.039253,-1.034896,83.15,5.35
8 UMi,8 UMi b,224.201477,74.900925,159.1,6.83
81 Cet,81 Cet b,39.424168,-3.396175,101.53,5.65
91 Aqr,91 Aqr b,348.9729,-9.087737,44.08,4.25
AB Pic,AB Pic b,94.803802,-58.05431,50.12,9.128
BD+03 2562,BD+03 2562 b,177.564804,2.760142,2618,9.58
BD+14 4559,BD+14 4559 b,318.399963,14.689387,49.42,9.63
BD+15 2375,BD+15 2375 b,176.482174,14.616381,774,10.31
BD+15 2940,BD+15 2940 b,240.095566,15.54693,431.61,9.046
BD+20 2457,BD+20 2457 b,154.18691,19.891409,200,9.75
BD+20 2457,BD+20 2457 c,154.18691,19.891409,200,9.75
BD+20 274,BD+20 274 b,25.920324,21.005314,1383.85,9.36
BD+20 594,BD+20 594 b,53.650967,20.599232,180.39,11.038
BD+48 738,BD+48 738 b,40.710224,49.58696,892.17,9.14
BD+48 740,BD+48 740 b,40.742569,48.930061,678.94,8.699
BD+49 828,BD+49 828 b,45.640529,49.730011,447.59,9.38
BD-06 1339,BD-06 1339 b,88.251183,-5.994844,20.28,9.7
BD-06 1339,BD-06 1339 c,88.251183,-5.994844,20.28,9.7
BD-08 2823,BD-08 2823 b,150.198837,-9.51668,41.38,9.88
BD-08 2823,BD-08 2823 c,150.198837,-9.51668,41.38,9.88
BD-10 3166,BD-10 3166 b,164.620003,-10.770376,80,10.08
BD-11 4672,BD-11 4672 b,278.370148,-11.636039,27.3,9.99
BD-13 2130,BD-13 2130 b,114.288458,-13.906639,766,9.45
BD-17 63,BD-17 63 b,7.142942,-16.226345,34.49,9.566
CFBDSIR J145829+101343,CFBDSIR J145829+101343 b,224.620833,10.228611,23.1,
CHXR 73,CHXR 73 b,166.619893,-77.625877,191.05,
CT Cha,CT Cha b,166.037877,-76.455383,165,
CoRoT-1,CoRoT-1 b,102.079885,-3.102147,805.31,13.6
CoRoT-10,CoRoT-10 b,291.063708,0.746143,345,15.22
CoRoT-11,CoRoT-11 b,280.687263,5.937688,560,12.939
CoRoT-12,CoRoT-12 b,100.765677,-1.296439,1150,15.515
CoRoT-13,CoRoT-13 b,102.721137,-5.086445,1060,15.039
CoRoT-14,CoRoT-14 b,103.424211,-5.536037,1340,16.033
CoRoT-16,CoRoT-16 b,278.524691,-6.002595,840,15.63
CoRoT-17,CoRoT-17 b,278.699254,-6.612234,920,15.46
CoRoT-18,CoRoT-18 b,98.17241,-0.031586,870,15
CoRoT-19,CoRoT-19 b,97.033582,-0.170681,770,14.007
CoRoT-2,CoRoT-2 b,291.777056,1.383714,200,12.57
CoRoT-20,CoRoT-20 b,97.720408,0.226919,864.31,14.66
CoRoT-20,CoRoT-20 c,97.720408,0.226919,864.31,14.66
CoRoT-22,CoRoT-22 b,280.667115,6.219136,592,13.944
CoRoT-23,CoRoT-23 b,279.782615,4.357806,600,15.63
CoRoT-24,CoRoT-24 b,101.922547,-3.719301,600,
CoRoT-24,CoRoT-24 c,101.922547,-3.719301,600,
CoRoT-25,CoRoT-25 b,280.629662,6.513829,1000,
CoRoT-26,CoRoT-26 b,279.750514,6.969787,1670,
CoRoT-27,CoRoT-27 b,278.495813,5.538462,1035.15,15.54
CoRoT-28,CoRoT-28 b,278.688338,5.57373,560,
CoRoT-29,CoRoT-29 b,278.902103,6.479651,765,
CoRoT-3,CoRoT-3 b,292.055263,0.12182,680,13.292
CoRoT-4,CoRoT-4 b,102.194663,-0.672774,741.6,
CoRoT-5,CoRoT-5 b,101.277254,0.815239,904.65,
CoRoT-6,CoRoT-6 b,281.072525,6.663194,657.24,13.912
CoRoT-7,CoRoT-7 b,100.956125,-1.063033,153.7,11.668
CoRoT-7,CoRoT-7 c,100.956125,-1.063033,153.7,11.668
CoRoT-8,CoRoT-8 b,291.588518,1.426452,380,14.8
CoRoT-9,CoRoT-9 b,280.786712,6.204172,460,13.69
CoRoTID 223977153,CoRoTID 223977153 b,100.195183,9.257431,586.2,
DENIS-P J082303.1-491201,DENIS-P J082303.1-491201 b,125.76305,-49.200359,20.77,
DH Tau,DH Tau b,67.423158,26.54952,140,
DP Leo,DP Leo b,169.316667,17.961417,,
EPIC 211822797,EPIC 211822797 b,130.41037,17.640005,187.19,15.256
EPIC 211945201,EPIC 211945201 b,136.573975,19.402252,182.69,10.154
EPIC 220674823,EPIC 220674823 b,13.07978,10.794699,246.1,12.102
EPIC 220674823,EPIC 220674823 c,13.07978,10.794699,246.1,12.102
EPIC 246851721,EPIC 246851721 b,78.919746,16.278742,336.7,11.439
FU Tau,FU Tau b,65.898908,25.049898,140,
Fomalhaut,Fomalhaut b,344.412689,-29.622236,7.7,1.16
GJ 1132,GJ 1132 b,153.715737,-47.156727,12.04,13.49
GJ 1132,GJ 1132 c,153.715737,-47.156727,12.04,13.49
GJ 1148,GJ 1148 b,175.435974,42.751972,11.02,11.92
GJ 1148,GJ 1148 c,175.435974,42.751972,11.02,11.92
GJ 1214,GJ 1214 b,258.828837,4.96392,12.95,15.1
GJ 163,GJ 163 b,62.315273,-53.373699,15.14,11.81
GJ 163,GJ 163 c,62.315273,-53.373699,15.14,11.81
GJ 163,GJ 163 d,62.315273,-53.373699,15.14,11.81
GJ 179,GJ 179 b,73.023865,6.476539,12.36,12
GJ 273,GJ 273 b,111.852081,5.225785,3.8,9.872
GJ 273,GJ 273 c,111.852081,5.225785,3.8,9.872
GJ 3021,GJ 3021 b,4.052823,-79.851181,17.56,6.59
GJ 3138,GJ 3138 b,32.295425,-16.339592,,10.98
GJ 3138,GJ 3138 c,32.295425,-16.339592,,10.98
GJ 3138,GJ 3138 d,32.295425,-16.339592,,10.98
GJ 317,GJ 317 b,130.24673,-23.456289,15.1,11.97
GJ 328,GJ 328 b,133.781754,1.546508,20.54,9.97
GJ 3293,GJ 3293 b,67.14882,-25.169301,20.2,11.962
GJ 3293,GJ 3293 c,67.14882,-25.169301,20.2,11.962
GJ 3293,GJ 3293 d,67.14882,-25.169301,20.2,11.962
GJ 3293,GJ 3293 e,67.14882,-25.169301,20.2,11.962
GJ 3323,GJ 3323 b,75.48928,-6.946263,5.32,12.22
GJ 3323,GJ 3323 c,75.48928,-6.946263,5.32,12.22
GJ 3341,GJ 3341 b,78.944663,-31.295951,23.16,12.08
GJ 3470,GJ 3470 b,119.774349,15.391492,25.2,12.33
GJ 3634,GJ 3634 b,164.646242,-31.143989,19.8,11.93
GJ 3942,GJ 3942 b,242.263092,52.943874,16.94,10.25
GJ 3998,GJ 3998 b,259.002655,11.057666,17.79,10.83
GJ 3998,GJ 3998 c,259.002655,11.057666,17.79,10.83
GJ 433,GJ 433 b,173.862289,-32.53997,9.07,9.806
GJ 436,GJ 436 b,175.546219,26.70657,9.76,10.67
GJ 504,GJ 504 b,199.193817,9.424156,17.54,5.22
GJ 536,GJ 536 b,210.26329,-2.654864,10.03,9.72
GJ 581,GJ 581 b,229.861771,-7.72228,6.3,10.56
GJ 581,GJ 581 c,229.861771,-7.72228,6.3,10.56
GJ 581,GJ 581 e,229.861771,-7.72228,6.3,10.56
GJ 625,GJ 625 b,246.3526,54.304104,6.49,10.1
GJ 649,GJ 649 b,254.53688,25.74416,10.38,9.69
GJ 667 C,GJ 667 C b,259.745085,-34.996827,6.8,10.22
GJ 667 C,GJ 667 C c,259.745085,-34.996827,6.8,10.22
GJ 667 C,GJ 667 C e,259.745085,-34.996827,6.8,10.22
GJ 667 C,GJ 667 C f,259.745085,-34.996827,6.8,10.22
GJ 667 C,GJ 667 C g,259.745085,-34.996827,6.8,10.22
GJ 674,GJ 674 b,262.166443,-46.895191,4.55,9.37
GJ 676 A,GJ 676 A b,262.546692,-51.636978,16.9,9.58
GJ 676 A,GJ 676 A c,262.546692,-51.636978,16.9,9.58
GJ 676 A,GJ 676 A d,262.546692,-51.636978,16.9,9.58
GJ 676 A,GJ 676 A e,262.546692,-51.636978,16.9,9.58
GJ 687,GJ 687 b,264.10791,68.339142,4.55,9.15
GJ 832,GJ 832 b,323.391571,-49.009006,4.97,8.66
GJ 832,GJ 832 c,323.391571,-49.009006,4.97,8.66
GJ 849,GJ 849 b,332.418121,-4.640729,8.8,10.37
GJ 86,GJ 86 b,32.608059,-50.823723,10.79,6.12
GJ 876,GJ 876 b,343.319733,-14.2637,4.68,10.191
GJ 876,GJ 876 c,343.319733,-14.2637,4.68,10.191
GJ 876,GJ 876 d,343.319733,-14.2637,4.68,10.191
GJ 876,GJ 876 e,343.319733,-14.2637,4.68,10.191
GJ 96,GJ 96 b,35.561016,47.880028,11.94,9.345
GJ 9827,GJ 9827 b,351.770142,-1.286273,30.32,10.25
GJ 9827,GJ 9827 c,351.770142,-1.286273,30.32,10.25
GJ 9827,GJ 9827 d,351.770142,-1.286273,30.32,10.25
GQ Lup,GQ Lup b,237.300427,-35.651421,139,12.43
GSC 06214-00210,GSC 06214-00210 b,245.47778,-20.719202,145,12.375
GU Psc,GU Psc b,18.146006,17.065475,48,13.55
HAT-P-1,HAT-P-1 b,344.445104,38.674953,139,10.34
HAT-P-11,HAT-P-11 b,297.709351,48.080856,37.81,9.174
HAT-P-11,HAT-P-11 c,297.709351,48.080856,37.81,9.174
HAT-P-12,HAT-P-12 b,209.389489,43.493534,142.5,12.84
HAT-P-13,HAT-P-13 b,129.882536,47.352051,214,10.622
HAT-P-13,HAT-P-13 c,129.882536,47.352051,214,10.622
HAT-P-14,HAT-P-14 b,260.116169,38.242165,205,9.98
HAT-P-15,HAT-P-15 b,66.248026,39.460636,190,12.16
HAT-P-16,HAT-P-16 b,9.573181,42.463078,235,10.812
HAT-P-17,HAT-P-17 b,324.536396,30.488716,90,10.54
HAT-P-17,HAT-P-17 c,324.536396,30.488716,90,10.54
HAT-P-18,HAT-P-18 b,256.346473,33.012512,166,12.759
HAT-P-19,HAT-P-19 b,9.516742,34.711575,215,12.901
HAT-P-2,HAT-P-2 b,245.151489,41.048084,128.25,8.72
HAT-P-20,HAT-P-20 b,111.916469,24.33663,70,11.339
HAT-P-21,HAT-P-21 b,171.274955,41.027954,254,11.685
HAT-P-22,HAT-P-22 b,155.681719,50.128345,82,9.732
HAT-P-23,HAT-P-23 b,306.123854,16.762152,393,12.432
HAT-P-24,HAT-P-24 b,108.825058,14.262599,396,11.818
HAT-P-25,HAT-P-25 b,48.435419,25.197405,297,13.19
HAT-P-26,HAT-P-26 b,213.156383,4.059997,134,11.744
HAT-P-27,HAT-P-27 b,222.767436,5.947368,204,
HAT-P-28,HAT-P-28 b,13.000766,34.728413,395,13.03
HAT-P-29,HAT-P-29 b,33.131142,51.778759,322,11.9
HAT-P-3,HAT-P-3 b,206.094121,48.028667,138,11.577
HAT-P-30,HAT-P-30 b,123.949894,5.836719,193,10.419
HAT-P-31,HAT-P-31 b,271.537705,26.426662,354,11.66
HAT-P-32,HAT-P-32 b,31.042848,46.687836,283,11.289
HAT-P-33,HAT-P-33 b,113.184212,33.835052,387,11.188
HAT-P-34,HAT-P-34 b,303.195342,18.104868,257,10.162
HAT-P-35,HAT-P-35 b,123.250764,4.787023,535,12.46
HAT-P-36,HAT-P-36 b,188.266255,44.915352,317,12.262
HAT-P-37,HAT-P-37 b,284.296064,51.269138,411,13.23
HAT-P-38,HAT-P-38 b,35.383234,32.246151,249,12.557
HAT-P-39,HAT-P-39 b,113.758247,17.830082,642,12.422
HAT-P-4,HAT-P-4 b,229.991354,36.229664,314,11.118
HAT-P-40,HAT-P-40 b,335.512861,45.457378,501,11.699
HAT-P-41,HAT-P-41 b,297.322651,4.672421,344,11.087
HAT-P-42,HAT-P-42 b,135.344391,6.09723,447,12.168
HAT-P-43,HAT-P-43 b,128.925737,10.206653,542,13.356
HAT-P-44,HAT-P-44 b,213.144074,47.014687,363,
HAT-P-44,HAT-P-44 c,213.144074,47.014687,363,
HAT-P-45,HAT-P-45 b,274.373238,-3.381036,305,
HAT-P-46,HAT-P-46 b,270.444201,-2.970947,296,
HAT-P-49,HAT-P-49 b,305.441397,26.692652,322,10.326
HAT-P-5,HAT-P-5 b,274.405476,36.62141,340,12
HAT-P-50,HAT-P-50 b,118.063411,12.13941,497,11.762
HAT-P-51,HAT-P-51 b,21.06519,32.810764,470,13.44
HAT-P-52,HAT-P-52 b,42.721679,29.022396,385,14.068
HAT-P-53,HAT-P-53 b,21.871105,38.968147,719,13.73
HAT-P-54,HAT-P-54 b,99.898003,25.48254,144.25,13.6
HAT-P-55,HAT-P-55 b,264.273447,25.731186,480,13.207
HAT-P-56,HAT-P-56 b,100.848038,27.252293,310.5,10.908
HAT-P-57,HAT-P-57 b,274.743421,10.597294,303,10.465
HAT-P-6,HAT-P-6 b,354.774222,42.465973,261,10.44
HAT-P-65,HAT-P-65 b,315.905487,11.989404,841,13.145
HAT-P-66,HAT-P-66 b,150.572632,53.950863,927,12.993
HAT-P-67,HAT-P-67 b,256.610687,44.776981,320,10.069
HAT-P-7,HAT-P-7 b,292.24731,47.969513,320,10.463
HAT-P-8,HAT-P-8 b,343.041067,35.447109,230,10.3
HAT-P-9,HAT-P-9 b,110.168529,37.140652,480,12.297
HATS-1,HATS-1 b,175.525336,-23.354836,303,12.053
HATS-10,HATS-10 b,294.306813,-22.204477,496,13.113
HATS-11,HATS-11 b,289.400757,-22.389927,967.34,14.018
HATS-12,HATS-12 b,289.202393,-19.355907,512.41,12.756
HATS-13,HATS-13 b,316.961465,-26.096655,476,13.887
HATS-14,HATS-14 b,313.215479,-25.687334,513,13.79
HATS-15,HATS-15 b,311.091961,-19.43751,689,14.774
HATS-16,HATS-16 b,358.55871,-30.012999,774,13.834
HATS-17,HATS-17 b,192.189799,-47.613693,339,12.39
HATS-18,HATS-18 b,173.957397,-29.156012,645,14.067
HATS-2,HATS-2 b,176.739094,-22.562992,360,13.562
HATS-22,HATS-22 b,174.00972,-29.543312,207.9,13.455
HATS-23,HATS-23 b,286.366699,-50.067352,747,13.901
HATS-24,HATS-24 b,268.890686,-61.747311,510,12.83
HATS-25,HATS-25 b,207.907777,-23.781174,466,13.097
HATS-26,HATS-26 b,144.926863,-28.58559,907,12.955
HATS-27,HATS-27 b,193.55256,-46.587715,840,12.766
HATS-28,HATS-28 b,284.399685,-49.13847,521,13.934
HATS-29,HATS-29 b,285.096424,-54.893192,351,12.612
HATS-3,HATS-3 b,312.45744,-24.428793,453,12.44
HATS-30,HATS-30 b,5.618693,-59.942551,339,12.192
HATS-31,HATS-31 b,191.702789,-24.427364,872,13.105
HATS-32,HATS-32 b,346.075073,-21.271938,839,14.384
HATS-33,HATS-33 b,294.633636,-55.330105,255,11.911
HATS-34,HATS-34 b,0.774485,-62.469341,532,13.849
HATS-35,HATS-35 b,296.688263,-63.565609,557,12.56
HATS-36,HATS-36 b,291.478699,-23.202793,878.65,14.386
HATS-39,HATS-39 b,112.419289,-29.937889,773,12.746
HATS-4,HATS-4 b,94.112075,-22.546885,420,13.459
HATS-40,HATS-40 b,100.571251,-29.776806,1431,13.377
HATS-41,HATS-41 b,103.517418,-27.050388,800,12.681
HATS-42,HATS-42 b,108.452415,-33.437332,942,13.617
HATS-43,HATS-43 b,80.53817,-30.970833,341,13.593
HATS-44,HATS-44 b,84.326706,-27.97261,463,14.428
HATS-45,HATS-45 b,101.994293,-21.910694,818,13.307
HATS-46,HATS-46 b,6.702417,-56.316113,448,13.634
HATS-5,HATS-5 b,67.222871,-21.481916,257,12.63
HATS-50,HATS-50 b,300.42749,-26.077583,717,14.033
HATS-51,HATS-51 b,102.847504,-29.058611,478,12.471
HATS-52,HATS-52 b,140.087708,-31.269333,631,13.669
HATS-53,HATS-53 b,176.628006,-33.860054,613,13.79
HATS-6,HATS-6 b,88.146797,-19.031656,148.4,15.16
HATS-7,HATS-7 b,208.856995,-21.207695,257,13.34
HATS-8,HATS-8 b,294.941746,-25.748318,829,14.03
HATS-9,HATS-9 b,290.810104,-20.166317,654.36,13.276
HD 100546,HD 100546 b,173.356003,-70.194786,97,6.704
HD 100655,HD 100655 b,173.76564,20.441545,137.72,6.45
HD 100777,HD 100777 b,173.964676,-4.755697,49.6,8.418
HD 10180,HD 10180 c,24.473234,-60.511528,39.02,7.321
HD 10180,HD 10180 d,24.473234,-60.511528,39.02,7.321
HD 10180,HD 10180 e,24.473234,-60.511528,39.02,7.321
HD 10180,HD 10180 f,24.473234,-60.511528,39.02,7.321
HD 10180,HD 10180 g,24.473234,-60.511528,39.02,7.321
HD 10180,HD 10180 h,24.473234,-60.511528,39.02,7.321
HD 101930,HD 101930 b,175.875458,-58.006886,30.05,8.21
HD 102117,HD 102117 b,176.210251,-58.703709,39.62,7.47
HD 102195,HD 102195 b,176.426224,2.821483,29.36,8.062
HD 102272,HD 102272 b,176.598068,14.123986,350.01,8.69
HD 102329,HD 102329 b,176.694351,3.474293,218.42,8.04
HD 102365,HD 102365 b,176.629471,-40.500355,9.29,4.91
HD 102956,HD 102956 b,177.843796,57.640736,122.32,7.851
HD 103197,HD 103197 b,178.220749,-50.292824,57.24,9.391
HD 103720,HD 103720 b,179.1716,-2.778953,41.6,9.49
HD 103774,HD 103774 b,179.231628,-12.107909,56.5,7.121
HD 104067,HD 104067 b,179.791702,-20.353781,20.38,7.93
HD 10442,HD 10442 b,25.471457,2.704376,135.89,7.84
HD 104985,HD 104985 b,181.312988,76.905731,100.86,5.8
HD 106252,HD 106252 b,183.372955,10.041638,37.4,7.408
HD 106270,HD 106270 b,183.40535,-9.513381,94.06,7.577
HD 106315,HD 106315 b,183.472473,-0.393484,109.7,8.951
HD 106315,HD 106315 c,183.472473,-0.393484,109.7,8.951
HD 10647,HD 10647 b,25.622149,-53.740833,17.34,5.52
HD 106515 A,HD 106515 A b,183.777359,-7.257327,34.12,7.972
HD 106906,HD 106906 b,184.471634,-55.975525,103.33,7.797
HD 10697,HD 10697 b,26.232603,20.083149,32.6,6.279
HD 107148,HD 107148 b,184.806213,-3.319789,49.49,8.015
HD 108147,HD 108147 b,186.44278,-64.022087,38.96,6.995
HD 108341,HD 108341 b,186.880798,-71.422974,49.4,9.36
HD 108863,HD 108863 b,187.582962,21.948244,165.52,7.89
HD 108874,HD 108874 b,187.612015,22.879829,68.5,8.738
HD 108874,HD 108874 c,187.612015,22.879829,68.5,8.738
HD 109246,HD 109246 b,188.029953,74.489548,65.6,8.77
HD 109271,HD 109271 b,188.398148,-11.621868,55.96,8.055
HD 109271,HD 109271 c,188.398148,-11.621868,55.96,8.055
HD 109749,HD 109749 b,189.318237,-40.812115,63.2,8.08
HD 110014,HD 110014 b,189.811523,-7.995564,90,4.66
HD 111232,HD 111232 b,192.215637,-68.425148,28.98,7.59
HD 111591,HD 111591 b,192.572067,22.863407,108.46,6.427
HD 111998,HD 111998 b,193.296494,-3.553098,32.73,6.11
HD 113337,HD 113337 b,195.445526,63.610226,36.22,6.008
HD 113538,HD 113538 b,196.239487,-52.442924,15.9,9.057
HD 113538,HD 113538 c,196.239487,-52.442924,15.9,9.057
HD 113996,HD 113996 b,196.794708,27.624741,101.63,4.82
HD 114386,HD 114386 b,197.665924,-35.054783,27.95,8.73
HD 114613,HD 114613 b,198.013275,-37.80302,20.29,4.85
HD 114729,HD 114729 b,198.184402,-31.873348,37.85,6.68
HD 114762,HD 114762 b,198.08226,17.517122,40.23,7.301
HD 114783,HD 114783 b,198.182434,-2.26504,20.4,7.55
HD 11506,HD 11506 b,28.210558,-19.506975,51.7,7.51
HD 11506,HD 11506 c,28.210558,-19.506975,51.7,7.51
HD 116029,HD 116029 b,200.164764,24.648699,123.68,8.04
HD 117207,HD 117207 b,202.337967,-35.570995,32.38,7.26
HD 11755,HD 11755 b,29.708696,73.152382,231.5,6.87
HD 117618,HD 117618 b,203.106476,-47.271362,37.82,7.169
HD 118203,HD 118203 b,203.510574,53.728531,92.51,8.05
HD 11964,HD 11964 b,29.290026,-10.242428,33.57,6.42
HD 11964,HD 11964 c,29.290026,-10.242428,33.57,6.42
HD 11977,HD 11977 b,28.733881,-67.647301,68.05,4.69
HD 120084,HD 120084 b,205.663345,78.064438,103.35,5.899
HD 121504,HD 121504 b,209.321823,-56.040043,41.71,7.517
HD 12484,HD 12484 b,30.611374,2.815859,51.1,8.17
HD 125595,HD 125595 b,215.346603,-40.393948,28.22,9.03
HD 125612,HD 125612 b,215.222977,-17.481522,57.72,8.31
HD 125612,HD 125612 c,215.222977,-17.481522,57.72,8.31
HD 125612,HD 125612 d,215.222977,-17.481522,57.72,8.31
HD 12648,HD 12648 b,34.748653,85.736153,158.4,6.98
HD 12661,HD 12661 b,31.142866,25.414305,37.89,7.425
HD 12661,HD 12661 c,31.142866,25.414305,37.89,7.425
HD 126614,HD 126614 b,216.701172,-5.17778,73.25,8.788
HD 128311,HD 128311 b,219.002335,9.746518,16.52,7.51
HD 128311,HD 128311 c,219.002335,9.746518,16.52,7.51
HD 128356,HD 128356 b,219.270355,-25.802563,26.03,8.29
HD 129445,HD 129445 b,221.512772,-68.762749,67.57,8.8
HD 130322,HD 130322 b,221.886368,-0.281476,31.91,8.031
HD 131496,HD 131496 b,223.345947,18.235401,132.34,7.96
HD 131664,HD 131664 b,225.025314,-73.535339,52.89,8.128
HD 13189,HD 13189 b,32.417381,32.316437,504.71,7.556
HD 132406,HD 132406 b,224.227707,53.382168,70.93,8.467
HD 132563,HD 132563 b,224.589661,44.043148,105.47,8.928
HD 133131 A,HD 133131 A b,225.897705,-27.842573,47,8.4
HD 133131 A,HD 133131 A c,225.897705,-27.842573,47,8.4
HD 133131 B,HD 133131 B b,225.8992,-27.840994,47,8.42
HD 134987,HD 134987 b,228.369446,-25.309347,22.2,6.45
HD 134987,HD 134987 c,228.369446,-25.309347,22.2,6.45
HD 136418,HD 136418 b,229.775757,41.733208,106.38,7.879
HD 137388 A,HD 137388 A b,233.916367,-80.20459,40.53,8.696
HD 13908,HD 13908 b,34.560665,65.59436,79.73,7.508
HD 13908,HD 13908 c,34.560665,65.59436,79.73,7.508
HD 13931,HD 13931 b,34.197414,43.772995,47.46,7.597
HD 139357,HD 139357 b,233.81749,53.922142,112.45,5.964
HD 14067,HD 14067 b,34.293499,23.767832,163.4,6.53
HD 141399,HD 141399 b,236.724228,46.986263,36.2,7.2
HD 141399,HD 141399 c,236.724228,46.986263,36.2,7.2
HD 141399,HD 141399 d,236.724228,46.986263,36.2,7.2
HD 141399,HD 141399 e,236.724228,46.986263,36.2,7.2
HD 141937,HD 141937 b,238.07312,-18.436066,33.39,7.25
HD 142,HD 142 b,1.579898,-49.075191,26.21,5.7
HD 142,HD 142 c,1.579898,-49.075191,26.21,5.7
HD 142022 A,HD 142022 A b,242.562592,-84.231613,34.31,7.7
HD 142245,HD 142245 b,238.234497,15.430708,97.5,7.63
HD 142415,HD 142415 b,239.419968,-60.200256,35.57,7.327
HD 143105,HD 143105 b,238.402328,68.720116,48.7,6.75
HD 143361,HD 143361 b,240.459778,-44.434536,65.66,9.2
HD 145377,HD 145377 b,242.901855,-27.078173,53.57,8.095
HD 145457,HD 145457 b,242.516312,26.74275,135.82,6.566
HD 145934,HD 145934 b,243.29114,13.239476,229.35,8.5
HD 1461,HD 1461 b,4.674448,-8.053001,23.47,6.47
HD 1461,HD 1461 c,4.674448,-8.053001,23.47,6.47
HD 147018,HD 147018 b,245.75061,-61.688763,42.96,8.3
HD 147018,HD 147018 c,245.75061,-61.688763,42.96,8.3
HD 147379,HD 147379 b,244.178116,67.238846,10.77,8.896
HD 147513,HD 147513 b,246.005371,-39.192982,12.91,5.39
HD 147873,HD 147873 b,246.438141,-33.56712,104.93,7.96
HD 147873,HD 147873 c,246.438141,-33.56712,104.93,7.96
HD 148156,HD 148156 b,247.072006,-46.317623,57.22,7.689
HD 148164,HD 148164 b,246.435547,11.919066,77.37,8.23
HD 148164,HD 148164 c,246.435547,11.919066,77.37,8.23
HD 148284,HD 148284 b,246.451721,30.265127,121.61,9.01
HD 148427,HD 148427 b,247.117294,-13.39964,71.5,6.895
HD 149026,HD 149026 b,247.623413,38.347309,76.03,8.15
HD 149143,HD 149143 b,248.212708,2.084832,73.43,7.89
HD 1502,HD 1502 b,4.82111,14.054755,191.96,8.52
HD 150706,HD 150706 b,247.823273,79.789772,28.29,7.02
HD 152079,HD 152079 b,253.373901,-46.332958,83.33,9.18
HD 152581,HD 152581 b,253.431595,11.973746,166.54,8.54
HD 153950,HD 153950 b,256.128632,-43.309769,48.52,7.39
HD 154345,HD 154345 b,255.651688,47.081882,18.29,6.76
HD 154672,HD 154672 b,257.520477,-56.449268,64.77,8.21
HD 154857,HD 154857 b,257.815521,-56.680798,63.56,7.238
HD 154857,HD 154857 c,257.815521,-56.680798,63.56,7.238
HD 155233,HD 155233 b,257.768188,-20.65457,75.13,6.818
HD 155358,HD 155358 b,257.394226,33.355854,43,7.27
HD 155358,HD 155358 c,257.394226,33.355854,43,7.27
HD 156279,HD 156279 b,258.09668,63.352093,36.23,8.1
HD 156411,HD 156411 b,259.964172,-48.54932,56.96,6.673
HD 156668,HD 156668 b,259.418701,29.227226,24.35,8.42
HD 156846,HD 156846 b,260.142944,-19.333746,47.8,6.506
HD 158038,HD 158038 b,261.439301,27.303341,95.12,7.64
HD 158996,HD 158996 b,259.904633,80.136398,294.1,5.706
HD 159243,HD 159243 b,263.339783,5.700733,73.46,8.646
