pl_hostname,pl_name,ra,dec,st_dist,st_optmag
Kepler-1126,Kepler-1126 b,285.691992,45.689396,668,14.033
Kepler-1127,Kepler-1127 b,293.217384,42.720707,996,15.162
Kepler-1128,Kepler-1128 b,293.063338,39.403444,1163,15.722
Kepler-1129,Kepler-1129 b,291.604495,41.309361,1258,15.28
Kepler-1129,Kepler-1129 c,291.604495,41.309361,1258,15.28
Kepler-113,Kepler-113 b,287.997883,50.944332,255,13.461
Kepler-113,Kepler-113 c,287.997883,50.944332,255,13.461
Kepler-1130,Kepler-1130 b,285.207485,45.38435,234,12.404
Kepler-1131,Kepler-1131 b,295.651494,49.261295,1109,14.972
Kepler-1132,Kepler-1132 b,286.367463,48.423935,940,15.481
Kepler-1133,Kepler-1133 b,293.322404,42.86747,821,14.816
Kepler-1134,Kepler-1134 b,295.567982,42.478287,997,15.842
Kepler-1135,Kepler-1135 b,286.002968,44.756592,728,14.353
Kepler-1136,Kepler-1136 b,284.107796,44.245808,545,15.658
Kepler-1137,Kepler-1137 b,287.130272,48.665375,971,12.768
Kepler-1138,Kepler-1138 b,285.899242,48.307301,1101,15.353
Kepler-1139,Kepler-1139 b,287.945617,39.230568,555,14.113
Kepler-114,Kepler-114 b,294.121421,48.349525,255,13.738
Kepler-114,Kepler-114 c,294.121421,48.349525,255,13.738
Kepler-114,Kepler-114 d,294.121421,48.349525,255,13.738
Kepler-1140,Kepler-1140 b,281.693981,46.946449,657,15.464
Kepler-1141,Kepler-1141 b,290.543645,47.72588,365,12.589
Kepler-1142,Kepler-1142 b,292.714435,44.082336,697,14.31
Kepler-1143,Kepler-1143 b,287.302821,39.289688,632,15.195
Kepler-1143,Kepler-1143 c,287.302821,39.289688,632,15.195
Kepler-1144,Kepler-1144 b,290.043293,47.257977,1012,14.941
Kepler-1145,Kepler-1145 b,295.308161,43.044415,714,15.443
Kepler-1146,Kepler-1146 b,286.716626,47.425633,694,15.848
Kepler-1147,Kepler-1147 b,292.547537,41.642956,1476,15.401
Kepler-1148,Kepler-1148 b,290.953557,45.719536,682,15.277
Kepler-1149,Kepler-1149 b,294.18926,45.151577,1023,14.966
Kepler-115,Kepler-115 b,297.711849,45.261925,631,13.431
Kepler-115,Kepler-115 c,297.711849,45.261925,631,13.431
Kepler-1150,Kepler-1150 b,296.724492,49.532715,373,14.435
Kepler-1151,Kepler-1151 b,292.247793,47.878452,763,14.872
Kepler-1152,Kepler-1152 b,290.434033,44.107651,184,14.634
Kepler-1153,Kepler-1153 b,289.147217,45.866181,1185,15.758
Kepler-1154,Kepler-1154 b,297.477127,39.877247,1531,14.806
Kepler-1154,Kepler-1154 c,297.477127,39.877247,1531,14.806
Kepler-1155,Kepler-1155 b,288.820587,39.522827,987,14.74
Kepler-1156,Kepler-1156 b,288.924024,46.057632,759,14.152
Kepler-1157,Kepler-1157 b,283.121049,43.525642,346,14.374
Kepler-1158,Kepler-1158 b,292.233946,41.575213,1258,13.628
Kepler-1159,Kepler-1159 b,294.266335,45.204315,1238,14.574
Kepler-116,Kepler-116 b,294.74207,43.536835,987,13.717
Kepler-116,Kepler-116 c,294.74207,43.536835,987,13.717
Kepler-1160,Kepler-1160 b,287.879384,43.364075,1293,15.833
Kepler-1161,Kepler-1161 b,299.077103,45.44064,428,15.813
Kepler-1162,Kepler-1162 b,283.29213,45.434116,989,15.48
Kepler-1163,Kepler-1163 b,290.235843,50.030087,487,12.168
Kepler-1164,Kepler-1164 b,287.529634,38.894513,447,14.11
Kepler-1165,Kepler-1165 b,286.971267,44.708302,1081,14.456
Kepler-1166,Kepler-1166 b,290.348519,50.902855,648,14.477
Kepler-1167,Kepler-1167 b,298.302714,47.694023,811,15.942
Kepler-1168,Kepler-1168 b,287.297694,47.455437,911,15.624
Kepler-1169,Kepler-1169 b,294.911573,46.491463,538,12.716
Kepler-117,Kepler-117 b,288.793037,48.040234,1430,14.274
Kepler-117,Kepler-117 c,288.793037,48.040234,1430,14.274
Kepler-1170,Kepler-1170 b,292.16858,43.779675,911,15.909
Kepler-1171,Kepler-1171 b,294.958925,38.591578,615,11.558
Kepler-1172,Kepler-1172 b,290.474507,37.766598,1292,15.889
Kepler-1173,Kepler-1173 b,293.131095,45.663548,402,13.829
Kepler-1174,Kepler-1174 b,281.831445,42.298916,829,14.207
Kepler-1175,Kepler-1175 b,289.142702,46.812897,1244,15.939
Kepler-1176,Kepler-1176 b,297.919728,45.274162,1023,15.056
Kepler-1177,Kepler-1177 b,286.671437,49.406288,829,14.552
Kepler-1178,Kepler-1178 b,288.456062,45.802124,336,13.831
Kepler-1179,Kepler-1179 b,284.09764,47.810638,454,14.077
Kepler-118,Kepler-118 b,299.213164,41.424824,577,14.711
Kepler-118,Kepler-118 c,299.213164,41.424824,577,14.711
Kepler-1180,Kepler-1180 b,295.88751,43.156063,1284,14.989
Kepler-1181,Kepler-1181 b,289.747314,39.523468,867,13.827
Kepler-1182,Kepler-1182 b,296.307949,43.82135,1258,15.356
Kepler-1183,Kepler-1183 b,292.232425,38.892222,1378,15.778
Kepler-1184,Kepler-1184 b,291.282055,46.965996,1193,14.953
Kepler-1185,Kepler-1185 b,287.241174,39.332757,296,12.57
Kepler-1186,Kepler-1186 b,288.479641,47.101768,1112,15.306
Kepler-1187,Kepler-1187 b,286.892005,38.318556,1029,14.562
Kepler-1188,Kepler-1188 b,283.103838,43.148045,1202,15.004
Kepler-1189,Kepler-1189 b,298.426343,47.946785,883,14.285
Kepler-119,Kepler-119 b,295.946421,42.658924,733,14.236
Kepler-119,Kepler-119 c,295.946421,42.658924,733,14.236
Kepler-1190,Kepler-1190 b,284.999621,49.479977,384,14.471
Kepler-1191,Kepler-1191 b,291.657776,48.009315,876,15.378
Kepler-1192,Kepler-1192 b,282.140566,43.89658,1108,15.684
Kepler-1193,Kepler-1193 b,288.144759,51.275627,695,13.467
Kepler-1194,Kepler-1194 b,291.699538,38.145265,616,14.129
Kepler-1195,Kepler-1195 b,284.351087,40.852979,812,15.888
Kepler-1196,Kepler-1196 b,292.369561,43.910809,946,14.862
Kepler-1197,Kepler-1197 b,291.669272,42.59071,505,15.13
Kepler-1198,Kepler-1198 b,288.834008,44.838249,777,14.776
Kepler-1199,Kepler-1199 b,293.725872,47.247044,540,13.037
Kepler-12,Kepler-12 b,286.243425,50.040382,600,13.8
Kepler-120,Kepler-120 b,287.891632,39.339124,376,14.735
Kepler-120,Kepler-120 c,287.891632,39.339124,376,14.735
Kepler-1200,Kepler-1200 b,296.603451,44.129257,579,15.793
Kepler-1201,Kepler-1201 b,294.614827,40.833172,1202,14.724
Kepler-1202,Kepler-1202 b,292.290612,44.653255,1393,15.658
Kepler-1203,Kepler-1203 b,292.773384,44.178127,269,14.934
Kepler-1204,Kepler-1204 b,289.441483,42.498135,1282,15.301
Kepler-1205,Kepler-1205 b,290.279709,41.515049,766,15.143
Kepler-1206,Kepler-1206 b,295.938407,49.791145,807,15.975
Kepler-1207,Kepler-1207 b,295.064243,49.358994,946,14.5
Kepler-1208,Kepler-1208 b,291.881263,44.555729,877,15.938
Kepler-1209,Kepler-1209 b,287.584891,49.154793,558,12.476
Kepler-121,Kepler-121 b,286.162064,39.677995,622,14.708
Kepler-121,Kepler-121 c,286.162064,39.677995,622,14.708
Kepler-1210,Kepler-1210 b,292.832145,48.219357,1155,15.553
Kepler-1211,Kepler-1211 b,285.720788,40.856961,1486,15.832
Kepler-1212,Kepler-1212 b,296.853432,50.037354,1304,15.012
Kepler-1213,Kepler-1213 b,289.485822,50.944164,685,13.386
Kepler-1214,Kepler-1214 b,285.142638,49.800667,757,15.279
Kepler-1215,Kepler-1215 b,297.463622,48.181416,701,14.431
Kepler-1216,Kepler-1216 b,287.405321,45.918007,1124,15.133
Kepler-1217,Kepler-1217 b,289.186676,50.937557,1363,15.298
Kepler-1218,Kepler-1218 b,291.578982,44.531715,667,13.578
Kepler-1219,Kepler-1219 b,297.215809,47.378515,622,12.249
Kepler-122,Kepler-122 b,291.111883,39.949104,946,14.247
Kepler-122,Kepler-122 c,291.111883,39.949104,946,14.247
Kepler-122,Kepler-122 d,291.111883,39.949104,946,14.247
Kepler-122,Kepler-122 e,291.111883,39.949104,946,14.247
Kepler-122,Kepler-122 f,291.111883,39.949104,946,14.247
Kepler-1220,Kepler-1220 b,297.070369,42.977741,958,14.985
Kepler-1221,Kepler-1221 b,285.822349,45.711891,909,15.563
Kepler-1222,Kepler-1222 b,294.889655,49.379768,455,14.1
Kepler-1223,Kepler-1223 b,285.29575,44.552753,455,14.61
Kepler-1224,Kepler-1224 b,286.625763,37.537304,578,12.867
Kepler-1225,Kepler-1225 b,290.633291,40.136994,1241,14.689
Kepler-1226,Kepler-1226 b,296.376909,50.621468,779,14.15
Kepler-1227,Kepler-1227 b,287.066378,41.874908,667,14.183
Kepler-1228,Kepler-1228 b,296.553083,46.96629,547,14.859
Kepler-1229,Kepler-1229 b,297.486691,46.996716,236,15.474
Kepler-123,Kepler-123 b,296.998621,42.781956,934,14.061
Kepler-123,Kepler-123 c,296.998621,42.781956,934,14.061
Kepler-1230,Kepler-1230 b,283.2645,41.711449,1433,15.309
Kepler-1231,Kepler-1231 b,288.588357,42.605659,948,14.746
Kepler-1232,Kepler-1232 b,296.550043,49.102322,740,14.803
Kepler-1233,Kepler-1233 b,297.375101,46.662216,1281,14.689
Kepler-1234,Kepler-1234 b,287.522025,51.37586,866,15.912
Kepler-1235,Kepler-1235 b,284.903015,43.95396,533,13.889
Kepler-1236,Kepler-1236 b,295.624706,42.545898,1078,15.956
Kepler-1237,Kepler-1237 b,295.629266,44.69062,1121,15.758
Kepler-1238,Kepler-1238 b,297.905795,40.162858,1533,14.725
Kepler-1239,Kepler-1239 b,293.127381,42.320103,2511,15.438
Kepler-124,Kepler-124 b,286.752797,49.064911,383,14.139
Kepler-124,Kepler-124 c,286.752797,49.064911,383,14.139
Kepler-124,Kepler-124 d,286.752797,49.064911,383,14.139
Kepler-1240,Kepler-1240 b,282.999715,40.55745,614,13.987
Kepler-1241,Kepler-1241 b,294.576248,38.456974,936,15.714
Kepler-1242,Kepler-1242 b,284.60621,41.196384,682,15.462
Kepler-1243,Kepler-1243 b,294.009462,42.880772,877,14.834
Kepler-1244,Kepler-1244 b,282.301216,46.516201,764,12.402
Kepler-1245,Kepler-1245 b,290.744327,43.260777,861,15.404
Kepler-1245,Kepler-1245 c,290.744327,43.260777,861,15.404
Kepler-1246,Kepler-1246 b,287.657402,48.982166,435,15.006
Kepler-1247,Kepler-1247 b,294.533553,46.618271,1094,15.935
Kepler-1248,Kepler-1248 b,288.059319,51.354454,540,12.77
Kepler-1249,Kepler-1249 b,296.894856,44.37178,1674,15.373
Kepler-125,Kepler-125 b,298.258123,47.604946,171,14.752
Kepler-125,Kepler-125 c,298.258123,47.604946,171,14.752
Kepler-1250,Kepler-1250 b,287.793862,45.98024,1371,15.618
Kepler-1251,Kepler-1251 b,292.115153,49.256428,863,14.976
Kepler-1252,Kepler-1252 b,298.950318,46.692799,828,14.503
Kepler-1253,Kepler-1253 b,283.885115,47.637222,390,12.464
Kepler-1254,Kepler-1254 b,285.173326,48.770042,676,15.311
Kepler-1254,Kepler-1254 c,285.173326,48.770042,676,15.311
Kepler-1254,Kepler-1254 d,285.173326,48.770042,676,15.311
Kepler-1255,Kepler-1255 b,295.239275,42.726479,1344,15.251
Kepler-1256,Kepler-1256 b,291.474304,44.683514,862,13.539
Kepler-1257,Kepler-1257 b,296.075676,45.627056,1081,15.553
Kepler-1258,Kepler-1258 b,285.404941,49.994747,651,13.835
Kepler-1259,Kepler-1259 b,297.841489,46.967682,704,15.304
Kepler-126,Kepler-126 b,289.347291,44.208553,231,10.5
Kepler-126,Kepler-126 c,289.347291,44.208553,231,10.5
Kepler-126,Kepler-126 d,289.347291,44.208553,231,10.5
Kepler-1260,Kepler-1260 b,295.591254,42.555241,1041,14.838
Kepler-1261,Kepler-1261 b,285.23245,48.806721,795,15.605
Kepler-1262,Kepler-1262 b,288.771814,42.213219,1153,15.18
Kepler-1263,Kepler-1263 b,286.483651,46.752617,695,15.035
Kepler-1264,Kepler-1264 b,289.884378,45.211502,814,14.511
Kepler-1265,Kepler-1265 b,284.585789,47.079533,581,15.602
Kepler-1266,Kepler-1266 b,285.869287,42.728096,901,15.86
Kepler-1267,Kepler-1267 b,299.169533,43.441094,1628,15.829
Kepler-1268,Kepler-1268 b,287.838481,43.153236,1406,15.272
Kepler-1269,Kepler-1269 b,287.805581,45.340549,710,13.611
Kepler-127,Kepler-127 b,285.189985,46.027962,353,11.485
Kepler-127,Kepler-127 c,285.189985,46.027962,353,11.485
Kepler-127,Kepler-127 d,285.189985,46.027962,353,11.485
Kepler-1270,Kepler-1270 b,286.715634,48.645279,1204,13.274
Kepler-1271,Kepler-1271 b,286.344287,37.411973,885,13.925
Kepler-1272,Kepler-1272 b,285.219843,38.805878,896,14.423
Kepler-1273,Kepler-1273 b,285.803226,44.873428,1355,15.826
Kepler-1274,Kepler-1274 b,284.593715,46.449776,609,11.752
Kepler-1275,Kepler-1275 b,293.500497,44.932457,1280,14.46
Kepler-1276,Kepler-1276 b,287.85701,40.547181,587,12.885
Kepler-1277,Kepler-1277 b,295.102413,40.572396,606,14.05
Kepler-1278,Kepler-1278 b,282.956935,42.825619,743,13.658
Kepler-1279,Kepler-1279 b,288.095635,40.365964,1017,13.973
Kepler-128,Kepler-128 b,282.492224,43.980213,399,11.39
Kepler-128,Kepler-128 c,282.492224,43.980213,399,11.39
Kepler-1280,Kepler-1280 b,293.573935,45.384541,1006,14.074
Kepler-1281,Kepler-1281 b,295.354457,48.515404,1090,15.79
Kepler-1282,Kepler-1282 b,290.176173,46.698338,1126,15.545
Kepler-1283,Kepler-1283 b,295.462337,40.776969,1452,15.079
Kepler-1284,Kepler-1284 b,291.279002,47.687649,852,15.645
Kepler-1285,Kepler-1285 b,281.835355,44.155926,364,11.714
Kepler-1286,Kepler-1286 b,280.258382,43.835766,1150,15.166
Kepler-1287,Kepler-1287 b,289.134661,47.062996,1027,15.051
Kepler-1288,Kepler-1288 b,285.713488,41.605873,715,13.321
Kepler-1289,Kepler-1289 b,296.388807,41.040571,1059,14.59
Kepler-129,Kepler-129 b,285.311284,47.848595,371,11.696
Kepler-129,Kepler-129 c,285.311284,47.848595,371,11.696
Kepler-1290,Kepler-1290 b,290.685249,43.859638,1321,15.711
Kepler-1291,Kepler-1291 b,289.377032,40.001151,982,15.868
Kepler-1292,Kepler-1292 b,284.90572,43.949169,1406,15.934
Kepler-1293,Kepler-1293 b,290.025921,48.335949,770,13.383
Kepler-1294,Kepler-1294 b,291.268101,44.488194,1120,15.174
Kepler-1295,Kepler-1295 b,291.397864,45.588559,1257,15.89
Kepler-1296,Kepler-1296 b,292.125189,41.407814,631,14.667
Kepler-1297,Kepler-1297 b,289.956501,47.020393,996,14.812
Kepler-1298,Kepler-1298 b,284.422735,49.106224,498,11.392
Kepler-1299,Kepler-1299 b,286.150155,37.411377,1352,15.922
Kepler-130,Kepler-130 b,288.450665,40.245305,330,11.529
Kepler-130,Kepler-130 c,288.450665,40.245305,330,11.529
Kepler-130,Kepler-130 d,288.450665,40.245305,330,11.529
Kepler-1300,Kepler-1300 b,289.033022,40.086887,757,12.816
Kepler-1301,Kepler-1301 b,286.604183,42.440319,816,15.4
Kepler-1302,Kepler-1302 b,290.989241,50.30806,727,15.102
Kepler-1303,Kepler-1303 b,284.287156,42.355614,905,14.64
Kepler-1304,Kepler-1304 b,285.276428,39.446916,682,15.022
Kepler-1305,Kepler-1305 b,297.339446,46.347252,1343,15.785
Kepler-1306,Kepler-1306 b,294.478341,46.945862,1130,15.243
Kepler-1307,Kepler-1307 b,292.86984,46.741859,1396,15.394
Kepler-1308,Kepler-1308 b,285.928896,38.520962,73,14.488
Kepler-1309,Kepler-1309 b,298.735235,40.764155,845,15.652
Kepler-131,Kepler-131 b,288.530825,40.942304,235,11.525
Kepler-131,Kepler-131 c,288.530825,40.942304,235,11.525
Kepler-1310,Kepler-1310 b,283.920035,40.740123,583,14.159
Kepler-1311,Kepler-1311 b,289.651263,43.824417,705,13.349
Kepler-1311,Kepler-1311 c,289.651263,43.824417,705,13.349
Kepler-1312,Kepler-1312 b,292.971241,41.035764,305,12.43
Kepler-1313,Kepler-1313 b,292.388546,42.233261,187,11.799
Kepler-1314,Kepler-1314 b,294.237938,45.197322,462,16.406
Kepler-1315,Kepler-1315 b,295.821448,46.053029,505,14.975
Kepler-1316,Kepler-1316 b,298.835871,40.293136,753,14
Kepler-1317,Kepler-1317 b,291.611881,42.115971,734,15.23
Kepler-1318,Kepler-1318 b,290.376313,41.150741,475,15.165
Kepler-1319,Kepler-1319 b,290.956068,49.366306,114,14.717
Kepler-132,Kepler-132 b,283.23581,41.343037,303,11.818
Kepler-132,Kepler-132 c,283.23581,41.343037,303,11.818
Kepler-132,Kepler-132 d,283.23581,41.343037,303,11.818
Kepler-132,Kepler-132 e,283.23581,41.343037,303,11.818
Kepler-1320,Kepler-1320 b,288.433591,40.380875,771,15.898
Kepler-1321,Kepler-1321 b,294.528593,46.640962,547,16.835
Kepler-1321,Kepler-1321 c,294.528593,46.640962,547,16.835
Kepler-1322,Kepler-1322 b,293.204521,45.435402,1217,15.81
Kepler-1323,Kepler-1323 b,292.872284,46.098885,530,12.41
Kepler-1324,Kepler-1324 b,291.18497,40.311214,522,15.141
Kepler-1325,Kepler-1325 b,285.017227,42.085384,955,15.16
Kepler-1326,Kepler-1326 b,296.222144,39.268958,910,12.852
Kepler-1327,Kepler-1327 b,289.064869,50.460976,688,13.914
Kepler-1328,Kepler-1328 b,284.675388,44.41777,630,13.836
Kepler-1329,Kepler-1329 b,281.647742,48.271046,624,15.911
Kepler-133,Kepler-133 b,297.277976,48.320328,530,12.848
Kepler-133,Kepler-133 c,297.277976,48.320328,530,12.848
Kepler-1330,Kepler-1330 b,290.576737,39.956893,939,15.017
Kepler-1331,Kepler-1331 b,297.073789,41.22448,365,15.031
Kepler-1332,Kepler-1332 b,291.02859,43.913673,515,13.756
Kepler-1333,Kepler-1333 b,293.527561,41.111437,958,15.162
Kepler-1334,Kepler-1334 b,289.31148,51.320866,1047,15.241
Kepler-1335,Kepler-1335 b,284.838408,42.070431,628,15.329
Kepler-1336,Kepler-1336 b,296.277711,46.899857,822,14.056
Kepler-1336,Kepler-1336 c,296.277711,46.899857,822,14.056
Kepler-1337,Kepler-1337 b,287.009098,46.796101,588,15.858
Kepler-1338,Kepler-1338 b,284.042335,41.699139,619,13.615
Kepler-1339,Kepler-1339 b,283.745794,48.373394,267,12.299
Kepler-134,Kepler-134 b,284.739001,49.598396,369,12.324
Kepler-134,Kepler-134 c,284.739001,49.598396,369,12.324
Kepler-1340,Kepler-1340 b,296.232807,42.47279,1421,14.758
Kepler-1341,Kepler-1341 b,280.511769,44.159351,466,15.028
Kepler-1342,Kepler-1342 b,297.020069,43.432549,941,15.392
Kepler-1343,Kepler-1343 b,294.294533,50.725376,1307,15.526
Kepler-1344,Kepler-1344 b,287.086297,46.945816,851,14.083
Kepler-1345,Kepler-1345 b,292.477965,46.022835,1164,13.791
Kepler-1346,Kepler-1346 b,291.841308,45.179176,1123,14.497
Kepler-1347,Kepler-1347 b,299.659605,40.843853,321,13.38
Kepler-1348,Kepler-1348 b,292.08746,49.788765,1033,14.718
Kepler-1349,Kepler-1349 b,286.338369,48.744099,260,11.126
Kepler-135,Kepler-135 b,290.495129,38.795481,604,12.73
Kepler-135,Kepler-135 c,290.495129,38.795481,604,12.73
Kepler-1350,Kepler-1350 b,288.250582,46.679602,350,16.283
Kepler-1350,Kepler-1350 c,288.250582,46.679602,350,16.283
Kepler-1351,Kepler-1351 b,293.60872,42.197678,241,14.107
Kepler-1352,Kepler-1352 b,290.693736,48.701477,637,13.295
Kepler-1353,Kepler-1353 b,295.735335,42.576252,596,15.514
Kepler-1354,Kepler-1354 b,291.245187,37.759052,1057,14.357
Kepler-1355,Kepler-1355 b,283.741416,49.067978,963,15.471
Kepler-1356,Kepler-1356 b,290.995346,43.243938,881,15.76
Kepler-1357,Kepler-1357 b,291.548094,50.353313,1026,15.273
Kepler-1358,Kepler-1358 b,286.170543,43.008911,558,14.572
Kepler-1359,Kepler-1359 b,289.538819,41.892825,669,15.768
Kepler-136,Kepler-136 b,296.467314,42.598771,366,12.459
Kepler-136,Kepler-136 c,296.467314,42.598771,366,12.459
Kepler-1360,Kepler-1360 b,300.344076,45.623219,1405,13.913
Kepler-1361,Kepler-1361 b,283.565314,46.904255,404,13.93
Kepler-1362,Kepler-1362 b,288.538542,40.877113,767,15.839
Kepler-1363,Kepler-1363 b,296.996558,49.256413,559,15.29
Kepler-1364,Kepler-1364 b,295.152201,49.587605,1149,13.228
Kepler-1365,Kepler-1365 b,292.19971,42.046089,541,13.421
Kepler-1365,Kepler-1365 c,292.19971,42.046089,541,13.421
Kepler-1366,Kepler-1366 b,285.064914,41.554874,395,15.877
Kepler-1367,Kepler-1367 b,288.416528,47.878731,357,15.571
Kepler-1368,Kepler-1368 b,294.766985,41.64468,1750,15.892
Kepler-1369,Kepler-1369 b,285.797234,40.936186,1236,15.323
Kepler-137,Kepler-137 b,282.135534,43.039101,289,12.99
Kepler-137,Kepler-137 c,282.135534,43.039101,289,12.99
Kepler-1370,Kepler-1370 b,284.565675,41.778484,878,13.701
Kepler-1370,Kepler-1370 c,284.565675,41.778484,878,13.701
Kepler-1371,Kepler-1371 b,288.831383,47.551994,450,13.851
Kepler-1371,Kepler-1371 c,288.831383,47.551994,450,13.851
Kepler-1372,Kepler-1372 b,288.886635,44.83955,1161,15.371
Kepler-1373,Kepler-1373 b,285.752049,39.249205,1112,14.135
Kepler-1374,Kepler-1374 b,291.349983,45.172267,1135,15.97
Kepler-1375,Kepler-1375 b,296.293558,43.403267,1238,13.749
Kepler-1376,Kepler-1376 b,286.958437,42.541386,864,14.699
Kepler-1377,Kepler-1377 b,289.195458,46.651703,1019,15.918
Kepler-1378,Kepler-1378 b,297.373313,40.366398,562,15.911
Kepler-1379,Kepler-1379 b,293.670471,41.410248,951,15.919
Kepler-138,Kepler-138 b,290.381547,43.292973,52.4,12.925
Kepler-138,Kepler-138 c,290.381547,43.292973,52.4,12.925
Kepler-138,Kepler-138 d,290.381547,43.292973,52.4,12.925
Kepler-1380,Kepler-1380 b,288.116053,42.440422,1209,15.619
Kepler-1381,Kepler-1381 b,287.535764,48.727791,1306,15.535
Kepler-1382,Kepler-1382 b,295.377379,39.048031,730,12.683
Kepler-1383,Kepler-1383 b,297.944779,42.191882,961,13.716
Kepler-1384,Kepler-1384 b,296.215166,39.527049,618,15.384
Kepler-1385,Kepler-1385 b,282.631369,46.481106,527,12.858
Kepler-1386,Kepler-1386 b,280.823394,42.636056,838,14.455
Kepler-1387,Kepler-1387 b,292.440396,43.209431,491,14.589
Kepler-1388,Kepler-1388 b,283.33604,47.174535,492,16.279
Kepler-1388,Kepler-1388 c,283.33604,47.174535,492,16.279
Kepler-1388,Kepler-1388 d,283.33604,47.174535,492,16.279
Kepler-1388,Kepler-1388 e,283.33604,47.174535,492,16.279
Kepler-1389,Kepler-1389 b,285.717427,44.758423,521,14.699
Kepler-139,Kepler-139 b,282.391957,43.889351,417,12.701
Kepler-139,Kepler-139 c,282.391957,43.889351,417,12.701
Kepler-1390,Kepler-1390 b,298.662345,48.248764,760,14.421
Kepler-1391,Kepler-1391 b,294.831023,46.659592,721,13.852
Kepler-1392,Kepler-1392 b,288.766976,46.394424,1117,15.679
Kepler-1393,Kepler-1393 b,284.459458,40.142553,462,13.348
Kepler-1394,Kepler-1394 b,283.4532,45.084141,820,11.801
Kepler-1395,Kepler-1395 b,292.337551,47.6642,507,12.581
Kepler-1396,Kepler-1396 b,294.336468,44.918293,1236,14.544
Kepler-1397,Kepler-1397 b,299.675859,47.075844,770,14.089
Kepler-1398,Kepler-1398 b,294.866185,48.638985,793,13.71
Kepler-1398,Kepler-1398 c,294.866185,48.638985,793,13.71
Kepler-1399,Kepler-1399 b,293.311681,46.041714,1256,15.49
Kepler-14,Kepler-14 b,287.708814,47.33305,980,12.128
Kepler-140,Kepler-140 b,287.369468,46.768213,572,12.996
Kepler-140,Kepler-140 c,287.369468,46.768213,572,12.996
Kepler-1400,Kepler-1400 b,286.271652,45.440807,879,15.737
Kepler-1401,Kepler-1401 b,287.466042,40.758452,1242,14.982
Kepler-1402,Kepler-1402 b,291.847824,48.968132,681,14.621
Kepler-1403,Kepler-1403 b,290.867707,38.960119,1801,15.598
Kepler-1404,Kepler-1404 b,296.00943,50.498386,946,15.688
Kepler-1405,Kepler-1405 b,295.684842,39.256142,1605,15.873
Kepler-1406,Kepler-1406 b,292.081863,38.915023,587,13.256
Kepler-1407,Kepler-1407 b,283.942432,41.4716,1275,14.935
Kepler-1408,Kepler-1408 b,282.699942,45.42577,426,12.003
Kepler-1409,Kepler-1409 b,290.084786,51.208603,722,15.168
Kepler-141,Kepler-141 b,297.970897,47.731678,301,13.448
Kepler-141,Kepler-141 c,297.970897,47.731678,301,13.448
Kepler-1410,Kepler-1410 b,290.510198,38.743544,367,15.757
Kepler-1411,Kepler-1411 b,286.361579,42.963924,1431,15.831
Kepler-1412,Kepler-1412 b,292.18012,49.20248,639,13.219
Kepler-1413,Kepler-1413 b,294.341649,46.498767,1162,16.239
Kepler-1414,Kepler-1414 b,284.92858,42.42231,534,14.897
Kepler-1415,Kepler-1415 b,285.156913,47.873333,1066,15.744
Kepler-1416,Kepler-1416 b,298.663468,43.894073,807,14.22
Kepler-1417,Kepler-1417 b,290.949888,40.605215,656,13.914
Kepler-1418,Kepler-1418 b,282.997478,41.678551,499,15.037
Kepler-1419,Kepler-1419 b,292.254635,37.97142,1444,15.761
Kepler-142,Kepler-142 b,295.118899,48.481281,583,13.203
