loc_rowid,epic_name,ra,dec,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,st_rad,st_raderr1,st_raderr2,st_radlim,st_kep,st_keperr,st_keplim,st_k2,st_k2err,st_k2lim
715,EPIC 210609658,55.716835,17.1015,14.145239,0.000445,-0.000468,0,2457074.406,0.001149,-0.001113,0,86.5,1.654,-0.944,0,8.065367,0.749367,-0.509296,0,0.06327,0.00153,-0.00188,0,14.864,1.813,-1.516,0,2.15,0.26,-0.21,0,12.587,,0,10.079,0.018,0
716,EPIC 210609658,55.716835,17.1015,14.14459,0.00094,-0.00094,0,2457074.414,0.0024,-0.0024,0,,,,,,,,,0.0571,0.0052,-0.0052,0,16.6,2,-2,0,2.69,0.2,-0.2,0,12.587,,0,10.079,0.018,0
717,EPIC 210625740,61.00193,17.328197,2.38669,0.00013,-0.00013,0,2457065.082,0.0025,-0.0025,0,,,,,,,,,0.11,0.012,-0.012,0,3.5,2.4,-2.4,0,0.29,0.18,-0.18,0,16.942,,0,13.884,0.057,0
718,EPIC 210629082,57.26696,17.37554,27.353103,0.00729,-0.007472,0,2457086.015,0.005137,-0.005169,0,88.958,0.747,-1.541,0,25.741857,3.143593,-8.022841,0,0.01931,0.00293,-0.00123,0,3.05,0.693,-0.428,0,1.45,0.25,-0.18,0,11.58,,0,9.817,0.019,0
720,EPIC 210659688,55.580479,17.800665,2.35771,0.00011,-0.00011,0,2457065.021,0.0016,-0.0016,0,,,,,,,,,0.104,0.055,-0.055,0,3,1.8,-1.8,0,0.27,0.05,-0.05,0,16.499,,0,12.694,0.029,0
721,EPIC 210666756,58.435825,17.898865,1.396291,0.000082,-0.000082,0,2457066.186,0.0022,-0.0022,0,,,,,,,,,0.0167,0.0015,-0.0015,0,1.89,0.44,-0.44,0,1.02,0.22,-0.22,0,12.735,,0,,,
722,EPIC 210666756,58.435825,17.898865,1.39657671,,,0,2457061.988,,,0,,,,,,,,,,,,,,,,,,,,,12.735,,0,,,
724,EPIC 210696763,52.834602,18.316229,7.98221,,,0,2457059.963,,,0,,,,,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
725,EPIC 210696763,52.834602,18.316229,5.7663,,,0,2457062.462,,,0,,,,,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
726,EPIC 210696763,52.834602,18.316229,3.6494,,,0,2457061.511,,,0,,,,,,,,,,,,,,,,,,,,,15.468,,0,11.715,0.018,0
735,EPIC 210736056,54.39772,18.896429,29.0529,,,0,2457044.195,,,0,,,,,,,,,,,,,,,,,,,,,15.65,,0,12.666,0.026,0
736,EPIC 210744674,65.859016,19.027494,25.2077883,,,0,2457065.93,,,0,,,,,,,,,,,,,,,,,,,,,12.894,,0,10.548,0.018,0
740,EPIC 210754505,64.644928,19.179056,0.870673,0.000017,-0.000017,0,2457065.763,0.00073,-0.00073,0,,,,,,,,,0.11,0.11,-0.11,0,21,20,-20,0,1.74,0.13,-0.13,0,13.185,,0,10.907,0.018,0
742,EPIC 210754505,64.644928,19.179056,0.87052967,,,0,2457062.285,,,0,,,,,,,,,,,,,,,,,,,,,13.185,,0,10.907,0.018,0
743,EPIC 210769880,62.532948,19.411154,1.43689647,,,0,2457062.607,,,0,,,,,,,,,,,,,,,,,,,,,11.036,,0,7.79,0.016,0
744,EPIC 210775710,54.274246,19.499622,59.848566,0.000184,-0.000183,0,2457064.697,0.000133,-0.000133,0,89.854,0.098,-0.09,0,114.695231,4.183429,-6.700725,0,0.10082,0.00186,-0.00107,0,10.814,1.157,-0.566,0,0.98,0.1,-0.05,0,11.827,,0,10.208,0.018,0
749,EPIC 210843708,57.789013,20.53508,0.7041655,,,0,2457062.025,,,0,,,,,,,,,,,,,,,,,,,,,12.783,,0,10.065,0.018,0
752,EPIC 210877025,56.641224,21.034302,18.03895153,,,0,2457071.52,,,0,,,,,,,,,,,,,,,,,,,,,12.761,,0,10.718,0.016,0
755,EPIC 210903662,60.051086,21.44754,2.41040731,,,0,2457063.425,,,0,,,,,,,,,,,,,,,,,,,,,12.05,,0,10.574,0.021,0
756,EPIC 210903662,60.051086,21.44754,2.410271,0.000015,-0.000015,0,2457065.839,0.00024,-0.00024,0,,,,,,,,,0.101,0.019,-0.019,0,17.3,5.4,-5.4,0,1.51,0.37,-0.37,0,12.05,,0,10.574,0.021,0
757,EPIC 210925707,57.120544,21.797461,1.6865884,,,0,2457062.238,,,0,,,,,,,,,,,,,,,,,,,,,9.519,,0,7.925,0.021,0
762,EPIC 210958990,62.754017,22.32534,1.702301,0.000018,-0.000018,0,2457065.783,0.0042,-0.0042,0,,,,,,,,,0.1369,0.0011,-0.0011,0,19.1,4.2,-4.2,0,1.28,0.28,-0.28,0,12.613,,0,10.709,0.021,0
763,EPIC 210961508,59.920105,22.365984,0.349935,0.000042,-0.000042,0,2457087.653,0.00043,-0.00041,0,81.8,5.7,-11,0,3.4,0.5,-1,0,0.0263,0.003,-0.001,0,2.18,0.25,-0.25,0,0.76,0.04,-0.04,0,13.558,,0,10.32,0.021,0
770,EPIC 211009047,61.089561,23.117842,1.31982263,,,0,2457062.307,,,0,,,,,,,,,,,,,,,,,,,,,12.54,,0,9.72,0.018,0
781,EPIC 211106187,59.079082,24.660879,14.643071,0.001302,-0.001431,0,2457072.275,0.003038,-0.002793,0,89.369,0.463,-1.668,0,54.9762,15.267613,-30.28785,0,0.04593,0.0255,-0.00451,0,66.05,43.415,-14.824,0,13.18,4.64,-2.66,0,13.124,,0,11.023,0.018,0
782,EPIC 211147528,59.647171,25.38859,2.349515,0.00008,-0.000077,0,2457065.408,0.001238,-0.001333,0,84.065,4.346,-2.955,0,6.352441,1.585782,-1.120882,0,0.09054,0.00667,-0.0078,0,53.427,6.235,-10.962,0,5.41,0.49,-1.01,0,11.832,,0,10.619,0.021,0
783,EPIC 211147528,59.647171,25.38859,2.349455,0.000092,-0.000092,0,2457065.409,0.0015,-0.0015,0,,,,,,,,,0.0807,0.0051,-0.0051,0,15.8,4.6,-4.6,0,1.81,0.51,-0.51,0,11.832,,0,10.619,0.021,0
784,EPIC 211147528,59.647171,25.38859,2.34951024,,,0,2457063.059,,,0,,,,,,,,,,,,,,,,,,,,,11.832,,0,10.619,0.021,0
786,EPIC 211169300,58.490967,25.797325,16.43831081,,,0,2457067.807,,,0,,,,,,,,,,,,,,,,,,,,,12.491,,0,10.917,0.022,0
787,EPIC 211305568,133.12233,9.962734,0.19785,0.00001,-0.00001,0,2457176.97,0.001,-0.002,0,79.23,,,0,2.51,,,0,0.015,0.002,-0.001,0,0.72,0.1,-0.08,0,,,,,13.849,,0,10.608,0.028,0
788,EPIC 211305568,133.12233,9.962734,11.55059,0.00121,-0.00109,0,2457169.344,0.002,-0.002,0,88.7,,,0,37.16,,,0,0.041,0.553,-0.004,0,1.98,26.91,-0.23,0,,,,,13.849,,0,10.608,0.028,0
789,EPIC 211308899,133.325027,10.029715,6.423,,,0,2457143.316,,,0,,,,,,,,,0.01987,,,0,,,,,,,,,14.346,,0,12.385,0.024,0
790,EPIC 211314705,129.129929,10.14728,3.794,,,0,2457140.224,,,0,,,,,,,,,0.03173,,,0,,,,,,,,,14.422,,0,10.964,0.023,0
794,EPIC 211328748,130.235397,10.422378,17.178,,,0,2457139.95,,,0,,,,,,,,,0.01481,,,0,,,,,,,,,9.947,,0,8.626,0.024,0
801,EPIC 211333233,126.898155,10.506562,5.409,,,0,2457142.885,,,0,,,,,,,,,0.0131,,,0,,,,,,,,,9.653,,0,5.883,0.029,0
802,EPIC 211335816,126.624016,10.5554,4.99,,,0,2457140.02,,,0,,,,,,,,,0.04367,,,0,,,,,,,,,11.929,,0,10.669,0.025,0
803,EPIC 211336288,133.423615,10.564473,0.22181,0.00002,-0.00002,0,2457177.09,0.002,-0.002,0,76.9,,,0,2.28,,,0,0.018,0.002,-0.002,0,1.13,0.16,-0.13,0,,,,,14.611,,0,11.657,0.024,0
804,EPIC 211336616,132.426727,10.570543,44.13,,,0,2457149.28,,,0,,,,,,,,,0.02065,,,0,,,,,,,,,12.83,,0,10.721,0.017,0
805,EPIC 211342524,128.098694,10.677239,14.448767,0.000101,-0.0001,0,2457149.368,0.000246,-0.00025,0,,,,,,,,,0.2969,0.1104,-0.0464,0,44.2,17.5,-8.6,0,1.36,,,0,12.406,,0,10.977,0.021,0
806,EPIC 211342524,128.098694,10.677239,14.4518248,,,0,2457149.361,,,0,,,,,,,,,,,,,,,,,,,,,12.406,,0,10.977,0.021,0
807,EPIC 211342524,128.098694,10.677239,14.449,,,0,2457149.367,,,0,,,,,,,,,0.30321,,,0,,,,,,,,,12.406,,0,10.977,0.021,0
815,EPIC 211357309,133.232635,10.944721,0.46395,0.000118,-0.000118,0,2457201.458,0.00102,-0.00107,0,84,4.4,-9.6,0,4.7,1.9,-1.6,0,0.0186,0.003,-0.002,0,0.85,0.18,-0.18,0,0.42,0.06,-0.06,0,13.155,,0,9.885,0.02,0
816,EPIC 211357309,133.232635,10.944721,0.46395,0.00002,-0.00002,0,2457201.458,0.001,-0.001,0,86.7,,,0,4.29,,,0,0.017,0.001,-0.001,0,0.84,0.06,-0.06,0,,,,,13.155,,0,9.885,0.02,0
821,EPIC 211365543,127.453438,11.085656,5.264,,,0,2457143.676,,,0,,,,,,,,,0.0098,,,0,,,,,,,,,12.059,,0,10.88,0.026,0
822,EPIC 211375488,130.836777,11.24812,4.166738,0.000301,-0.000303,0,2457143.813,0.002908,-0.002943,0,,,,,,,,,0.4348,0.3692,-0.2797,0,94.8,89,-71.8,0,2,,,0,17.492,,0,14.625,0.166,0
823,EPIC 211375488,130.836777,11.24812,2.084,,,0,2457141.721,,,0,,,,,,,,,0.04884,,,0,,,,,,,,,17.492,,0,14.625,0.166,0
824,EPIC 211383821,131.041351,11.385502,1.567,,,0,2457140.162,,,0,,,,,,,,,0.01804,,,0,,,,,,,,,14.044,,0,11.506,0.024,0
825,EPIC 211383821,131.041351,11.385502,1.56706496,,,0,2457143.288,,,0,,,,,,,,,,,,,,,,,,,,,14.044,,0,11.506,0.024,0
826,EPIC 211390903,132.278091,11.498017,7.757595,0.000822,-0.000822,0,2457147.806,0.003955,-0.003955,0,89.17,0.28,-0.28,0,,,,,0.0251,0.0007,-0.0007,0,1.95,,,0,0.71,,,0,12.97,,0,10.49,0.018,0
831,EPIC 211399359,128.067139,11.630727,3.115,,,0,2457141.418,,,0,,,,,,,,,0.15302,,,0,,,,,,,,,14.424,,0,12.391,0.027,0
832,EPIC 211399359,128.067139,11.630727,3.114878,0.000021,-0.000023,0,2457144.533,0.000272,-0.000268,0,,,,,,,,,0.1493,0.0013,-0.0006,0,12.5,0.5,-0.4,0,0.77,,,0,14.424,,0,12.391,0.027,0
833,EPIC 211399359,128.067139,11.630727,3.11491262,,,0,2457144.532,,,0,,,,,,,,,,,,,,,,,,,,,14.424,,0,12.391,0.027,0
834,EPIC 211401787,126.896957,11.667474,13.773826,0.001069,-0.001085,0,2457151.068,0.002476,-0.002357,0,88.634,0.985,-2.448,0,20.111619,2.534929,-7.491817,0,0.01795,0.00185,-0.00069,0,3.295,0.624,-0.472,0,1.68,0.27,-0.23,0,9.709,,0,8.412,0.023,0
835,EPIC 211401787,126.896957,11.667474,13.773,,,0,2457151.069,,,0,,,,,,,,,0.01564,,,0,,,,,,,,,9.709,,0,8.412,0.023,0
836,EPIC 211401787,126.896957,11.667474,13.772626,0.001459,-0.001391,0,2457151.069,0.003023,-0.003197,0,,,,,,,,,0.016,0.0013,-0.0006,0,2.2,0.4,-0.2,0,1.25,,,0,9.709,,0,8.412,0.023,0
837,EPIC 211413463,128.914886,11.843622,3.25182,0.000068,-0.000066,0,2457143.938,0.000837,-0.000865,0,,,,,,,,,0.4864,0.2721,-0.1879,0,33.2,22.8,-18.5,0,0.63,,,0,17.303,,0,14.641,0.079,0
842,EPIC 211418290,129.302307,11.915721,5.03207,0.000102,-0.000097,0,2457141.807,0.000811,-0.000861,0,88.411,1.08,-1.45,0,4.920661,0.050733,-0.105406,0,0.09133,0.00069,-0.00063,0,36.71,5.412,-3.937,0,3.69,0.54,-0.39,0,11.504,,0,9.755,0.018,0
846,EPIC 211424769,128.852676,12.01165,5.176,,,0,2457144.498,,,0,,,,,,,,,0.05904,,,0,,,,,,,,,9.438,,0,7.949,0.026,0
847,EPIC 211424769,128.852676,12.01165,5.176243,0.00004,-0.000041,0,2457144.498,0.000307,-0.00031,0,85.085,0.891,-1.23,0,12.490944,1.133042,-0.871647,0,0.1593,0.20368,-0.06237,0,19.443,24.93,-7.7,0,1.12,0.11,-0.07,0,9.438,,0,7.949,0.026,0
848,EPIC 211428897,128.857544,12.075844,1.610911,0.000073,-0.000073,0,2457142.276,0.001802,-0.001759,0,,,,,,,,,0.0249,0.0038,-0.0016,0,1.5,0.7,-0.6,0,0.56,,,0,13.205,,0,9.624,0.023,0
849,EPIC 211428897,128.857544,12.075844,1.61092,0.00006,-0.00006,0,2457142.275,0.001,-0.001,0,89.09,,,0,12.87,,,0,0.024,0.001,-0.001,0,0.75,0.08,-0.08,0,,,,,13.205,,0,9.624,0.023,0
850,EPIC 211428897,128.857544,12.075844,2.177846,0.000188,-0.000206,0,2457143.654,0.004078,-0.003534,0,,,,,,,,,0.0193,0.003,-0.0015,0,1.2,0.5,-0.5,0,0.56,,,0,13.205,,0,9.624,0.023,0
851,EPIC 211428897,128.857544,12.075844,2.17807,0.00012,-0.00012,0,2457143.647,0.002,-0.002,0,89.22,,,0,16.48,,,0,0.021,0.001,-0.001,0,0.65,0.07,-0.07,0,,,,,13.205,,0,9.624,0.023,0
852,EPIC 211428897,128.857544,12.075844,4.96883,0.00038,-0.00037,0,2457173.523,0.002,-0.002,0,89.53,,,0,29.34,,,0,0.021,0.001,-0.001,0,0.67,0.08,-0.08,0,,,,,13.205,,0,9.624,0.023,0
853,EPIC 211428897,128.857544,12.075844,1.611,,,0,2457140.661,,,0,,,,,,,,,0.02275,,,0,,,,,,,,,13.205,,0,9.624,0.023,0
854,EPIC 211432103,133.852478,12.126656,0.93346092,,,0,2457142.173,,,0,,,,,,,,,,,,,,,,,,,,,10.249,,0,8.639,0.023,0
855,EPIC 211439059,131.973526,12.231904,18.641,,,0,2457146.51,,,0,,,,,,,,,0.0169,,,0,,,,,,,,,13.075,,0,11.175,0.019,0
856,EPIC 211439059,131.973526,12.231904,18.634179,0.005229,-0.005229,0,2457183.798,0.006405,-0.006405,0,89.75,0.1,-0.1,0,,,,,0.0166,0.0005,-0.0005,0,1.49,,,0,0.82,,,0,13.075,,0,11.175,0.019,0
857,EPIC 211439059,131.973526,12.231904,18.645046,0.006202,-0.005718,0,2457146.511,0.011421,-0.011071,0,,,,,,,,,0.0191,0.003,-0.0016,0,1.8,0.3,-0.2,0,0.84,,,0,13.075,,0,11.175,0.019,0
861,EPIC 211490999,130.798843,13.009593,9.844,,,0,2457146.33,,,0,,,,,,,,,0.02843,,,0,,,,,,,,,13.416,,0,11.87,0.025,0
862,EPIC 211490999,130.798843,13.009593,9.844017,0.000651,-0.00066,0,2457146.329,0.002405,-0.002418,0,,,,,,,,,0.0305,0.0032,-0.0011,0,3,0.4,-0.2,0,0.91,,,0,13.416,,0,11.87,0.025,0
866,EPIC 211492449,130.938431,13.030436,16.24196986,,,0,2457149.887,,,0,,,,,,,,,,,,,,,,,,,,,14.277,,0,11.824,0.02,0
867,EPIC 211509553,135.01976,13.273871,20.358748,0.000361,-0.000366,0,2457151.413,0.000718,-0.000715,0,,,,,,,,,0.173,0.0022,-0.0012,0,10,4,-4,0,0.53,,,0,15.725,,0,12.555,0.024,0
868,EPIC 211509553,135.01976,13.273871,20.35954,0.00034,-0.00032,0,2457151.412,0.001,-0.001,0,89.58,,,0,47.66,,,0,0.182,0.003,-0.002,0,10.85,0.59,-0.59,0,,,,,15.725,,0,12.555,0.024,0
869,EPIC 211509553,135.01976,13.273871,20.359,,,0,2457151.414,,,0,,,,,,,,,0.182,,,0,,,,,,,,,15.725,,0,12.555,0.024,0
878,EPIC 211541590,137.176926,13.724288,9.81881482,,,0,2457143.387,,,0,,,,,,,,,,,,,,,,,,,,,14.336,,0,10.648,0.022,0
886,EPIC 211569704,127.004677,14.119618,34.023,,,0,2457156.994,,,0,,,,,,,,,0.01756,,,0,,,,,,,,,11.997,,0,9.54,0.021,0
887,EPIC 211572511,126.521767,14.157244,10.39528014,,,0,2457152.271,,,0,,,,,,,,,,,,,,,,,,,,,11.686,,0,10.269,0.02,0
888,EPIC 211578235,135.061432,14.23756,11.00357542,,,0,2457147.987,,,0,,,,,,,,,,,,,,,,,,,,,14.33,,0,12.5,0.022,0
889,EPIC 211578235,135.061432,14.23756,11.007537,0.000286,-0.000295,0,2457147.979,0.001063,-0.00107,0,,,,,,,,,0.4056,0.3766,-0.256,0,41.5,39,-26.4,0,0.94,,,0,14.33,,0,12.5,0.022,0
890,EPIC 211579112,135.883331,14.250527,17.703,,,0,2457156.427,,,0,,,,,,,,,0.08067,,,0,,,,,,,,,15.768,,0,12.638,0.026,0
891,EPIC 211579683,125.214546,14.258666,9.01258853,,,0,2457144.614,,,0,,,,,,,,,,,,,,,,,,,,,14.029,,0,11.856,0.021,0
892,EPIC 211586387,136.801117,14.355476,35.383,,,0,2457142.906,,,0,,,,,,,,,0.03074,,,0,,,,,,,,,14.296,,0,12.043,0.022,0
897,EPIC 211606790,137.14444,14.630882,37.246869,0.000847,-0.000693,0,2457150.09,0.000502,-0.000566,0,88.201,0.201,-0.229,0,32.293665,2.054716,-1.853462,0,0.14789,0.05579,-0.03071,0,23.804,9.661,-5.647,0,1.48,0.22,-0.17,0,12.673,,0,10.398,0.025,0
898,EPIC 211611158,130.259659,14.69032,52.714072,0.003819,-0.003558,0,2457159.158,0.0025,-0.002363,0,89.003,0.79,-0.782,0,47.691023,32.657639,-17.28017,0,0.02803,0.00436,-0.00432,0,2.796,0.455,-0.442,0,0.91,0.04,-0.03,0,12.414,,0,10.68,0.019,0
900,EPIC 211645912,124.997086,15.177895,10.673,,,0,2457140.54,,,0,,,,,,,,,0.01656,,,0,,,,,,,,,12.475,,0,11.096,0.02,0
902,EPIC 211682423,132.092697,15.678911,6.96350934,,,0,2457148.728,,,0,,,,,,,,,,,,,,,,,,,,,12.617,,0,11.331,0.02,0
904,EPIC 211685045,123.359619,15.713759,0.769057,0.00052,-0.00052,0,2457201.384,0.00189,-0.00186,0,82.9,5,-8.8,0,3.3,0.4,-0.7,0,0.035,0.003,-0.002,0,2.06,0.52,-0.52,0,0.54,0.13,-0.13,0,14.984,,0,11.969,0.021,0
905,EPIC 211694226,132.589783,15.838075,1.91828,0.00019,-0.00017,0,2457175.946,0.002,-0.002,0,86.2,,,0,10.53,,,0,0.021,0.002,-0.002,0,1,0.14,-0.11,0,,,,,14.434,,0,11.058,0.024,0
910,EPIC 211719484,123.481888,16.178066,0.36091387,,,0,2457142.518,,,0,,,,,,,,,,,,,,,,,,,,,12.56,,0,11.222,0.02,0
911,EPIC 211731298,129.041199,16.343693,1.99067602,,,0,2457143.329,,,0,,,,,,,,,,,,,,,,,,,,,13.038,,0,11.228,0.018,0
912,EPIC 211733267,130.009415,16.372406,8.658,,,0,2457144.931,,,0,,,,,,,,,0.07521,,,0,,,,,,,,,12.15,,0,10.287,0.017,0
913,EPIC 211733267,130.009415,16.372406,8.658168,0.00003,-0.00003,0,2457144.932,0.000145,-0.000145,0,87.361,0.374,-0.394,0,22.993247,1.448595,-1.021623,0,0.1921,0.11431,-0.05882,0,17.16,10.245,-5.288,0,0.82,0.04,-0.03,0,12.15,,0,10.287,0.017,0
914,EPIC 211733267,130.009415,16.372406,8.65871336,,,0,2457144.93,,,0,,,,,,,,,,,,,,,,,,,,,12.15,,0,10.287,0.017,0
919,EPIC 211743874,129.389694,16.522102,12.282343,0.001656,-0.001841,0,2457148.209,0.005108,-0.004894,0,88.507,1.065,-2.178,0,19.144527,2.733563,-6.331516,0,0.01642,0.00126,-0.00098,0,2.526,0.381,-0.379,0,1.41,0.18,-0.19,0,12.486,,0,11.281,0.02,0
920,EPIC 211743874,129.389694,16.522102,12.281,,,0,2457148.217,,,0,,,,,,,,,0.01525,,,0,,,,,,,,,12.486,,0,11.281,0.02,0
921,EPIC 211754962,124.029472,16.677162,3.41052823,,,0,2457145.27,,,0,,,,,,,,,,,,,,,,,,,,,13.938,,0,11.01,0.018,0
922,EPIC 211762841,128.926498,16.789286,1.56493,0.00009,-0.00009,0,2457176.261,0.001,-0.001,0,83.53,,,0,7.92,,,0,0.032,0.005,-0.004,0,2.22,0.38,-0.3,0,,,,,14.802,,0,11.83,0.018,0
923,EPIC 211763214,133.838074,16.79418,21.191788,0.003275,-0.002983,0,2457146.593,0.005564,-0.006693,0,89.03,0.707,-1.487,0,29.584661,5.012551,-10.320662,0,0.01544,0.00162,-0.00108,0,1.317,0.156,-0.103,0,0.78,0.04,-0.03,0,12.529,,0,10.796,0.019,0
924,EPIC 211763214,133.838074,16.79418,21.199,,,0,2457146.569,,,0,,,,,,,,,0.01351,,,0,,,,,,,,,12.529,,0,10.796,0.019,0
925,EPIC 211770696,127.761185,16.900568,16.27284,0.002365,-0.002441,0,2457145.969,0.005055,-0.004831,0,88.138,1.307,-2.291,0,14.774552,1.821199,-4.077317,0,0.01816,0.00156,-0.00087,0,2.109,0.307,-0.247,0,1.06,0.12,-0.11,0,12.253,,0,10.804,0.018,0
926,EPIC 211770696,127.761185,16.900568,16.271,,,0,2457145.973,,,0,,,,,,,,,0.01767,,,0,,,,,,,,,12.253,,0,10.804,0.018,0
931,EPIC 211770867,123.022652,16.903006,27.693,,,0,2457147.872,,,0,,,,,,,,,0.13572,,,0,,,,,,,,,12.179,,0,10.881,0.018,0
932,EPIC 211779390,124.361084,17.024357,3.85,,,0,2457141.528,,,0,,,,,,,,,0.0168,,,0,,,,,,,,,13.053,,0,10.613,0.017,0
933,EPIC 211783206,130.145813,17.077936,7.134,,,0,2457146.467,,,0,,,,,,,,,0.02121,,,0,,,,,,,,,14.15,,0,11.961,0.023,0
934,EPIC 211784767,126.013809,17.099014,3.57804902,,,0,2457143.79,,,0,,,,,,,,,,,,,,,,,,,,,11.85,,0,10.56,0.019,0
937,EPIC 211796070,128.311066,17.261562,1.89016107,,,0,2457142.619,,,0,,,,,,,,,,,,,,,,,,,,,13.941,,0,11.466,0.023,0
938,EPIC 211797637,130.731262,17.282843,1.64117466,,,0,2457143.064,,,0,,,,,,,,,,,,,,,,,,,,,13.713,,0,11.261,0.02,0
939,EPIC 211799258,128.246155,17.306547,19.53405,0.00078,-0.00078,0,2457153.146,0.001,-0.001,0,89.28,,,0,80.1,,,0,0.274,0.166,-0.03,0,9.82,6.29,-2.13,0,,,,,15.979,,0,12.185,0.025,0
940,EPIC 211799258,128.246155,17.306547,19.53403,0.000238,-0.000239,0,2457153.146,0.00042,-0.00042,0,,,,,,,,,0.2593,0.0668,-0.0129,0,12.7,6,-5.1,0,0.45,,,0,15.979,,0,12.185,0.025,0
941,EPIC 211800191,132.884781,17.319834,1.106182,0.000011,-0.00001,0,2457142.961,0.000374,-0.000398,0,,,,,,,,,0.1708,0.2411,-0.1125,0,15.6,22.1,-10.3,0,0.84,,,0,12.443,,0,10.995,0.02,0
942,EPIC 211800191,132.884781,17.319834,1.106,,,0,2457140.749,,,0,,,,,,,,,0.03123,,,0,,,,,,,,,12.443,,0,10.995,0.02,0
943,EPIC 211800191,132.884781,17.319834,1.106175,0.000009,-0.000009,0,2457140.749,0.00036,-0.000354,0,67.345,3.108,-3.199,0,2.678202,0.263926,-0.216748,0,0.08935,0.05997,-0.03337,0,8.833,5.995,-3.339,0,0.91,0.09,-0.05,0,12.443,,0,10.995,0.02,0
944,EPIC 211800191,132.884781,17.319834,1.10605213,,,0,2457142.967,,,0,,,,,,,,,,,,,,,,,,,,,12.443,,0,10.995,0.02,0
945,EPIC 211804579,129.06778,17.38166,1.523,,,0,2457141.205,,,0,,,,,,,,,0.0246,,,0,,,,,,,,,11.222,,0,9.861,0.017,0
947,EPIC 211804579,129.06778,17.38166,1.52317871,,,0,2457142.727,,,0,,,,,,,,,,,,,,,,,,,,,11.222,,0,9.861,0.017,0
948,EPIC 211808055,129.034454,17.430082,3.383,,,0,2457142.603,,,0,,,,,,,,,0.04051,,,0,,,,,,,,,13.741,,0,12.141,0.021,0
949,EPIC 211808055,129.034454,17.430082,3.38199819,,,0,2457142.613,,,0,,,,,,,,,,,,,,,,,,,,,13.741,,0,12.141,0.021,0
950,EPIC 211814733,132.667404,17.524891,14.71,,,0,2457145.892,,,0,,,,,,,,,0.06644,,,0,,,,,,,,,11.971,,0,10.138,0.017,0
954,EPIC 211817229,126.972969,17.560143,2.17693,0.00005,-0.00006,0,2457175.525,0.001,-0.001,0,85.59,,,0,16.29,,,0,0.307,0.458,-0.232,0,7.92,11.91,-6.13,0,,,,,15.682,,0,11.699,0.02,0
964,EPIC 211825866,124.332764,17.683943,0.95017067,,,0,2457142.616,,,0,,,,,,,,,,,,,,,,,,,,,13.782,,0,11.953,0.023,0
965,EPIC 211826814,127.651276,17.697128,1.53453,0.00014,-0.00012,0,2457176.198,0.002,-0.002,0,86.05,,,0,12.69,,,0,0.036,0.222,-0.011,0,1.02,6.35,-0.36,0,,,,,14.39,,0,11.445,0.02,0
967,EPIC 211834065,132.548019,17.799326,10.545,,,0,2457142.426,,,0,,,,,,,,,0.01197,,,0,,,,,,,,,11.634,,0,10.4,0.017,0
968,EPIC 211886472,137.132538,18.528543,19.64,,,0,2457152.378,,,0,,,,,,,,,0.07417,,,0,,,,,,,,,11.126,,0,9.975,0.023,0
969,EPIC 211886472,137.132538,18.528543,19.63366256,,,0,2457152.388,,,0,,,,,,,,,,,,,,,,,,,,,11.126,,0,9.975,0.023,0
970,EPIC 211886472,137.132538,18.528543,19.640123,0.000091,-0.000083,0,2457152.38,0.000155,-0.000169,0,88.33,0.206,-0.208,0,36.402203,2.078694,-1.821921,0,0.18035,0.07948,-0.05235,0,34.306,16.373,-11.304,0,1.74,0.32,-0.27,0,11.126,,0,9.975,0.023,0
971,EPIC 211897691,130.08255,18.692919,5.75,,,0,2457142.497,,,0,,,,,,,,,0.03075,,,0,,,,,,,,,14.313,,0,12.173,0.023,0
972,EPIC 211897691,130.08255,18.692919,5.749481,0.00024,-0.00024,0,2457142.495,0.001717,-0.001717,0,86.89,0.04,-0.04,0,,,,,0.0351,0.0013,-0.0013,0,,,,,0.77,,,0,14.313,,0,12.173,0.023,0
973,EPIC 211901114,130.398727,18.743057,1.648932,0.000071,-0.000069,0,2457140.833,0.00191,-0.002,0,83.5,0.7,-0.7,0,9.8,0.4,-0.4,0,0.1912,0.1053,-0.0948,0,9.6,5.3,-4.8,0,0.46,0.02,-0.02,0,16.024,,0,12.318,0.022,0
974,EPIC 211901114,130.398727,18.743057,1.6488,,,0,2457139.182,,,0,,,,,,,,,,,,,,,,,,,,,16.024,,0,12.318,0.022,0
975,EPIC 211906259,131.31102,18.819359,2.52,,,0,2457140.559,,,0,,,,,,,,,0.01024,,,0,,,,,,,,,12.676,,0,11.261,0.023,0
990,EPIC 211923431,127.937355,19.07464,29.729,,,0,2457143.824,,,0,,,,,,,,,0.02588,,,0,,,,,,,,,14.101,,0,12.435,0.023,0
