loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
1697,6148,1.03,,1.36743,214.58,0.877,2.0698,1.1694,4.087,9.646,5.45,286.689452,39.211929
1698,5731,1.1,,1.17762,186.88,0.8139,1.9208,1.0852,4.355,10.278,5.807,284.472168,39.911824
1699,5413,0.742,,0.42644,655,0.4898,1.1559,0.653,0.748,1.765,0.997,293.160171,48.881191
1700,4890,0.726,0.26915,0.26915,330,0.3891,0.9183,0.5188,1.179,2.783,1.572,292.658441,38.345413
1701,6282,1.107,,1.7218,1476,0.9841,2.3226,1.3122,0.667,1.574,0.889,294.710165,39.825104
1702,4997,0.763,,0.32748,434,0.4292,1.0129,0.5723,0.989,2.334,1.319,285.999891,40.919329
1703,5781,1.05,,1.11093,800,0.7905,1.8656,1.054,0.988,2.332,1.318,298.395274,47.815006
1704,5679,1.035,,1.00523,743,0.752,1.7746,1.0026,1.012,2.388,1.349,284.521193,41.629604
1705,5642,0.839,,0.64351,1026,0.6016,1.4199,0.8022,0.586,1.384,0.782,296.771914,41.755537
1706,5526,1.085,,0.99038,796,0.7464,1.7615,0.9952,0.938,2.213,1.25,283.368413,41.821857
1707,6031,0.949,,1.07495,810,0.7776,1.8351,1.0368,0.96,2.266,1.28,294.646695,41.884106
1708,4880,0.622,,0.19795,371,0.3337,0.7875,0.4449,0.899,2.123,1.199,287.439194,43.832092
1709,6064,1.01,,1.24445,1279,0.8367,1.9745,1.1155,0.654,1.544,0.872,289.553283,43.876183
1710,5232,0.891,,0.53669,564,0.5494,1.2967,0.7326,0.974,2.299,1.299,294.667956,43.853259
1711,5942,1.05,,1.23996,1068,0.8351,1.971,1.1135,0.782,1.845,1.043,286.047132,45.053207
1712,5676,1.066,,1.0641,741,0.7737,1.8258,1.0316,1.044,2.464,1.392,287.101089,46.896477
1713,5302,0.759,,0.41071,660,0.4807,1.1343,0.6409,0.728,1.719,0.971,298.663735,47.762043
1714,5345,1.108,0.93111,0.93111,507,0.7237,1.7079,0.9649,1.427,3.369,1.903,298.079439,44.746321
1715,5731,1.063,,1.09973,675,0.7865,1.8562,1.0487,1.165,2.75,1.554,295.571343,49.774586
1716,5333,0.749,,0.4094,667,0.4799,1.1325,0.6398,0.719,1.698,0.959,296.151402,50.095806
1717,6250,1.146,,1.80795,1409,1.0084,2.3799,1.3446,0.716,1.689,0.954,289.830114,50.586246
1718,5888,0.958,,0.99517,1015,0.7482,1.7657,0.9976,0.737,1.74,0.983,293.530848,39.315898
1719,5788,0.873,,0.77168,716,0.6588,1.5549,0.8785,0.92,2.172,1.227,291.951908,43.074715
1720,5208,0.806,,0.43117,511,0.4925,1.1622,0.6566,0.964,2.274,1.285,282.468103,43.889915
1721,3755,0.523,0.05495,0.05495,172,0.1758,0.4149,0.2344,1.022,2.412,1.363,298.652714,43.955017
1722,6105,1.287,,2.07585,867,1.0806,2.5502,1.4408,1.246,2.941,1.662,299.796456,44.089306
1723,6021,1.141,,1.54363,896,0.9318,2.1991,1.2424,1.04,2.454,1.387,281.27971,44.315533
1724,5235,0.75,,0.38114,618,0.463,1.0927,0.6174,0.749,1.768,0.999,287.564731,44.305004
1725,5544,0.859,,0.62889,2119,0.5948,1.4037,0.793,0.281,0.662,0.374,290.420839,37.851786
1726,5106,0.795,,0.38757,455,0.4669,1.1019,0.6226,1.026,2.422,1.368,288.584039,44.733799
1727,5282,0.789,,0.43716,626,0.4959,1.1703,0.6612,0.792,1.869,1.056,291.183386,45.323177
1728,5479,1.007,,0.82444,616,0.681,1.6071,0.908,1.106,2.609,1.474,287.917924,45.592876
1729,6335,1.147,,1.91166,1196,1.037,2.4472,1.3826,0.867,2.046,1.156,296.498596,46.577244
1730,6089,1.025,,1.30295,1218,0.8561,2.0204,1.1415,0.703,1.659,0.937,291.971445,47.864174
1731,5329,0.775,,0.437,649,0.4958,1.1701,0.6611,0.764,1.803,1.019,288.120962,47.966667
1732,5128,0.782,,0.38151,452,0.4632,1.0933,0.6177,1.025,2.419,1.367,284.968519,42.079205
1733,6004,1.12,,1.4706,341,0.9095,2.1465,1.2127,2.667,6.295,3.556,295.226435,50.559006
1734,5574,0.94,,0.76952,512,0.6579,1.5527,0.8772,1.285,3.033,1.713,290.67313,38.691011
1735,5644,0.967,,0.85605,493,0.6939,1.6377,0.9252,1.408,3.322,1.877,295.559419,40.236271
1736,5495,0.964,,0.76424,290,0.6557,1.5474,0.8742,2.261,5.336,3.015,287.698004,42.338726
1737,5678,0.944,,0.83565,658,0.6856,1.618,0.9141,1.042,2.459,1.389,284.40992,41.237465
1738,6065,1.229,,1.84384,613,1.0184,2.4035,1.3579,1.661,3.921,2.215,293.62604,41.272827
1739,4668,0.667,,0.19058,302,0.3274,0.7727,0.4366,1.084,2.559,1.446,282.973419,41.322006
1740,5821,1.114,,1.28546,697,0.8503,2.0068,1.1338,1.22,2.879,1.627,297.089977,41.388039
1741,5812,1.238,,1.57776,769,0.9421,2.2233,1.2561,1.225,2.891,1.633,285.347187,41.761925
1742,4321,0.546,,0.09376,150,0.2297,0.542,0.3062,1.531,3.613,2.041,285.287111,41.861172
1743,5764,1.185,,1.39839,617,0.8869,2.0931,1.1825,1.437,3.392,1.917,291.634678,41.833866
1744,5920,1.588,,2.79437,760,1.2537,2.9588,1.6716,1.65,3.893,2.2,290.030517,42.16605
1745,6092,1.314,,2.14549,856,1.0986,2.5926,1.4648,1.283,3.029,1.711,293.890206,42.528008
1746,5513,0.935,,0.72857,584,0.6402,1.5108,0.8536,1.096,2.587,1.462,291.169537,42.640812
1747,6305,1.902,5.188,5.188,113,1.7083,4.0316,2.2777,15.118,35.678,20.157,287.361816,38.714016
1748,4559,0.65,,0.16467,242,0.3043,0.7182,0.4058,1.258,2.968,1.677,292.503389,43.083149
1749,5123,0.816,,0.41378,322,0.4824,1.1386,0.6433,1.498,3.536,1.998,285.439151,43.168484
1750,5852,1.455,,2.23996,597,1.1225,2.6491,1.4966,1.88,4.437,2.507,287.620834,43.141678
1751,5696,1.195,,1.35616,578,0.8734,2.0612,1.1645,1.511,3.566,2.015,290.824182,44.647186
1752,6169,1.352,,2.38841,804,1.1591,2.7354,1.5454,1.442,3.402,1.922,284.754851,44.956032
1753,5739,1.027,,1.03224,467,0.762,1.7983,1.016,1.632,3.851,2.176,294.973509,45.213688
1754,6091,1.26,,1.97148,913,1.0531,2.4852,1.4041,1.153,2.722,1.538,293.728072,46.129154
1755,6171,1.799,,4.2343,1066,1.5433,3.6422,2.0577,1.448,3.417,1.93,293.037744,46.277508
1756,5502,1.063,,0.93421,636,0.7249,1.7108,0.9665,1.14,2.69,1.52,295.412811,46.266472
1757,5786,1.491,,2.24784,946,1.1245,2.6537,1.4993,1.189,2.805,1.585,288.73898,46.762558
1758,5518,0.979,0.79068,0.79068,190,0.6669,1.5739,0.8892,3.51,8.284,4.68,289.217484,47.884464
1759,4632,0.666,,0.18421,154,0.3219,0.7597,0.4292,2.09,4.933,2.787,291.506237,46.895779
1760,5243,0.821,,0.45952,414,0.5084,1.1998,0.6779,1.228,2.898,1.637,296.654765,46.83527
1761,5433,0.869,,0.5936,781,0.5778,1.3637,0.7705,0.74,1.746,0.986,287.9061,46.937767
1762,,1.72,,,1135,,,,,,,298.318356,47.279495
1763,5018,0.676,,0.2614,783,0.3835,0.905,0.5113,0.49,1.156,0.653,290.934287,47.357601
1764,3682,0.48,,0.0382,498,0.1466,0.346,0.1955,0.294,0.695,0.392,292.193984,47.457096
1765,5571,0.802,,0.55896,966,0.5607,1.3233,0.7476,0.58,1.37,0.774,292.376129,47.880989
1766,5854,1.091,,1.26112,1095,0.8422,1.9877,1.123,0.769,1.815,1.026,291.934236,48.141651
1767,6043,1.014,,1.23704,1307,0.8342,1.9686,1.1122,0.638,1.506,0.851,296.286142,48.224667
1768,5120,0.728,,0.32858,877,0.4299,1.0146,0.5732,0.49,1.157,0.654,286.999471,48.375797
1769,5828,1.548,,2.49412,800,1.1845,2.7953,1.5793,1.481,3.494,1.974,294.218924,49.479225
1770,5588,0.817,,0.58717,775,0.5747,1.3563,0.7663,0.742,1.75,0.989,285.718538,48.505859
1771,3767,0.49,,0.04362,325,0.1566,0.3697,0.2089,0.482,1.137,0.643,293.973353,50.531914
1772,5847,0.968,,0.98805,1155,0.7455,1.7594,0.994,0.645,1.523,0.861,295.816158,51.121742
1773,5360,0.758,,0.42785,825,0.4906,1.1578,0.6541,0.595,1.403,0.793,296.366522,51.319523
1774,6224,1.113,,1.67712,1651,0.9713,2.2922,1.295,0.588,1.388,0.784,291.653519,38.494659
1775,4255,0.554,,0.09076,369,0.226,0.5332,0.3013,0.612,1.445,0.816,286.079103,39.278313
1776,3750,0.51,,0.0464,265,0.1616,0.3813,0.2154,0.61,1.439,0.813,283.866378,39.898092
1777,4861,0.725,,0.26477,647,0.3859,0.9108,0.5146,0.596,1.408,0.795,283.221387,40.421834
1778,5751,1.43,,2.0181,1369,1.0654,2.5145,1.4206,0.778,1.837,1.038,287.897113,40.637815
1779,4914,0.763,,0.30626,658,0.4151,0.9795,0.5534,0.631,1.489,0.841,294.202137,40.663406
1780,5897,1.289,,1.8127,1200,1.0098,2.3831,1.3464,0.841,1.986,1.122,290.413267,38.343754
1781,4985,0.739,,0.30426,738,0.4137,0.9763,0.5516,0.561,1.323,0.747,291.158774,40.750263
1782,4699,0.668,,0.19628,512,0.3323,0.7842,0.443,0.649,1.532,0.865,292.913118,41.060921
1783,5020,0.85,,0.41395,670,0.4825,1.1388,0.6434,0.72,1.7,0.96,286.565695,41.808403
1784,5228,0.842,,0.47782,669,0.5184,1.2235,0.6912,0.775,1.829,1.033,285.11047,42.033958
1785,5554,0.803,,0.55354,928,0.558,1.3169,0.744,0.601,1.419,0.802,287.24268,42.301369
1786,5100,0.795,,0.38576,866,0.4658,1.0993,0.6211,0.538,1.269,0.717,291.638965,42.436317
1787,5206,0.831,,0.45763,736,0.5074,1.1974,0.6765,0.689,1.627,0.919,296.483427,42.663429
1788,5100,0.768,,0.36,667,0.45,1.062,0.6,0.675,1.592,0.9,288.642531,43.039291
1789,5190,0.831,,0.45203,800,0.5042,1.19,0.6723,0.63,1.488,0.84,293.061384,43.581356
1790,3568,0.482,,0.03397,133,0.1382,0.3262,0.1843,1.039,2.453,1.386,296.985068,43.658524
1791,6270,1.31,,2.39282,244.96,1.1602,2.738,1.5469,4.736,11.177,6.315,286.638393,39.487894
1792,5160,0.805,,0.41446,788,0.4828,1.1395,0.6438,0.613,1.446,0.817,289.594765,44.141953
1793,5526,0.89,,0.66638,1014,0.6122,1.4449,0.8163,0.604,1.425,0.805,296.566237,44.105865
1794,4208,0.549,,0.08526,391,0.219,0.5168,0.292,0.56,1.322,0.747,295.579345,44.545963
1795,5208,0.786,,0.41004,849,0.4803,1.1334,0.6403,0.566,1.335,0.754,291.841992,44.858089
1796,5957,0.91,,0.94078,1366,0.7275,1.7168,0.9699,0.533,1.257,0.71,288.164701,45.816504
1797,5573,0.933,,0.75756,1011,0.6528,1.5406,0.8704,0.646,1.524,0.861,296.064233,45.976841
1798,5551,1.301,,1.44989,1181,0.9031,2.1313,1.2041,0.765,1.805,1.02,292.580445,46.097389
1799,5180,1.037,,0.69851,775,0.6268,1.4793,0.8358,0.809,1.909,1.078,297.315994,46.023269
1800,4942,0.915,,0.45056,592,0.5034,1.1881,0.6712,0.85,2.007,1.134,294.06849,46.57933
1801,5938,0.898,,0.9045,1014,0.7133,1.6834,0.9511,0.703,1.66,0.938,288.211929,46.615005
1802,3914,0.512,,0.0555,339,0.1767,0.417,0.2356,0.521,1.23,0.695,284.940997,46.56654
1803,5250,0.862,,0.50927,589,0.5352,1.2631,0.7136,0.909,2.145,1.212,291.925972,38.014122
1804,5098,0.794,,0.38418,338,0.4649,1.0971,0.6198,1.375,3.246,1.834,291.364773,37.609184
1805,5841,0.881,,0.81507,810,0.6771,1.598,0.9028,0.836,1.973,1.115,290.728675,37.252649
1806,5265,0.785,,0.4272,891,0.4902,1.1569,0.6536,0.55,1.298,0.734,292.469762,37.567794
1807,6158,1.55,,3.11687,955,1.3241,3.1249,1.7655,1.386,3.272,1.849,292.044615,37.376246
1808,5835,1.103,,1.27236,1360,0.846,1.9965,1.128,0.622,1.468,0.829,290.510478,41.24482
1809,5885,1.028,,1.14359,1090,0.802,1.8928,1.0694,0.736,1.737,0.981,294.484378,44.166916
1810,4258,0.555,,0.09135,281,0.2267,0.535,0.3022,0.807,1.904,1.076,299.830387,47.157461
1811,6081,1.274,,2.00233,818,1.0613,2.5046,1.415,1.297,3.062,1.73,291.976175,38.055075
1812,5847,0.959,,0.96976,1193,0.7386,1.743,0.9848,0.619,1.461,0.825,290.215171,41.775967
1813,5400,0.59,,0.26704,1140,0.3876,0.9147,0.5168,0.34,0.802,0.453,292.236769,41.085876
1814,6067,1.461,,2.60911,1019,1.2115,2.859,1.6153,1.189,2.806,1.585,282.2001,44.422302
1815,5555,0.87,,0.65024,418,0.6048,1.4273,0.8064,1.447,3.415,1.929,283.00298,44.284233
1816,5297,0.929,,0.61298,699,0.5872,1.3858,0.7829,0.84,1.983,1.12,299.127524,47.59383
1817,5626,0.815,,0.60036,874,0.5811,1.3714,0.7748,0.665,1.569,0.887,291.302209,47.697758
1818,6023,1.007,,1.20395,1172,0.8229,1.9421,1.0972,0.702,1.657,0.936,292.922774,38.477274
1819,6165,1.383,,2.49272,1818,1.1841,2.7945,1.5788,0.651,1.537,0.868,292.479713,38.514927
1820,6105,1.046,,1.37121,1326,0.8782,2.0726,1.171,0.662,1.563,0.883,293.56815,39.036326
1821,5946,1.65,,3.07018,859,1.3141,3.1014,1.7522,1.53,3.61,2.04,286.583175,39.077209
1822,4991,2.935,,4.8224,431,1.647,3.8869,2.196,3.821,9.018,5.095,290.107193,38.702235
1823,6363,1.746,,4.50851,1223,1.5925,3.7583,2.1233,1.302,3.073,1.736,287.391224,42.194836
1824,4590,0.7,,0.19622,472,0.3322,0.7841,0.443,0.704,1.661,0.938,292.137029,42.42942
1825,5744,0.886,,0.77094,751,0.6585,1.5541,0.878,0.877,2.069,1.169,291.39051,42.180588
1826,5723,0.899,,0.78219,1276,0.6633,1.5654,0.8844,0.52,1.227,0.693,294.108191,44.770699
1827,5602,0.904,,0.72612,1048,0.6391,1.5083,0.8521,0.61,1.439,0.813,284.677277,44.797684
1828,4351,0.566,,0.10358,453,0.2414,0.5697,0.3218,0.533,1.258,0.71,293.613726,47.838998
1829,5615,0.814,,0.59422,1219,0.5781,1.3644,0.7709,0.474,1.119,0.632,293.146491,47.729649
1830,5411,0.808,,0.50493,789,0.5329,1.2577,0.7106,0.675,1.594,0.901,291.390905,48.065609
1831,5580,0.863,,0.65141,1281,0.6053,1.4286,0.8071,0.473,1.115,0.63,290.676145,48.294289
1832,5806,1.032,,1.09185,866,0.7837,1.8495,1.0449,0.905,2.136,1.207,290.927458,48.44355
1833,5918,1.091,,1.31718,1176,0.8608,2.0314,1.1477,0.732,1.727,0.976,288.916426,39.594717
1834,5990,1,1.1508,1.1508,700,0.8046,1.8988,1.0728,1.149,2.713,1.533,297.465344,42.88285
1835,5701,0.932,,0.82781,1400,0.6824,1.6104,0.9098,0.487,1.15,0.65,298.348324,47.491226
1836,5147,0.743,,0.34954,741,0.4434,1.0465,0.5912,0.598,1.412,0.798,286.409984,42.681553
1837,6002,1.016,,1.20856,1296,0.8245,1.9458,1.0993,0.636,1.501,0.848,287.916357,42.437302
1838,5299,0.826,,0.48532,1051,0.5225,1.2331,0.6967,0.497,1.173,0.663,295.766145,42.424288
1839,5804,0.957,,0.93763,1068,0.7262,1.7139,0.9683,0.68,1.605,0.907,286.358057,42.406509
1840,5913,0.976,,1.05058,1364,0.7687,1.8142,1.025,0.564,1.33,0.751,287.392009,46.059312
1841,5603,0.898,,0.71702,630,0.6351,1.4988,0.8468,1.008,2.379,1.344,285.345843,45.367786
1842,3740,0.48,,0.04067,226,0.1512,0.3569,0.2017,0.669,1.579,0.892,286.540008,49.437326
1843,5619,0.915,,0.75297,745,0.6508,1.5359,0.8677,0.874,2.062,1.165,283.209159,48.777645
1844,4465,0.582,,0.12146,504,0.2614,0.6169,0.3485,0.519,1.224,0.691,283.039792,48.825359
1845,5617,1.032,,0.95648,1024,0.7335,1.7311,0.978,0.716,1.69,0.955,283.206964,48.580502
1846,5498,0.95,,0.74398,1400,0.6469,1.5267,0.8625,0.462,1.091,0.616,285.283636,38.947281
1847,5986,0.9,,0.93827,872,0.7265,1.7145,0.9686,0.833,1.966,1.111,295.288694,48.59972
1848,5815,0.9,,0.83557,742,0.6856,1.6179,0.9141,0.924,2.181,1.232,283.982968,49.23299
1849,5740,1.22,,1.45769,1433,0.9055,2.137,1.2073,0.632,1.491,0.843,294.316985,43.629345
1850,3944,0.485,,0.05135,175,0.17,0.4011,0.2266,0.971,2.292,1.295,283.135465,43.657055
1851,4731,0.687,,0.21332,483,0.3464,0.8175,0.4619,0.717,1.693,0.956,294.441763,40.557587
1852,5100,0.794,,0.38479,864,0.4652,1.0979,0.6203,0.538,1.271,0.718,299.224311,40.343182
1853,4954,0.719,,0.28092,753,0.3975,0.9381,0.53,0.528,1.246,0.704,288.538671,40.61614
1854,5367,0.814,,0.49599,600,0.5282,1.2465,0.7043,0.88,2.078,1.174,297.795132,40.417703
1855,5895,0.941,,0.96474,1284,0.7367,1.7385,0.9822,0.574,1.354,0.765,295.785154,40.43955
1856,4713,0.721,,0.2314,524,0.3608,0.8514,0.481,0.689,1.625,0.918,297.509851,46.961282
1857,6340,1.22,,2.16957,2100,1.1047,2.6071,1.4729,0.526,1.241,0.701,294.023014,45.853081
1858,5797,0.876,,0.78184,634,0.6632,1.5651,0.8842,1.046,2.469,1.395,288.839363,46.986744
1859,5905,1.188,,1.54814,774,0.9332,2.2023,1.2442,1.206,2.845,1.608,282.06129,47.085491
1860,6115,1.467,,2.71483,569,1.2358,2.9164,1.6477,2.172,5.125,2.896,298.395772,42.459756
1861,5727,1.536,,2.28975,954,1.1349,2.6783,1.5132,1.19,2.807,1.586,298.294935,48.775459
1862,5378,0.95,,0.68113,263,0.619,1.4608,0.8253,2.354,5.554,3.138,294.674114,42.075588
1863,5796,1.037,,1.09488,1112,0.7848,1.8521,1.0464,0.706,1.666,0.941,298.023104,43.363522
1864,4204,0.52,,0.0762,342,0.207,0.4886,0.276,0.605,1.429,0.807,290.826023,44.184109
1865,5497,0.941,,0.72942,1220,0.6405,1.5117,0.8541,0.525,1.239,0.7,294.943885,39.032062
1866,5746,1.189,,1.39035,463,0.8843,2.0871,1.1791,1.91,4.508,2.547,298.482828,46.793617
1867,5526,0.903,,0.68599,549,0.6212,1.466,0.8282,1.131,2.67,1.509,288.811943,39.770658
1868,3900,0.53,,0.05863,303,0.1816,0.4286,0.2421,0.599,1.414,0.799,297.842398,46.574281
1869,6435,1.108,,1.8992,1022,1.0336,2.4393,1.3781,1.011,2.387,1.348,293.213548,46.175125
1870,5740,1.194,,1.39622,377,0.8862,2.0915,1.1816,2.351,5.548,3.134,294.453674,44.145756
1871,5388,0.89,,0.60226,428,0.582,1.3736,0.7761,1.36,3.209,1.813,281.348824,44.295242
1872,5987,1.178,,1.60851,473,0.9512,2.2448,1.2683,2.011,4.746,2.681,291.38224,38.127473
1873,5194,0.84,,0.4633,492,0.5105,1.2048,0.6807,1.038,2.449,1.383,286.471473,49.649021
1874,5752,1.003,,0.99351,883,0.7476,1.7643,0.9968,0.847,1.998,1.129,289.835434,49.825626
1875,5105,0.801,,0.39314,355,0.4703,1.1098,0.627,1.325,3.126,1.766,294.325546,46.002254
1876,3799,0.492,,0.04549,217,0.16,0.3775,0.2133,0.737,1.74,0.983,292.642372,44.087673
1877,5914,1,,1.10363,2078,0.7879,1.8594,1.0505,0.379,0.895,0.506,295.809289,40.008503
1878,4257,0.523,,0.08104,338,0.2135,0.5039,0.2847,0.632,1.491,0.842,299.268042,45.227428
1879,5904,1.82,3.59749,3.59749,1113,1.4225,3.3572,1.8967,1.278,3.016,1.704,289.077548,46.005222
1880,5117,0.722,,0.32243,686,0.4259,1.0051,0.5678,0.621,1.465,0.828,288.447375,44.801685
1881,4347,0.492,,0.07798,626,0.2094,0.4943,0.2792,0.335,0.79,0.446,291.834328,39.307358
1882,4955,0.72,,0.28193,372,0.3982,0.9398,0.531,1.07,2.526,1.427,286.662964,47.4137
1883,4259,0.534,,0.08465,300,0.2182,0.515,0.2909,0.727,1.717,0.97,292.286069,40.913584
1884,5828,1.068,,1.18718,473,0.8172,1.9286,1.0896,1.728,4.077,2.304,287.140668,47.115196
1885,5877,1.854,,3.69947,1174,1.4425,3.4044,1.9234,1.229,2.9,1.638,296.064311,45.428623
1886,5867,1.304,,1.81768,721,1.0112,2.3863,1.3482,1.402,3.31,1.87,290.237643,41.33137
1887,5684,1.761,,2.92033,518,1.2817,3.0247,1.7089,2.474,5.839,3.299,290.06049,47.163956
1888,5923,1.735,,3.34243,568,1.3712,3.236,1.8282,2.414,5.697,3.219,282.978956,40.784347
1889,5631,0.802,,0.58343,722,0.5729,1.352,0.7638,0.793,1.873,1.058,293.351712,48.444641
1890,5913,1.162,1.48936,1.48936,1499,0.9153,2.1601,1.2204,0.611,1.441,0.814,296.435821,44.64156
1891,6620,1.85,,5.93024,1060,1.8264,4.3103,2.4352,1.723,4.066,2.297,295.933477,40.30057
1892,6012,1.024,,1.23587,873,0.8338,1.9677,1.1117,0.955,2.254,1.273,289.861576,43.472775
1893,6175,1.472,,2.84224,772,1.2644,2.984,1.6859,1.638,3.865,2.184,292.678083,46.726715
1894,5807,1.433,,2.10667,987,1.0886,2.569,1.4514,1.103,2.603,1.471,291.960684,42.433006
1895,5774,0.976,,0.95522,1027,0.733,1.7299,0.9774,0.714,1.684,0.952,292.499645,46.324406
1896,4504,0.623,,0.1441,260,0.2847,0.6719,0.3796,1.095,2.584,1.46,295.228802,45.97102
1897,6033,1.021,,1.2459,1032,0.8371,1.9757,1.1162,0.811,1.914,1.082,288.011911,46.117607
1898,6088,1.005,,1.25178,950,0.8391,1.9803,1.1188,0.883,2.085,1.178,289.199596,49.305717
1899,6177,1.359,,2.42575,623,1.1681,2.7567,1.5575,1.875,4.425,2.5,297.25505,40.548373
1900,5956,0.927,,0.97561,1172,0.7408,1.7483,0.9877,0.632,1.492,0.843,293.67648,44.615578
1901,5606,1.028,0.93972,0.93972,1645,0.727,1.7158,0.9694,0.442,1.043,0.589,294.496978,46.689762
1902,6186,1.534,,3.10876,931,1.3224,3.1208,1.7632,1.42,3.352,1.894,285.419606,39.706107
1903,5643,0.854,,0.66719,1078,0.6126,1.4458,0.8168,0.568,1.341,0.758,286.452706,42.657879
1904,5212,0.781,,0.40608,279,0.4779,1.1279,0.6372,1.713,4.043,2.284,299.896521,46.051975
1905,3903,0.504,,0.05318,333,0.173,0.4082,0.2306,0.519,1.226,0.693,296.856633,41.75818
1906,4648,0.674,,0.19129,574,0.328,0.7741,0.4374,0.571,1.349,0.762,285.751452,41.33564
1907,6184,1.066,,1.4993,1143,0.9183,2.1673,1.2245,0.803,1.896,1.071,285.799457,42.811783
1908,6133,1.335,,2.27484,639,1.1312,2.6696,1.5083,1.77,4.178,2.36,292.421077,37.682819
1909,5036,0.834,,0.40362,741,0.4765,1.1245,0.6353,0.643,1.518,0.857,291.243104,44.00872
1910,5908,0.954,,1.00036,1067,0.7501,1.7703,1.0002,0.703,1.659,0.937,293.230225,48.281376
1911,6248,1.086,,1.62151,2037,0.955,2.2539,1.2734,0.469,1.106,0.625,293.293635,42.196354
1912,5911,1.626,2.89734,2.89734,470,1.2766,3.0128,1.7022,2.716,6.41,3.622,291.250191,49.231827
1913,6053,1.058,,1.35566,881,0.8732,2.0609,1.1643,0.991,2.339,1.322,286.284731,44.781555
1914,6169,1.343,,2.35672,800,1.1514,2.7172,1.5352,1.439,3.397,1.919,296.803453,46.741154
1915,5788,0.722,,0.52782,658,0.5449,1.2859,0.7265,0.828,1.954,1.104,291.771639,47.529903
1916,5593,1.485,,1.94683,606,1.0465,2.4697,1.3953,1.727,4.075,2.302,283.192081,41.305393
1917,6108,1.284,,2.07025,941,1.0791,2.5467,1.4388,1.147,2.706,1.529,281.569933,47.398697
1918,6012,1.048,,1.29448,950,0.8533,2.0138,1.1378,0.898,2.12,1.198,295.626598,49.130436
1919,6209,1.048,,1.47267,1156,0.9102,2.148,1.2135,0.787,1.858,1.05,296.852042,49.084446
1920,4710,0.695,,0.21446,198,0.3473,0.8197,0.4631,1.754,4.14,2.339,297.292418,49.981632
1921,5502,2.019,,3.37017,488,1.3769,3.2494,1.8358,2.821,6.659,3.762,291.880046,45.387936
1922,3591,0.471,,0.03328,214,0.1368,0.3229,0.1824,0.639,1.509,0.852,293.674235,47.908467
1923,5417,0.79,,0.48483,66,0.5222,1.2324,0.6963,7.912,18.673,10.55,284.05966,44.518131
1924,5852,0.9,,0.85704,1078,0.6943,1.6386,0.9258,0.644,1.52,0.859,292.171121,40.916306
1925,5666,0.992,,0.91501,603,0.7174,1.6931,0.9566,1.19,2.808,1.586,292.326464,38.657588
1926,6509,1.137,,2.09351,1378,1.0852,2.561,1.4469,0.787,1.858,1.05,291.256195,49.258953
1927,5787,0.845,,0.72248,718,0.6375,1.5045,0.85,0.888,2.095,1.184,289.387993,50.59705
1928,5977,0.911,,0.95558,978,0.7332,1.7302,0.9775,0.75,1.769,1,294.13793,42.370502
1929,5826,0.837,,0.72816,1209,0.64,1.5104,0.8533,0.529,1.249,0.706,288.617907,48.098416
1930,5900,1.175,,1.50932,806,0.9214,2.1745,1.2285,1.143,2.698,1.524,291.607165,38.410386
1931,5949,1.224,,1.69292,791,0.9758,2.303,1.3011,1.234,2.911,1.645,295.422002,38.735691
1932,4661,0.671,,0.19172,155,0.3284,0.775,0.4379,2.119,5,2.825,294.948588,46.438641
1933,6054,1.306,,2.06706,719,1.0783,2.5448,1.4377,1.5,3.539,2,295.701103,38.945831
1934,5623,1.752,,2.76845,600,1.2479,2.945,1.6639,2.08,4.908,2.773,286.830353,42.279205
1935,6045,1.224,,1.80487,741,1.0076,2.3779,1.3435,1.36,3.209,1.813,282.394616,48.75914
1936,6152,1.568,,3.17727,368,1.3369,3.155,1.7825,3.633,8.573,4.844,285.182787,43.831089
1937,5600,0.945,,0.79234,684,0.6676,1.5755,0.8901,0.976,2.303,1.301,299.136166,45.869934
1938,4710,0.672,,0.2005,470,0.3358,0.7926,0.4478,0.715,1.686,0.953,291.342584,38.363134
1939,5577,0.882,,0.67895,559,0.618,1.4584,0.824,1.106,2.609,1.474,286.026112,44.782871
1940,6326,1.126,,1.83185,1550,1.0151,2.3956,1.3535,0.655,1.546,0.873,294.338483,50.336544
1941,5178,0.767,,0.38154,847,0.4633,1.0933,0.6177,0.547,1.291,0.729,289.858871,48.693855
1942,5774,1.046,,1.09715,714,0.7856,1.854,1.0475,1.1,2.597,1.467,287.798184,45.656715
1943,4498,0.586,,0.12681,425,0.2671,0.6303,0.3561,0.628,1.483,0.838,284.828038,44.60873
1944,5376,0.792,,0.4727,977,0.5156,1.2169,0.6875,0.528,1.246,0.704,291.960005,44.900024
1945,6350,1.4,,2.87507,1200,1.2717,3.0012,1.6956,1.06,2.501,1.413,296.960265,46.034298
1946,5166,0.776,,0.38693,435,0.4665,1.101,0.622,1.072,2.531,1.43,291.628777,41.208603
1947,4940,3.569,,6.84381,1064,1.9621,4.6304,2.6161,1.844,4.352,2.459,290.621815,51.057304
1948,5938,1.129,,1.4297,673,0.8968,2.1164,1.1957,1.333,3.145,1.777,288.660765,43.368084
1949,6189,1.382,,2.5281,789,1.1925,2.8143,1.59,1.511,3.567,2.015,290.995257,45.192215
