loc_rowid,st_teff,st_rad,st_lum,st_lum_utl,st_dist,hz_inner_au,hz_outer_au,hz_center_au,hz_inner_mas,hz_outer_mas,hz_center_mas,RA,Dec
1445,5793,1.01,,1.03646,1220,0.7636,1.802,1.0181,0.626,1.477,0.834,295.349667,45.114548
1446,6184,1.36,,2.44035,802,1.1716,2.765,1.5622,1.461,3.448,1.948,297.642262,49.594978
1447,5902,1.07,,1.25332,1156,0.8396,1.9815,1.1195,0.726,1.714,0.968,285.366245,49.044868
1448,5848,1.359,,1.94879,746,1.047,2.4709,1.396,1.403,3.312,1.871,298.067706,49.412605
1449,4796,0.72,,0.24744,541,0.3731,0.8805,0.4974,0.69,1.627,0.919,289.697494,43.372093
1450,5806,1.03,,1.08763,1270,0.7822,1.8459,1.0429,0.616,1.453,0.821,292.658395,49.865192
1451,6031,1.13,,1.52409,1552,0.9259,2.1851,1.2345,0.597,1.408,0.795,295.524175,49.829548
1452,6097,1.19,,1.76545,1328,0.9965,2.3518,1.3287,0.75,1.771,1.001,287.363299,49.45689
1453,6291,2.04,,5.88079,680,1.8188,4.2923,2.425,2.675,6.312,3.566,295.53838,51.202957
1454,6356,1.32,,2.56555,681,1.2013,2.8351,1.6017,1.764,4.163,2.352,291.173299,44.921131
1455,5972,1.09,,1.36342,1142,0.8757,2.0667,1.1677,0.767,1.81,1.022,297.711565,46.768021
1456,5557,0.9,,0.69686,1182,0.6261,1.4776,0.8348,0.53,1.25,0.706,291.86493,49.32592
1457,5530,0.96,,0.77757,866,0.6613,1.5608,0.8818,0.764,1.802,1.018,289.289809,40.681665
1458,3578,0.43,,0.02734,215,0.124,0.2927,0.1653,0.577,1.361,0.769,285.739806,40.980036
1459,6075,1.235,,1.8742,487,1.0268,2.4232,1.369,2.108,4.976,2.811,281.915678,42.775513
1460,5698,0.96,,0.87645,685,0.7021,1.6571,0.9362,1.025,2.419,1.367,285.346938,48.312252
1461,5802,1,,1.02237,751,0.7583,1.7897,1.0111,1.01,2.383,1.346,293.719126,43.12459
1462,6394,1.44,,3.12689,525,1.3262,3.1299,1.7683,2.526,5.962,3.368,291.255595,48.84697
1463,6289,1.27,,2.27631,475,1.1316,2.6705,1.5087,2.382,5.622,3.176,283.435761,47.066855
1464,5810,1.05,,1.13339,340,0.7985,1.8844,1.0646,2.348,5.542,3.131,285.330615,42.040436
1465,6150,1.26,,2.04898,482,1.0736,2.5336,1.4314,2.227,5.256,2.97,280.249457,43.915066
1466,4865,0.75,,0.28428,162,0.3999,0.9437,0.5332,2.468,5.826,3.291,289.42396,46.72617
1467,5722,0.95,,0.87284,871,0.7007,1.6536,0.9343,0.804,1.899,1.073,289.643439,50.727089
1468,5774,0.93,,0.8673,786,0.6985,1.6484,0.9313,0.889,2.097,1.185,287.867389,50.595585
1469,5979,1.1,,1.39507,1321,0.8858,2.0906,1.1811,0.671,1.583,0.894,288.231731,50.567886
1470,6022,1.98,,4.65147,577,1.6175,3.8174,2.1567,2.803,6.616,3.738,291.387762,44.529106
1471,4524,0.68,,0.17475,490,0.3135,0.7399,0.418,0.64,1.51,0.853,294.553828,45.08139
1472,5782,0.99,,0.98828,1159,0.7456,1.7596,0.9941,0.643,1.518,0.858,293.446425,40.409892
1473,6101,2.06,,5.30439,974,1.7273,4.0765,2.3031,1.773,4.185,2.365,292.42283,38.266328
1474,5665,0.94,,0.82102,1284,0.6796,1.6038,0.9061,0.529,1.249,0.706,286.125545,47.947613
1475,5448,0.86,,0.58782,795,0.575,1.357,0.7667,0.723,1.707,0.964,284.223331,48.831772
1476,4075,0.6,,0.08956,392,0.2244,0.5297,0.2993,0.573,1.351,0.763,294.083055,50.502777
1477,4231,0.62,,0.11114,379,0.25,0.5901,0.3334,0.66,1.557,0.88,286.945321,43.822773
1478,5866,1.01,,1.0897,728,0.7829,1.8477,1.0439,1.075,2.538,1.434,283.770601,42.027245
1479,5653,0.94,,0.81408,642,0.6767,1.597,0.9023,1.054,2.488,1.405,283.211614,41.038063
1480,4828,0.74,,0.26843,435,0.3886,0.917,0.5181,0.893,2.108,1.191,282.423025,46.014019
1481,5948,1.208,,1.64784,799,0.9628,2.2721,1.2837,1.205,2.844,1.607,294.110756,38.71023
1482,4422,0.67,,0.15485,574,0.2951,0.6965,0.3935,0.514,1.213,0.686,285.557796,44.010788
1483,4919,0.74,,0.28925,752,0.4034,0.9519,0.5378,0.536,1.266,0.715,285.830458,43.198395
1484,5756,1,,0.99033,1368,0.7464,1.7614,0.9952,0.546,1.288,0.727,296.397527,42.396918
1485,5679,0.95,,0.8469,1341,0.6902,1.6289,0.9203,0.515,1.215,0.686,294.487304,42.00692
1486,5828,1.01,,1.06174,692,0.7728,1.8238,1.0304,1.117,2.636,1.489,287.235677,38.754161
1487,4726,0.71,,0.22688,350,0.3572,0.8431,0.4763,1.021,2.409,1.361,289.819341,51.90485
1488,5884,1.02,,1.12509,686,0.7955,1.8774,1.0607,1.16,2.737,1.546,289.831222,44.609863
1489,5332,0.82,,0.49033,890,0.5252,1.2394,0.7002,0.59,1.393,0.787,295.04854,45.342686
1490,5893,1.05,,1.19956,1130,0.8214,1.9386,1.0952,0.727,1.716,0.969,293.519844,41.277405
1491,5507,0.89,,0.65726,1255,0.608,1.435,0.8107,0.484,1.143,0.646,293.821357,39.39135
1492,6012,1.468,,2.53995,902,1.1953,2.8209,1.5937,1.325,3.127,1.767,287.975766,39.087181
1493,4961,0.76,,0.31565,569,0.4214,0.9944,0.5618,0.741,1.748,0.987,288.695007,39.883191
1494,5660,0.93,,0.80081,1059,0.6712,1.5839,0.8949,0.634,1.496,0.845,289.664878,50.020046
1495,6159,1.25,,2.02842,1269,1.0682,2.5209,1.4242,0.842,1.987,1.122,294.852648,49.057472
1496,6046,1.09,,1.43226,625,0.8976,2.1183,1.1968,1.436,3.389,1.915,290.636569,48.996082
1497,5870,1.04,,1.15855,1214,0.8073,1.9052,1.0764,0.665,1.569,0.887,294.694049,45.866837
1498,6214,1.28,,2.20395,1714,1.1134,2.6277,1.4846,0.65,1.533,0.866,295.948273,44.753124
1499,5663,0.96,,0.85512,1218,0.6935,1.6368,0.9247,0.569,1.344,0.759,284.532096,43.989956
1500,5100,0.78,,0.37134,525,0.457,1.0786,0.6094,0.871,2.054,1.161,281.298535,42.685753
1501,5904,1.06,,1.23167,1405,0.8324,1.9644,1.1098,0.592,1.398,0.79,293.165079,41.746235
1502,5796,0.98,,0.97783,619,0.7416,1.7503,0.9889,1.198,2.828,1.597,285.711919,49.706657
1503,5272,0.851,,0.50473,796,0.5328,1.2575,0.7104,0.669,1.58,0.893,289.786216,46.858788
1504,5156,0.81,,0.41833,540,0.4851,1.1448,0.6468,0.898,2.12,1.198,291.999771,49.301811
1505,4908,0.75,,0.29447,493,0.407,0.9605,0.5426,0.826,1.948,1.101,289.438971,49.73122
1506,5381,0.84,,0.53371,442,0.5479,1.2931,0.7306,1.24,2.926,1.653,285.313805,48.725254
1507,6337,1.4,,2.85159,1327,1.2665,2.9889,1.6887,0.954,2.252,1.273,295.409776,42.150831
1508,5730,0.92,,0.82317,1095,0.6805,1.6059,0.9073,0.621,1.467,0.829,292.684285,38.126286
1509,6087,1.12,,1.55362,550,0.9348,2.2062,1.2464,1.7,4.011,2.266,298.095423,44.737057
1510,5965,1.12,,1.43276,1465,0.8977,2.1187,1.197,0.613,1.446,0.817,290.590382,45.439713
1511,6541,1.63,,4.38782,1094,1.571,3.7076,2.0947,1.436,3.389,1.915,295.498108,38.644501
1512,5820,1.31,,1.77636,618,0.9996,2.3591,1.3328,1.617,3.817,2.157,286.646417,49.937778
1513,5655,0.9,,0.74733,870,0.6484,1.5301,0.8645,0.745,1.759,0.994,281.295831,44.465405
1514,5381,0.953,,0.68696,521,0.6216,1.467,0.8288,1.193,2.816,1.591,285.853667,38.384119
1515,5515,0.87,,0.63171,968,0.5961,1.4068,0.7948,0.616,1.453,0.821,295.693573,42.609512
1516,5728,0.99,,0.95187,1312,0.7317,1.7269,0.9756,0.558,1.316,0.744,293.629756,45.740651
1517,4712,0.72,,0.23056,371,0.3601,0.8499,0.4802,0.971,2.291,1.294,288.597097,41.03642
1518,5863,1.29,,1.77401,572,0.9989,2.3575,1.3319,1.746,4.121,2.329,288.549148,38.565232
1519,5659,0.94,,0.81754,1059,0.6781,1.6004,0.9042,0.64,1.511,0.854,282.657401,43.162518
1520,5831,1.04,,1.12807,1307,0.7966,1.8799,1.0621,0.609,1.438,0.813,286.130757,38.779631
1521,6182,1.27,,2.1253,1293,1.0934,2.5804,1.4578,0.846,1.996,1.127,293.973936,45.350704
1522,5675,0.95,,0.84452,1122,0.6892,1.6266,0.919,0.614,1.45,0.819,296.19614,45.634331
1523,5256,0.81,,0.45174,740,0.5041,1.1896,0.6721,0.681,1.608,0.908,284.77811,44.916782
1524,5097,0.78,,0.37046,310,0.4565,1.0773,0.6087,1.473,3.475,1.963,283.986337,41.650406
1525,5515,0.992,0.81846,0.81846,598,0.6785,1.6013,0.9047,1.135,2.678,1.513,296.200595,49.140125
1526,5560,0.939,,0.7602,927,0.6539,1.5433,0.8719,0.705,1.665,0.941,288.234084,40.520905
1527,5845,1,,1.05302,904,0.7696,1.8163,1.0262,0.851,2.009,1.135,288.883334,39.744572
1528,6229,1.3,,2.29539,888,1.1363,2.6816,1.5151,1.28,3.02,1.706,289.918519,42.001431
1529,6666,1.72,,5.27005,1540,1.7217,4.0633,2.2957,1.118,2.639,1.491,296.107919,39.319913
1530,5069,0.74,,0.32617,850,0.4283,1.0109,0.5711,0.504,1.189,0.672,293.727175,42.806759
1531,5393,0.81,,0.50071,1029,0.5307,1.2525,0.7076,0.516,1.217,0.688,289.711993,50.128212
1532,5686,0.86,,0.69746,359,0.6264,1.4782,0.8351,1.745,4.118,2.326,292.002052,41.786961
1533,5676,0.93,,0.8099,1318,0.675,1.5929,0.8999,0.512,1.209,0.683,290.149884,41.464595
1534,5410,0.85,,0.55837,342,0.5604,1.3226,0.7472,1.639,3.867,2.185,288.561525,46.536053
1535,6158,1.22,,1.93097,892,1.0422,2.4596,1.3896,1.168,2.757,1.558,298.118885,40.375047
1536,5780,0.99,,0.98691,1277,0.7451,1.7584,0.9934,0.583,1.377,0.778,283.797813,46.931004
1537,5460,0.83,,0.55236,661,0.5574,1.3155,0.7432,0.843,1.99,1.124,292.162778,41.023235
1538,6200,1.28,,2.18415,1615,1.1084,2.6159,1.4779,0.686,1.62,0.915,298.959138,48.257824
1539,6064,1.29,,2.03008,897,1.0686,2.5219,1.4248,1.191,2.811,1.588,288.421218,43.179798
1540,4372,0.67,,0.14797,162,0.2885,0.6809,0.3847,1.781,4.203,2.374,289.274503,44.470253
1541,5617,0.97,,0.845,384,0.6894,1.6271,0.9192,1.795,4.237,2.394,289.791634,39.285277
1542,6251,1.22,,2.05029,379,1.0739,2.5344,1.4319,2.834,6.687,3.778,292.627466,37.860133
1543,6511,1.41,,3.22349,504,1.3466,3.1779,1.7954,2.672,6.305,3.562,290.97393,48.178162
1544,5904,1.07,,1.25502,872,0.8402,1.9829,1.1203,0.964,2.274,1.285,291.494603,44.523502
1545,7010,1.95,,8.28396,869,2.1586,5.0944,2.8782,2.484,5.862,3.312,287.80722,43.188778
1546,6846,1.88,,7.00422,1140,1.9849,4.6844,2.6465,1.741,4.109,2.322,300.332385,44.986137
1547,5644,0.91,,0.7581,858,0.653,1.5411,0.8707,0.761,1.796,1.015,296.667903,49.461861
1548,5088,0.724,,0.31693,459,0.4222,0.9964,0.563,0.92,2.171,1.227,286.865479,41.989086
1549,4677,0.71,,0.21761,636,0.3499,0.8257,0.4665,0.55,1.298,0.733,290.966214,51.504723
1550,5042,0.76,,0.33677,227,0.4352,1.0272,0.5803,1.917,4.525,2.556,292.690301,37.835001
1551,5706,0.93,,0.82716,690,0.6821,1.6098,0.9095,0.989,2.333,1.318,289.843226,52.07016
1552,5708,0.96,,0.88262,918,0.7046,1.6629,0.9395,0.768,1.811,1.023,296.054062,45.827049
1553,6179,1.25,,2.05489,506,1.0751,2.5373,1.4335,2.125,5.014,2.833,293.885398,39.519818
1554,5748,1.04,,1.0652,396,0.7741,1.8268,1.0321,1.955,4.613,2.606,290.559517,49.943016
1555,4601,0.69,,0.19249,576,0.3291,0.7766,0.4387,0.571,1.348,0.762,285.119706,38.866428
1556,6224,1.32,,2.35897,1560,1.1519,2.7185,1.5359,0.738,1.743,0.985,297.414414,46.060818
1557,5857,1.03,,1.12635,916,0.796,1.8785,1.0613,0.869,2.051,1.159,287.402943,46.573986
1558,5048,0.77,,0.34734,683,0.442,1.0432,0.5894,0.647,1.527,0.863,289.870716,41.040728
1559,5404,0.892,,0.61219,504,0.5868,1.3849,0.7824,1.164,2.748,1.552,282.460522,48.257118
1560,5477,0.88,,0.62868,552,0.5947,1.4034,0.7929,1.077,2.542,1.436,288.162502,48.165154
1561,6260,1.27,,2.23461,670,1.1211,2.6459,1.4949,1.673,3.949,2.231,285.146577,39.370798
1562,5559,0.88,,0.66719,824,0.6126,1.4458,0.8168,0.743,1.755,0.991,296.902813,41.198191
1563,6431,1.51,,3.51856,852,1.4068,3.3201,1.8758,1.651,3.897,2.202,295.975556,44.713445
1564,5442,0.86,,0.58523,1107,0.5738,1.3541,0.765,0.518,1.223,0.691,292.395391,43.869072
1565,6021,1.11,,1.46089,879,0.9065,2.1394,1.2087,1.031,2.434,1.375,286.613698,38.891969
1566,4434,0.67,,0.15654,401,0.2967,0.7003,0.3957,0.74,1.746,0.987,291.585187,45.71579
1567,5079,0.77,,0.35595,503,0.4475,1.056,0.5966,0.89,2.099,1.186,294.385398,43.82547
1568,5837,1.03,,1.11104,1291,0.7905,1.8657,1.0541,0.612,1.445,0.816,283.345714,45.274456
1569,5176,0.8,,0.41443,788,0.4828,1.1395,0.6438,0.613,1.446,0.817,284.219433,44.268543
1570,5690,1.001,,0.94758,855,0.7301,1.723,0.9734,0.854,2.015,1.139,289.780522,49.89653
1571,4540,0.69,,0.18248,262,0.3204,0.7561,0.4272,1.223,2.886,1.63,283.344497,41.201741
1572,5282,0.81,,0.46074,414,0.5091,1.2014,0.6788,1.23,2.902,1.64,283.787004,48.029564
1573,5564,0.99,,0.84745,336,0.6904,1.6294,0.9206,2.055,4.849,2.74,285.728495,42.65453
1574,6561,1.65,,4.5514,1114,1.6001,3.7761,2.1334,1.436,3.39,1.915,297.124312,47.037025
1575,4886,0.74,,0.28156,349,0.398,0.9392,0.5306,1.14,2.691,1.52,297.28499,49.212456
1576,5201,0.8,,0.4225,688,0.4875,1.1505,0.65,0.709,1.672,0.945,298.898763,47.463093
1577,5623,0.93,,0.78007,994,0.6624,1.5633,0.8832,0.666,1.573,0.889,297.583942,41.541227
1578,6078,1.18,,1.71437,665,0.982,2.3175,1.3093,1.477,3.485,1.969,283.764074,42.222172
1579,5706,0.97,,0.89984,1150,0.7115,1.679,0.9486,0.619,1.46,0.825,287.471233,46.080666
1580,5324,0.84,,0.51146,792,0.5364,1.2658,0.7152,0.677,1.598,0.903,286.052426,39.096053
1581,4508,0.62,,0.14322,293,0.2838,0.6699,0.3784,0.969,2.286,1.292,288.495833,51.081947
1582,5991,1.11,,1.43199,1202,0.8975,2.1181,1.1967,0.747,1.762,0.996,287.76456,38.294704
1583,6136,1.22,,1.90352,1560,1.0348,2.442,1.3797,0.663,1.565,0.884,295.785514,39.907921
1584,5202,0.78,,0.40195,618,0.4755,1.1222,0.634,0.769,1.816,1.026,291.676831,38.874915
1585,5288,0.81,,0.46284,719,0.5102,1.2042,0.6803,0.71,1.675,0.946,291.919159,39.022273
1586,5297,0.81,,0.466,982,0.512,1.2083,0.6826,0.521,1.23,0.695,286.576164,41.741473
1587,5866,1.06,,1.20026,1382,0.8217,1.9392,1.0956,0.595,1.403,0.793,287.635473,45.716061
1588,5608,0.95,,0.80533,1060,0.6731,1.5884,0.8974,0.635,1.498,0.847,288.397002,40.2132
1589,6099,1.17,,1.70885,1532,0.9804,2.3138,1.3072,0.64,1.51,0.853,293.881413,46.838879
1590,5101,0.79,,0.38122,343,0.4631,1.0928,0.6174,1.35,3.186,1.8,286.819367,46.911694
1591,5316,0.82,,0.48447,580,0.522,1.232,0.696,0.9,2.124,1.2,292.28658,42.072456
1592,5094,0.807,,0.39562,439,0.4717,1.1133,0.629,1.075,2.536,1.433,290.296515,37.74949
1593,5815,1.02,,1.07324,529,0.777,1.8337,1.036,1.469,3.466,1.958,292.784608,43.215984
1594,5957,1.11,,1.39976,993,0.8873,2.0941,1.1831,0.894,2.109,1.191,296.923604,43.566467
1595,5760,1.05,,1.09488,1315,0.7848,1.8521,1.0464,0.597,1.408,0.796,294.455709,46.743614
1596,5765,0.99,,0.97671,547,0.7412,1.7493,0.9883,1.355,3.198,1.807,288.573588,51.472755
1597,5528,0.9,,0.68242,872,0.6196,1.4622,0.8261,0.711,1.677,0.947,290.586124,46.642689
1598,4940,0.73,,0.28632,657,0.4013,0.9471,0.5351,0.611,1.442,0.814,297.952967,40.806808
1599,5254,0.81,,0.45105,511,0.5037,1.1887,0.6716,0.986,2.326,1.314,283.587614,40.574927
1600,5655,0.93,,0.79798,1226,0.67,1.5811,0.8933,0.546,1.29,0.729,286.6952,40.291819
1601,5956,1.19,,1.60772,883,0.951,2.2443,1.268,1.077,2.542,1.436,289.182664,47.873383
1602,6319,1.4,,2.81933,1050,1.2593,2.972,1.6791,1.199,2.83,1.599,292.204706,37.22122
1603,5774,1.044,,1.09296,749,0.7841,1.8504,1.0454,1.047,2.471,1.396,291.097225,38.875609
1604,5550,0.89,,0.67803,463,0.6176,1.4575,0.8234,1.334,3.148,1.778,299.861833,45.827354
1605,6297,1.39,,2.7407,802,1.2416,2.9302,1.6555,1.548,3.654,2.064,300.935406,45.596546
1606,5618,0.95,,0.81109,600,0.6755,1.5941,0.9006,1.126,2.657,1.501,281.897275,46.722633
1607,5808,1,,1.0266,1180,0.7599,1.7934,1.0132,0.644,1.52,0.859,292.988348,49.48497
1608,5892,1.08,,1.26822,1275,0.8446,1.9933,1.1262,0.662,1.563,0.883,292.158664,49.63776
1609,5667,0.92,,0.78756,1170,0.6656,1.5708,0.8874,0.569,1.343,0.759,293.74325,45.761597
1610,5876,1.06,,1.20847,539,0.8245,1.9458,1.0993,1.53,3.61,2.04,289.073975,40.366015
1611,4862,0.74,,0.27607,543,0.3941,0.93,0.5254,0.726,1.713,0.968,292.955275,47.573105
1612,5545,0.86,,0.63081,1016,0.5957,1.4058,0.7942,0.586,1.384,0.782,288.302,47.775555
1613,4584,0.7,,0.1952,466,0.3314,0.782,0.4418,0.711,1.678,0.948,293.288009,43.514988
1614,4623,0.624,,0.16046,351,0.3004,0.709,0.4006,0.856,2.02,1.141,284.032244,39.781348
1615,6228,2.15,,6.27434,872,1.8786,4.4336,2.5049,2.154,5.084,2.873,285.968722,41.363559
1616,6022,1.23,,1.79502,443,1.0048,2.3714,1.3398,2.268,5.353,3.024,287.371261,39.603581
1617,3208,0.3,,0.0086,112,0.0696,0.1641,0.0927,0.621,1.466,0.828,289.37665,41.158613
1618,5645,0.91,,0.75864,357,0.6532,1.5417,0.871,1.83,4.318,2.44,286.386934,47.016628
1619,6069,1.13,,1.56287,1325,0.9376,2.2128,1.2501,0.708,1.67,0.944,287.762683,43.274429
1620,5538,0.91,,0.70273,1269,0.6287,1.4838,0.8383,0.495,1.169,0.661,296.159005,44.563114
1621,6681,1.75,,5.50476,864,1.7597,4.1528,2.3462,2.037,4.806,2.716,298.202609,44.925827
1622,5933,1.22,,1.66385,907,0.9674,2.2831,1.2899,1.067,2.517,1.422,292.677726,49.66391
1623,5817,0.99,,1.01243,658,0.7546,1.781,1.0062,1.147,2.707,1.529,288.232715,48.002178
1624,6166,1.25,,2.03766,1418,1.0706,2.5266,1.4275,0.755,1.782,1.007,294.441792,40.571686
1625,4625,0.663,,0.18146,397,0.3195,0.754,0.426,0.805,1.899,1.073,297.07017,40.868784
1626,6053,1.16,,1.62965,900,0.9574,2.2595,1.2766,1.064,2.511,1.418,291.407812,48.017891
1627,6082,1.16,,1.66111,1090,0.9666,2.2812,1.2888,0.887,2.093,1.182,296.516659,44.608608
1628,6213,1.28,,2.20253,1349,1.1131,2.6268,1.4841,0.825,1.947,1.1,293.850646,38.397749
1629,4995,0.77,,0.33298,755,0.4328,1.0214,0.577,0.573,1.353,0.764,300.48818,44.46067
1630,5946,1.08,,1.31536,1100,0.8602,2.03,1.1469,0.782,1.845,1.043,293.62309,47.961914
1631,5203,0.8,,0.42315,841,0.4879,1.1514,0.6505,0.58,1.369,0.773,285.722721,43.00948
1632,5706,0.92,,0.80947,1166,0.6748,1.5925,0.8997,0.579,1.366,0.772,285.557511,49.330074
1633,6377,1.39,,2.88265,1255,1.2734,3.0052,1.6978,1.015,2.395,1.353,288.163973,42.481083
1634,5940,1.09,,1.33443,734,0.8664,2.0447,1.1552,1.18,2.786,1.574,288.469102,46.78368
1635,5767,0.99,,0.97806,1004,0.7417,1.7505,0.989,0.739,1.744,0.985,286.220889,41.151251
1636,4450,0.649,,0.14897,61,0.2895,0.6832,0.386,4.745,11.199,6.327,289.07571,51.757439
1637,5857,0.884,,0.82966,841,0.6831,1.6122,0.9109,0.812,1.917,1.083,287.773581,42.869286
1638,5214,0.82,,0.44834,992,0.5022,1.1852,0.6696,0.506,1.195,0.675,291.399384,38.787752
1639,5869,1.07,,1.22552,660,0.8303,1.9594,1.107,1.258,2.969,1.677,285.512943,38.079748
1640,6296,1.36,,2.622,815,1.2144,2.8661,1.6193,1.49,3.517,1.987,293.580858,40.427478
1641,6241,1.31,,2.34885,1751,1.1494,2.7127,1.5326,0.656,1.549,0.875,295.329843,42.534966
1642,4976,0.76,,0.31948,562,0.4239,1.0005,0.5652,0.754,1.78,1.006,285.410633,44.412212
1643,5280,0.82,,0.47148,224,0.515,1.2154,0.6866,2.299,5.426,3.065,287.134895,47.488621
1644,5422,0.86,,0.57668,880,0.5695,1.3441,0.7594,0.647,1.527,0.863,286.378264,43.07325
1645,6116,1.21,,1.84815,735,1.0196,2.4063,1.3595,1.387,3.274,1.85,296.059869,42.656051
1646,4992,0.72,,0.29044,832,0.4042,0.9539,0.5389,0.486,1.147,0.648,295.563558,39.417606
1647,6132,1.27,,2.05737,1483,1.0758,2.5388,1.4344,0.725,1.712,0.967,290.146555,39.665821
1648,5078,0.806,,0.38971,464,0.4682,1.1049,0.6243,1.009,2.381,1.345,290.516491,43.083824
1649,5383,0.87,,0.57337,1063,0.5679,1.3403,0.7572,0.534,1.261,0.712,295.90501,45.405434
1650,5605,0.93,,0.77013,686,0.6582,1.5533,0.8776,0.959,2.264,1.279,296.512049,49.727764
1651,5643,0.94,,0.80834,837,0.6743,1.5914,0.8991,0.806,1.901,1.074,291.250279,45.655075
1652,6005,1.12,,1.47158,855,0.9098,2.1472,1.2131,1.064,2.511,1.419,289.875041,43.420963
1653,5121,0.76,,0.35838,982,0.449,1.0596,0.5986,0.457,1.079,0.61,284.871334,49.775913
1654,5865,1.05,,1.17692,940,0.8136,1.9202,1.0849,0.866,2.043,1.154,286.359226,42.227478
1655,6266,1.34,,2.49728,862,1.1852,2.7971,1.5803,1.375,3.245,1.833,286.543637,45.304874
1656,6167,1.22,,1.94228,813,1.0452,2.4668,1.3937,1.286,3.034,1.714,287.937219,46.418491
1657,6620,1.65,,4.71733,1238,1.629,3.8443,2.1719,1.316,3.105,1.754,295.175391,45.930908
1658,5852,1,,1.05807,520,0.7715,1.8207,1.0286,1.484,3.501,1.978,285.703472,44.422001
1659,5816,0.958,,0.94738,905,0.73,1.7228,0.9733,0.807,1.904,1.076,297.27891,43.724018
1660,6157,1.23,,1.96148,773,1.0504,2.4789,1.4005,1.359,3.207,1.812,297.270876,46.928417
1661,6158,1.24,,1.9948,1461,1.0593,2.4999,1.4124,0.725,1.711,0.967,297.588518,43.841221
1662,6436,1.5,,3.48292,927,1.3997,3.3033,1.8663,1.51,3.563,2.013,297.32891,47.815472
1663,5772,1,,1.00139,986,0.7505,1.7712,1.0007,0.761,1.796,1.015,294.082695,39.556103
1664,3636,0.47,,0.03483,199,0.14,0.3303,0.1866,0.703,1.66,0.938,292.57986,37.376411
1665,5677,0.94,,0.828,1213,0.6825,1.6106,0.9099,0.563,1.328,0.75,295.429347,39.886547
1666,6826,1.85,,6.70356,1718,1.9418,4.5827,2.5891,1.13,2.667,1.507,296.500445,40.72123
1667,5445,0.84,,0.55956,311,0.561,1.324,0.748,1.804,4.257,2.405,284.056684,41.576733
1668,3724,0.52,,0.04692,352,0.1625,0.3834,0.2166,0.462,1.089,0.615,281.6337,43.411579
1669,5776,1.01,,1.02435,390,0.7591,1.7914,1.0121,1.946,4.593,2.595,280.206621,43.774297
1670,5776,0.917,,0.84439,750,0.6892,1.6265,0.9189,0.919,2.169,1.225,295.002819,46.987328
1671,4736,0.63,,0.18015,278,0.3183,0.7513,0.4244,1.145,2.702,1.527,297.508294,43.710953
1672,5679,0.95,,0.8469,1190,0.6902,1.6289,0.9203,0.58,1.369,0.773,294.63257,43.807671
1673,6137,1.19,,1.81224,584,1.0096,2.3828,1.3462,1.729,4.08,2.305,294.494859,43.91362
1674,6256,1.32,,2.40786,811,1.1638,2.7466,1.5517,1.435,3.387,1.913,288.515202,44.923225
1675,5474,0.89,,0.64165,654,0.6008,1.4178,0.801,0.919,2.168,1.225,294.043409,45.139786
1676,5347,0.85,,0.53281,1084,0.5475,1.292,0.7299,0.505,1.192,0.673,285.348993,45.556183
1677,5797,1.02,,1.06001,1567,0.7722,1.8223,1.0296,0.493,1.163,0.657,294.057625,46.441031
1678,5789,1.02,,1.05417,506,0.77,1.8173,1.0267,1.522,3.592,2.029,282.236848,48.154297
1679,5710,0.95,,0.86554,879,0.6978,1.6467,0.9303,0.794,1.873,1.058,295.482407,48.524445
1680,6150,1.18,,1.79705,1168,1.0054,2.3728,1.3405,0.861,2.031,1.148,283.068632,48.802086
1681,5888,1.148,,1.42906,991,0.8966,2.1159,1.1954,0.905,2.135,1.206,287.780828,47.629913
1682,6324,1.43,,2.95078,1379,1.2883,3.0405,1.7178,0.934,2.205,1.246,294.55789,40.850498
1683,6152,1.19,,1.83002,961,1.0146,2.3944,1.3528,1.056,2.492,1.408,296.35944,41.574532
1684,5355,0.84,,0.52347,447,0.5426,1.2806,0.7235,1.214,2.865,1.619,297.21216,43.643719
1685,5508,0.88,,0.64304,414,0.6014,1.4194,0.8019,1.453,3.428,1.937,300.431,44.751011
1686,5499,0.86,,0.61014,592,0.5858,1.3826,0.7811,0.99,2.335,1.319,285.475055,48.034935
1687,5812,1.02,,1.07102,844,0.7762,1.8318,1.0349,0.92,2.17,1.226,297.479473,48.418571
1688,3299,0.26,,0.00722,81,0.0637,0.1504,0.085,0.787,1.857,1.049,287.526422,42.912908
1689,6210,1.79,,4.30046,1211.54,1.5553,3.6705,2.0738,1.284,3.03,1.712,298.150086,40.656175
1690,3240,0.252,,0.00631,92.43,0.0596,0.1406,0.0795,0.645,1.522,0.86,292.503769,41.830421
1691,5211,0.77,,0.39442,581,0.471,1.1116,0.628,0.811,1.913,1.081,280.691016,47.809735
1692,3410,0.334,0.01346,0.01346,120.5,0.087,0.2053,0.116,0.722,1.704,0.963,297.729255,42.866898
1693,3713,0.503,0.04285,0.04285,69.4,0.1553,0.3664,0.207,2.237,5.28,2.983,283.628354,48.391022
1694,3638,0.382,0.02301,0.02301,252,0.1138,0.2685,0.1517,0.452,1.066,0.602,294.366085,49.915058
1695,4807,0.693,0.23121,0.23121,755,0.3606,0.8511,0.4808,0.478,1.127,0.637,296.457755,41.266024
1696,5597,1.179,1.23,1.23,567.84,0.8318,1.963,1.1091,1.465,3.457,1.953,282.185812,44.434486
