loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
1274,4770365,,CANDIDATE,0.987,0,0,0,0,4.72941177,3.08E-05,-3.08E-05,132.93871,5.48E-03,-5.48E-03,0.236,0.234,-0.236,2.234,0.156,-0.156,4.34E+02,3.37E+01,-3.37E+01,1.22,5.00E-02,-6.00E-02,89.16,,,669,,,47.3,8.56,-7.89,14.6,236,4224,84,-84,0.603,0.027,-0.03,297.43039,39.847839,15.937
1275,10748390,Kepler-3 b,CANDIDATE,0.913,0,0,0,0,4.887803076,4.66E-07,-4.66E-07,124.8130808,7.51E-05,-7.51E-05,0.054,0.145,-0.054,2.36255,0.00466,-0.00466,4.32E+03,6.10E+00,-6.10E+00,4.82,1.70E-01,-1.80E-01,89.82,,,800,,,96.67,14.91,-13.89,862.3,215,4778,86,-95,0.763,0.028,-0.028,297.70935,48.080853,9.174
1276,11804465,Kepler-12 b,CANDIDATE,0.761,0,0,0,0,4.437962934,1.71E-07,-1.71E-07,171.0091259,2.88E-05,-2.88E-05,0.069,0.007,-0.05,4.69813,0.00079,-0.00079,1.64E+04,5.30E+00,-5.30E+00,18.05,2.92E+00,-3.57E+00,89.51,,,1338,,,757.65,339.17,-311.08,3535.6,238,5953,105,-129,1.415,0.229,-0.28,286.24344,50.040379,13.438
1277,9663113,Kepler-458 c,CANDIDATE,0.999,0,0,0,0,20.74028645,2.97E-05,-2.97E-05,142.80003,1.12E-03,-1.12E-03,0.431,0.037,-0.363,10.3939,0.0626,-0.0626,1.02E+03,7.50E+00,-7.50E+00,4.24,7.50E-01,-5.70E-01,88.27,,,798,,,95.68,46.87,-29.35,155.3,52,6226,112,-124,1.299,0.231,-0.173,297.04541,46.328701,13.955
1281,5289854,Kepler-308 b,CANDIDATE,0.964,0,0,0,0,9.69501146,4.66E-05,-4.66E-05,182.45413,4.19E-03,-4.19E-03,0.293,0.144,-0.293,2.75,0.103,-0.103,5.15E+02,3.09E+01,-3.09E+01,2.08,6.30E-01,-2.00E-01,89.36,,,833,,,114.06,102.7,-33.16,18.3,106,5896,176,-194,0.914,0.274,-0.091,295.78516,40.439548,15.809
1282,5289854,Kepler-308 c,CANDIDATE,1,0,0,0,0,15.3825394,1.14E-04,-1.14E-04,139.07648,5.47E-03,-5.47E-03,0.015,0.443,-0.015,3.815,0.162,-0.162,5.51E+02,3.30E+01,-3.30E+01,2.14,6.40E-01,-2.20E-01,89.97,,,714,,,61.61,55.47,-17.92,18.4,65,5896,176,-194,0.914,0.274,-0.091,295.78516,40.439548,15.809
1284,10006581,Kepler-902 b,CANDIDATE,1,0,0,0,0,40.1097817,1.41E-04,-1.41E-04,142.08227,2.85E-03,-2.85E-03,0.016,0.432,-0.016,5.2096,0.0869,-0.0869,7.32E+02,2.08E+01,-2.08E+01,3.11,4.80E-01,-5.40E-01,89.98,,,556,,,22.65,9.49,-7.96,40.3,34,5509,82,-71,1.169,0.183,-0.203,289.73169,46.953819,14.904
1285,5972334,,CANDIDATE,0.998,0,0,0,0,0.708621057,1.36E-06,-1.36E-06,133.36565,1.66E-03,-1.66E-03,0.033,0.468,-0.033,1.5041,0.0526,-0.0526,1.88E+02,7.30E+00,-7.30E+00,1.2,1.20E-01,-9.00E-02,89.49,,,1846,,,2741.07,857.46,-579.6,30.5,1324,5422,108,-108,0.887,0.09,-0.067,295.28723,41.221958,14.991
1286,6616218,Kepler-314 b,CANDIDATE,0.959,0,0,0,0,2.46106962,1.28E-05,-1.28E-05,133.32138,4.31E-03,-4.31E-03,0.575,0.366,-0.356,2.184,0.11,-0.11,8.42E+01,5.30E+00,-5.30E+00,0.84,1.00E-01,-4.00E-02,85.4,,,1195,,,483.09,164.9,-73.83,18,242,5418,98,-108,0.886,0.104,-0.037,294.6741,42.075581,12.557
1288,7220429,Kepler-931 b,CANDIDATE,1,0,0,0,0,8.03753796,2.27E-05,-2.27E-05,139.3582,2.37E-03,-2.37E-03,0.821,0.097,-0.578,2.9118,0.068,-0.068,2.87E+02,1.05E+01,-1.05E+01,1.54,2.00E-01,-1.70E-01,86.29,,,744,,,72.44,31.29,-22.28,31.1,168,5044,151,-151,0.804,0.103,-0.093,297.13263,42.76825,14.471
1290,12406749,,CANDIDATE,0.999,0,0,0,0,56.3587987,2.66E-04,-2.66E-04,222.31819,3.68E-03,-3.68E-03,0.906,0.009,-0.038,6.927,0.268,-0.268,2.56E+03,6.88E+01,-6.88E+01,5.04,9.60E-01,-5.20E-01,88.46,,,419,,,7.29,4.34,-2.1,44.4,22,5446,162,-162,0.821,0.157,-0.085,290.85413,51.222809,15.792
1291,8692861,Kepler-69 c,CANDIDATE,0.693,0,0,0,0,242.467406,2.60E-03,-2.60E-03,150.85827,7.42E-03,-7.42E-03,0.173,0.263,-0.173,12.808,0.265,-0.265,3.40E+02,1.52E+01,-1.52E+01,1.73,2.10E-01,-2.20E-01,89.93,,,286,,,1.59,0.59,-0.45,23.2,6,5637,113,-101,0.943,0.117,-0.117,293.26093,44.868889,13.749
1292,7811397,,CANDIDATE,0.922,0,0,0,0,169.4976085,6.77E-04,-6.77E-04,228.99997,2.76E-03,-2.76E-03,0.625,0.047,-0.406,7.77,0.2,-0.2,1.22E+04,1.69E+02,-1.69E+02,9.06,9.00E-01,-2.80E-01,89.76,,,272,,,1.29,0.37,-0.14,82.8,6,5270,84,-73,0.787,0.078,-0.024,287.65396,43.505718,15.917
1293,12403119,Kepler-858 b,CANDIDATE,0.961,0,0,0,0,76.13622222,5.20E-05,-5.20E-05,199.476237,5.54E-04,-5.54E-04,0.044,0.253,-0.044,7.9393,0.0329,-0.0329,2.95E+03,1.00E+01,-1.00E+01,4.78,6.00E-01,-3.10E-01,89.97,,,399,,,6.01,2.24,-1.15,339.4,16,5591,111,-111,0.892,0.113,-0.057,288.84863,51.209049,12.45
1299,5475431,,CANDIDATE,0.733,0,0,0,0,0.917568975,5.10E-07,-5.10E-07,133.932419,4.54E-04,-4.54E-04,0.667,0.057,-0.33,2.0654,0.0716,-0.0716,1.58E+04,1.61E+02,-1.61E+02,11.92,2.89E+00,-9.60E-01,77.89,,,1748,,,2197.57,1578.95,-572.78,128.1,1458,5713,154,-188,0.893,0.217,-0.072,298.5137,40.639622,14.456
1300,10027323,Kepler-309 b,CANDIDATE,1,0,0,0,0,5.92365747,1.63E-05,-1.63E-05,134.68361,2.16E-03,-2.16E-03,0.045,0.376,-0.045,2.6302,0.0722,-0.0722,4.07E+02,1.73E+01,-1.73E+01,0.99,7.00E-02,-9.00E-02,89.85,,,531,,,18.87,4.43,-4.65,26.4,178,3883,69,-93,0.496,0.036,-0.044,297.50986,46.961262,15.157
1301,10027323,Kepler-309 c,CANDIDATE,0.738,0,0,0,0,105.3582299,5.25E-04,-5.25E-04,138.68069,3.27E-03,-3.27E-03,0.75,0.196,-0.511,3.81,0.137,-0.137,1.21E+03,5.61E+01,-5.61E+01,1.87,1.30E-01,-1.70E-01,89.71,,,204,,,0.41,0.09,-0.1,22.6,11,3883,69,-93,0.496,0.036,-0.044,297.50986,46.961262,15.157
1302,12019440,Kepler-485 b,CANDIDATE,0.998,0,0,0,0,3.24325988,2.09E-07,-2.09E-07,133.6690203,5.24E-05,-5.24E-05,0.117,0.028,-0.08,3.03318,0.00154,-0.00154,1.65E+04,1.18E+01,-1.18E+01,12.91,2.11E+00,-9.10E-01,89.27,,,1243,,,563.17,236.5,-104.64,1586.2,413,5823,69,-87,1.013,0.166,-0.071,294.99631,50.470058,14.952
1303,5039228,,CANDIDATE,1,0,0,0,0,7.79668781,2.07E-05,-2.07E-05,134.42081,2.20E-03,-2.20E-03,0.005,0.426,-0.005,4.6699,0.0639,-0.0639,3.61E+02,8.70E+00,-8.70E+00,2.44,4.90E-01,-1.30E-01,89.98,,,1116,,,366.42,199.97,-65.89,48.5,171,6521,117,-143,1.276,0.255,-0.068,298.36884,40.173424,12.681
1304,10004738,Kepler-310 c,CANDIDATE,0.986,0,0,0,0,56.4758069,1.28E-04,-1.28E-04,143.81128,1.87E-03,-1.87E-03,0.862,0.019,-0.587,5.961,0.169,-0.169,1.09E+03,1.67E+01,-1.67E+01,3.22,2.50E-01,-1.40E-01,88.81,,,417,,,7.14,1.61,-0.96,70,24,5497,74,-82,0.839,0.065,-0.035,288.83936,46.98674,14.279
1305,10004738,Kepler-310 d,CANDIDATE,1,0,0,0,0,92.8747294,4.96E-04,-4.96E-04,145.93535,3.77E-03,-3.77E-03,0.917,0.017,-0.629,7.474,0.217,-0.217,6.59E+02,1.82E+01,-1.82E+01,2.64,2.10E-01,-1.10E-01,88.82,,,353,,,3.68,0.83,-0.5,37.9,16,5497,74,-82,0.839,0.065,-0.035,288.83936,46.98674,14.279
1306,7304449,Kepler-1650 b,CANDIDATE,0.999,0,0,0,0,1.538180949,1.62E-06,-1.62E-06,131.822823,8.96E-04,-8.96E-04,0.932,0.063,-0.679,1.2635,0.0538,-0.0538,8.41E+02,2.24E+01,-2.24E+01,1,2.30E-01,-1.80E-01,77.38,,,602,,,30.85,19.76,-11.82,47.7,852,3364,74,-67,0.274,0.062,-0.05,297.72925,42.86692,15.722
1307,7386827,,CANDIDATE,1,0,0,0,0,10.4188915,2.39E-05,-2.39E-05,137.74971,1.93E-03,-1.93E-03,0.856,0.051,-0.594,3.0069,0.0485,-0.0485,6.70E+02,1.85E+01,-1.85E+01,3.17,9.30E-01,-5.70E-01,86.74,,,855,,,126.48,111.61,-51.22,42.1,128,5692,173,-173,1.064,0.311,-0.191,298.01443,42.957458,14.86
1308,7522911,,CANDIDATE,1,0,0,0,0,20.4998763,1.72E-04,-1.72E-04,131.82068,6.64E-03,-6.64E-03,0.943,0,-0.7,6.501,0.142,-0.142,4.38E+02,2.28E+01,-2.28E+01,2.8,9.20E-01,-3.10E-01,84.41,,,731,,,67.67,65.55,-21.1,21.1,67,6249,174,-217,1.076,0.353,-0.118,290.32651,43.12183,15.442
1309,7626370,Kepler-932 b,CANDIDATE,1,0,0,0,0,1.921437488,2.20E-06,-2.20E-06,131.806204,9.61E-04,-9.61E-04,0.919,0.031,-0.672,1.9046,0.0285,-0.0285,2.79E+02,5.80E+00,-5.80E+00,1.77,4.10E-01,-2.40E-01,74.86,,,1276,,,626.79,443.77,-203.34,56.7,697,5238,158,-142,0.851,0.197,-0.112,296.95206,43.271969,14.131
1310,7703955,Kepler-315 b,CANDIDATE,0.998,0,0,0,0,96.109323,2.03E-03,-2.03E-03,187.699,1.01E-02,-1.01E-02,0.948,0.04,-0.535,9.877,0.784,-0.784,9.82E+02,4.83E+01,-4.83E+01,4.01,5.40E-01,-5.40E-01,88.26,,,409,,,6.59,2.54,-2,28.7,14,5792,104,-104,1.005,0.136,-0.136,298.0231,43.363522,15.321
1311,7512982,Kepler-859 b,CANDIDATE,1,0,0,0,0,20.38174802,5.24E-05,-5.24E-05,142.31499,2.09E-03,-2.09E-03,0.295,0.148,-0.295,3.7922,0.0692,-0.0692,1.60E+03,3.67E+01,-3.67E+01,3.16,1.10E-01,-2.20E-01,89.59,,,528,,,18.36,2.57,-3.52,46.8,67,4883,77,-87,0.808,0.028,-0.055,286.74188,43.190102,15.887
1312,7512982,,CANDIDATE,0.977,0,0,0,0,7.00447892,6.26E-05,-6.26E-05,137.89902,6.35E-03,-6.35E-03,0.139,0.319,-0.139,2.669,0.194,-0.194,2.31E+02,2.64E+01,-2.64E+01,1.19,4.00E-02,-8.00E-02,89.6,,,754,,,76.26,10.65,-14.63,9.9,193,4883,77,-87,0.808,0.028,-0.055,286.74188,43.190102,15.887
1313,9597806,Kepler-860 b,CANDIDATE,1,0,0,0,0,5.101375725,8.82E-06,-8.82E-06,357.48217,1.17E-03,-1.17E-03,0.027,0.358,-0.027,2.595,0.0378,-0.0378,8.95E+02,1.89E+01,-1.89E+01,2.84,8.80E-01,-3.00E-01,89.9,,,1050,,,287.28,264.29,-87.12,55.1,220,5869,164,-205,0.954,0.297,-0.099,295.57727,46.254742,15.455
1316,5283458,,CANDIDATE,1,0,0,0,0,30.69395532,1.56E-05,-1.56E-05,365.665214,3.58E-04,-3.58E-04,0.001,0.186,-0.001,2.9512,0.0166,-0.0166,1.81E+04,1.09E+02,-1.09E+02,13.72,4.37E+00,-1.45E+00,90,,,614,,,33.69,32.59,-10.67,196.6,27,6137,193,-236,1.018,0.324,-0.108,294.2009,40.455959,15.673
1318,8053552,,CANDIDATE,0,0,0,0,0,29.48106127,9.60E-06,-9.60E-06,134.22446,2.61E-04,-2.61E-04,0.983,0.099,-0.053,3.6636,0.0234,-0.0234,1.19E+04,4.83E+01,-4.83E+01,16.61,4.49E+00,-3.01E+00,88.55,,,571,,,25.1,20.52,-10.19,332,47,5631,169,-169,0.901,0.244,-0.163,299.05585,43.897202,15.135
1319,9663113,Kepler-458 b,CANDIDATE,0,0,0,0,0,572.376632,6.22E-03,-6.22E-03,306.51006,4.25E-03,-4.25E-03,0.712,0.063,-0.332,24.42,0.559,-0.559,1.74E+03,2.23E+01,-2.23E+01,5.8,1.04E+00,-7.70E-01,89.7,,,264,,,1.15,0.56,-0.35,78.6,4,6226,112,-124,1.299,0.231,-0.173,297.04541,46.328701,13.955
1322,10004738,Kepler-310 b,CANDIDATE,1,0,0,0,0,13.93068791,7.53E-05,-7.53E-05,134.42851,4.09E-03,-4.09E-03,0.912,0.008,-0.629,2.312,0.117,-0.117,1.87E+02,1.38E+01,-1.38E+01,1.4,1.10E-01,-6.00E-02,87.46,,,665,,,46.19,10.38,-6.25,14.9,93,5497,74,-82,0.839,0.065,-0.035,288.83936,46.98674,14.279
1323,5474613,,CANDIDATE,0.9,0,0,0,0,20.4074846,3.13E-04,-3.13E-04,140.1821,1.34E-02,-1.34E-02,0.986,6.191,-0.009,8.839,0.492,-0.492,3.63E+02,1.80E+01,-1.80E+01,2.9,8.70E-01,-3.10E-01,79.04,,,660,,,44.8,39.4,-13.58,24.5,69,5823,158,-193,0.972,0.291,-0.104,298.37384,40.61842,14.802
1325,5438757,Kepler-903 b,CANDIDATE,0.999,0,0,0,0,10.35078415,4.72E-05,-4.72E-05,133.71163,3.78E-03,-3.78E-03,0.79,0.043,-0.551,6.253,0.119,-0.119,2.73E+02,8.50E+00,-8.50E+00,1.97,3.10E-01,-2.70E-01,84.43,,,842,,,119.01,48.73,-35.39,36.5,131,5534,82,-74,1.08,0.165,-0.15,288.77103,40.664181,14.659
1326,5438757,Kepler-903 c,CANDIDATE,0.838,0,0,0,0,62.9224936,7.86E-04,-7.86E-04,151.6882,1.07E-02,-1.07E-02,0.928,0.014,-0.655,11.64,0.317,-0.317,4.18E+02,1.62E+01,-1.62E+01,2.75,4.20E-01,-3.80E-01,87.02,,,462,,,10.73,4.4,-3.19,28.7,19,5534,82,-74,1.08,0.165,-0.15,288.77103,40.664181,14.659
1327,7750419,,CANDIDATE,1,0,0,0,0,32.7737631,1.79E-04,-1.79E-04,151.44352,4.63E-03,-4.63E-03,0.971,0.008,-0.687,3.416,0.241,-0.241,5.65E+02,2.88E+01,-2.88E+01,5,7.80E-01,-1.17E+00,87.79,,,686,,,52.22,21.88,-23.25,21.7,43,5640,84,-76,1.534,0.24,-0.36,290.88232,43.47176,14.758
1328,5972334,Kepler-487 c,CANDIDATE,0,0,0,0,0,38.6520796,2.56E-04,-2.56E-04,164.04455,5.16E-03,-5.16E-03,0.038,0.395,-0.038,5.607,0.179,-0.179,5.67E+02,2.44E+01,-2.44E+01,2.07,2.10E-01,-1.60E-01,89.96,,,487,,,13.28,4.15,-2.81,24.8,24,5422,108,-108,0.887,0.09,-0.067,295.28723,41.221958,14.991
1329,7815744,Kepler-933 b,CANDIDATE,0.997,0,0,0,0,14.20442616,6.29E-05,-6.29E-05,142.7332,3.45E-03,-3.45E-03,0.011,0.433,-0.011,3.898,0.104,-0.104,8.01E+02,3.33E+01,-3.33E+01,1.9,3.00E-01,-1.20E-01,89.98,,,602,,,31.1,16.7,-7.29,26.7,49,5350,193,-171,0.678,0.105,-0.045,289.56866,43.538609,15.469
1330,7955580,Kepler-934 b,CANDIDATE,0.991,0,0,0,0,55.673582,2.72E-04,-2.72E-04,136.54906,4.06E-03,-4.06E-03,0.274,0.179,-0.274,3.778,0.118,-0.118,7.65E+02,3.79E+01,-3.79E+01,2.19,1.00E-01,-1.30E-01,89.86,,,384,,,5.16,0.85,-0.85,22.7,22,4998,79,-79,0.808,0.037,-0.046,290.28845,43.755322,15.061
1331,8230616,Kepler-316 c,CANDIDATE,1,0,0,0,0,6.82778157,1.74E-05,-1.74E-05,131.78839,2.20E-03,-2.20E-03,0.336,0.124,-0.336,2.3726,0.0632,-0.0632,5.46E+02,1.85E+01,-1.85E+01,1.34,8.00E-02,-6.00E-02,89.09,,,577,,,26.31,5.4,-4.33,32.2,188,4198,83,-83,0.574,0.032,-0.028,290.82602,44.184109,15.224
1333,7898352,Kepler-302 c,CANDIDATE,1,0,0,0,0,127.2824442,1.70E-04,-1.70E-04,163.89,1.15E-03,-1.15E-03,0.827,0.009,-0.011,7.1545,0.0744,-0.0744,8.09E+03,6.26E+01,-6.26E+01,12.04,1.87E+00,-2.06E+00,89.51,,,392,,,5.61,2.49,-2.03,148.1,11,5733,115,-104,1.183,0.184,-0.202,294.31699,43.629341,15.505
1334,11402995,Kepler-481 b,CANDIDATE,1,0,0,0,0,10.06083238,1.50E-05,-1.50E-05,138.96723,1.26E-03,-1.26E-03,0.672,0.015,-0.515,4.5718,0.0508,-0.0508,4.60E+02,6.10E+00,-6.10E+00,2.58,4.10E-01,-4.00E-01,87.02,,,899,,,154.16,68.53,-51.89,86.4,130,5705,114,-103,1.14,0.177,-0.177,291.90704,49.262051,13.844
1335,7898352,Kepler-302 b,CANDIDATE,1,0,0,0,0,30.1837021,1.15E-04,-1.15E-04,146.64675,3.11E-03,-3.11E-03,0.011,0.392,-0.011,5.879,0.103,-0.103,9.75E+02,2.89E+01,-2.89E+01,3.65,5.70E-01,-6.20E-01,89.98,,,634,,,38.2,17.02,-13.79,37.9,41,5733,115,-104,1.183,0.184,-0.202,294.31699,43.629341,15.505
1337,7984047,,CANDIDATE,0.939,0,0,0,0,77.63424586,6.00E-05,-6.00E-05,417.153212,5.17E-04,-5.17E-04,0.113,0.118,-0.113,4.1002,0.0259,-0.0259,1.66E+04,1.02E+02,-1.02E+02,9.4,6.70E-01,-9.20E-01,89.96,,,325,,,2.65,0.85,-0.79,185.5,14,4812,172,-172,0.755,0.054,-0.074,298.92593,43.75037,15.915
1338,7951018,Kepler-890 b,CANDIDATE,0.331,0,0,0,0,52.75878505,3.35E-05,-3.35E-05,156.306351,5.26E-04,-5.26E-04,0.344,0.079,-0.221,6.6517,0.0404,-0.0404,5.81E+03,2.66E+01,-2.66E+01,8.76,2.91E+00,-9.70E-01,89.68,,,540,,,20.08,19.73,-6.5,265.4,26,6228,174,-239,1.137,0.378,-0.126,288.43576,43.763489,15.182
1342,7747425,Kepler-341 e,CANDIDATE,1,0,0,0,0,42.4729078,3.69E-04,-3.69E-04,146.28712,7.60E-03,-7.60E-03,0.361,0.11,-0.361,7.253,0.214,-0.214,3.34E+02,1.55E+01,-1.55E+01,2.03,2.90E-01,-2.90E-01,89.51,,,539,,,19.93,7.6,-6.1,22.8,30,5616,76,-76,1.111,0.16,-0.16,289.86157,43.472771,14.601
1343,9892816,Kepler-342 b,CANDIDATE,0.998,0,0,0,0,15.17026921,4.08E-05,-4.08E-05,132.6655,2.08E-03,-2.08E-03,0.917,0.023,-0.652,4.3311,0.0567,-0.0567,2.25E+02,5.20E+00,-5.20E+00,2.47,4.10E-01,-3.40E-01,85.52,,,905,,,158.23,72.98,-49.43,45.4,90,6297,113,-126,1.369,0.228,-0.187,292.67807,46.726711,13.147
1344,9892816,Kepler-342 d,CANDIDATE,0.603,0,0,0,0,39.4576228,2.74E-04,-2.74E-04,136.47398,5.36E-03,-5.36E-03,0.967,0.007,-0.014,9.557,0.387,-0.387,2.45E+02,6.90E+00,-6.90E+00,2.8,4.60E-01,-3.80E-01,84.57,,,658,,,44.26,20.41,-13.83,41.6,33,6297,113,-126,1.369,0.228,-0.187,292.67807,46.726711,13.147
1345,9836149,Kepler-66 b,CANDIDATE,1,0,0,0,0,17.8159689,9.02E-05,-9.02E-05,134.4832,4.09E-03,-4.09E-03,0.911,0.016,-0.648,3.6765,0.0972,-0.0972,7.77E+02,3.94E+01,-3.94E+01,3.12,4.60E-01,-2.10E-01,87.08,,,699,,,56.48,23.14,-11.54,22.5,75,5964,107,-131,0.933,0.136,-0.063,293.98157,46.687752,15.2
1346,4813563,Kepler-1026 b,CANDIDATE,1,0,0,0,0,36.5157639,1.07E-04,-1.07E-04,151.28989,2.40E-03,-2.40E-03,0.787,0.005,-0.562,3.6577,0.089,-0.089,8.61E+02,2.76E+01,-2.76E+01,2.55,1.00E-01,-1.40E-01,89.11,,,425,,,7.71,1.14,-1.29,34.7,31,4847,77,-77,0.781,0.03,-0.045,283.60526,39.997978,14.254
1347,2985767,Kepler-1063 b,CANDIDATE,1,0,0,0,0,14.07969236,3.10E-05,-3.10E-05,139.96053,1.84E-03,-1.84E-03,0.544,0.396,-0.334,1.375,0.0636,-0.0636,1.70E+02,7.80E+00,-7.80E+00,2.08,3.60E-01,-5.50E-01,89.53,,,931,,,177.81,80.9,-86.16,26.2,94,5821,78,-78,1.547,0.27,-0.406,290.52676,38.142979,12.261
1348,2304320,Kepler-1064 b,CANDIDATE,0.998,0,0,0,0,16.54081386,4.04E-05,-4.04E-05,133.95274,2.00E-03,-2.00E-03,0.688,0.011,-0.509,2.5996,0.064,-0.064,3.70E+02,1.28E+01,-1.28E+01,1.57,1.00E-01,-8.00E-02,88.92,,,570,,,24.87,5.58,-4.14,32.8,80,5064,101,-101,0.769,0.049,-0.038,291.74164,37.688938,13.755
1349,3657758,Kepler-1065 b,CANDIDATE,1,0,0,0,0,3.609313059,7.61E-06,-7.61E-06,133.79024,1.86E-03,-1.86E-03,0.408,0.032,-0.408,1.7752,0.054,-0.054,1.38E+03,4.51E+01,-4.51E+01,3.26,9.20E-01,-3.10E-01,88.42,,,1092,,,336.16,286.59,-94.96,35,242,5668,169,-186,0.868,0.246,-0.082,294.51126,38.790501,15.54
1350,9790806,Kepler-1066 b,CANDIDATE,1,0,0,0,0,1.93155546,1.50E-05,-1.50E-05,131.76708,6.06E-03,-6.06E-03,0.861,0.113,-0.635,1.614,0.217,-0.217,5.05E+02,7.25E+01,-7.25E+01,2.25,2.60E-01,-9.00E-02,80.37,,,1290,,,655.43,208.06,-85.99,8.6,552,5461,73,-81,0.858,0.101,-0.034,298.86658,46.502239,13.007
1351,6382217,Kepler-353 c,CANDIDATE,0.978,0,0,0,0,8.41100305,2.33E-05,-2.33E-05,133.79856,2.34E-03,-2.34E-03,0.905,0.005,-0.626,2.4553,0.0621,-0.0621,7.56E+02,3.07E+01,-3.07E+01,1.8,9.00E-02,-1.30E-01,85.99,,,472,,,11.71,2.42,-2.45,27.6,162,3757,75,-83,0.539,0.03,-0.038,296.85663,41.758179,15.773
1352,5375194,Kepler-964 b,CANDIDATE,1,0,0,0,0,13.52252364,7.45E-05,-7.45E-05,142.17932,4.58E-03,-4.58E-03,0.216,0.232,-0.216,3.987,0.141,-0.141,6.91E+02,3.60E+01,-3.60E+01,2.11,2.00E-01,-1.00E-01,89.52,,,652,,,42.82,12.78,-6.99,22.4,77,5338,106,-106,0.816,0.078,-0.039,295.30008,40.556591,13.895
1353,6468138,Kepler-965 b,CANDIDATE,0.987,0,0,0,0,134.2520474,5.47E-04,-5.47E-04,182.70534,3.06E-03,-3.06E-03,0.001,0.392,-0.001,9.0636,0.0904,-0.0904,8.32E+02,1.66E+01,-1.66E+01,3.43,5.40E-01,-5.30E-01,90,,,393,,,5.63,2.44,-1.92,57.2,9,5818,105,-117,1.2,0.186,-0.186,298.51532,41.891201,13.35
1354,10019708,Kepler-490 b,CANDIDATE,0.999,0,0,0,0,3.268695042,2.62E-07,-2.62E-07,137.4817205,6.50E-05,-6.50E-05,0.065,0.081,-0.044,3.45188,0.00218,-0.00218,1.01E+04,7.90E+00,-7.90E+00,16.91,2.61E+00,-3.92E+00,89.53,,,1597,,,1539,624.72,-678.87,1429.9,413,5927,80,-80,1.691,0.261,-0.392,295.02567,46.956001,14.879
1355,11875734,Kepler-966 b,CANDIDATE,1,0,0,0,0,99.7468804,3.94E-04,-3.94E-04,208.39688,2.78E-03,-2.78E-03,0.828,0.066,-0.573,6.804,0.16,-0.16,1.29E+03,3.13E+01,-3.13E+01,3.94,1.40E+00,-7.50E-01,89.32,,,391,,,5.55,5.92,-2.3,45.6,11,5620,169,-152,0.974,0.346,-0.186,297.27057,50.121811,14.422
1357,7046804,Kepler-492 b,CANDIDATE,0.998,0,0,0,0,11.720124,1.57E-06,-1.57E-06,142.173999,1.09E-04,-1.09E-04,0.623,0.016,-0.026,3.0039,0.0165,-0.0165,9.76E+03,1.70E+01,-1.70E+01,7.94,1.06E+00,-7.10E-01,88.67,,,660,,,44.89,20.14,-11.57,707.3,111,5215,158,-142,0.77,0.103,-0.069,295.49667,42.537891,14.518
1358,7449136,Kepler-1002 b,CANDIDATE,1,0,0,0,0,4.33643506,1.15E-05,-1.15E-05,133.85442,2.18E-03,-2.18E-03,0.641,0.267,-0.427,4.1445,0.0568,-0.0568,1.09E+02,2.60E+00,-2.60E+00,1.75,7.00E-02,-9.00E-02,84.15,,,1453,,,1054.56,131.47,-153.35,48,312,6180,74,-80,1.603,0.057,-0.082,293.0795,43.073711,11.704
1359,8680979,Kepler-330 c,CANDIDATE,1,0,0,0,0,15.95541913,5.10E-05,-5.10E-05,143.30236,2.63E-03,-2.63E-03,0.314,0.126,-0.314,3.9851,0.0788,-0.0788,7.63E+02,2.09E+01,-2.09E+01,2.18,7.00E-02,-1.50E-01,89.4,,,573,,,25.54,3.59,-4.96,39,82,4891,78,-87,0.805,0.028,-0.056,288.44739,44.801682,15.261
1360,8680979,Kepler-330 b,CANDIDATE,0.99,0,0,0,0,8.25980352,4.69E-05,-4.69E-05,137.47021,4.85E-03,-4.85E-03,0.161,0.302,-0.161,2.928,0.13,-0.13,2.98E+02,1.80E+01,-1.80E+01,1.35,4.00E-02,-1.00E-01,89.57,,,714,,,61.43,8.65,-11.93,18.3,154,4891,78,-87,0.805,0.028,-0.056,288.44739,44.801682,15.261
1361,9030537,,CANDIDATE,1,0,0,0,0,62.5613879,3.19E-04,-3.19E-04,178.40847,4.03E-03,-4.03E-03,0.842,0.059,-0.582,5.907,0.11,-0.11,1.37E+03,4.32E+01,-4.32E+01,3.54,9.30E-01,-3.10E-01,89.02,,,417,,,7.13,5.64,-1.8,35,21,5662,169,-152,0.84,0.22,-0.073,294.8161,45.306122,15.5
