loc_rowid,kepid,kepler_name,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_time0bk,koi_time0bk_err1,koi_time0bk_err2,koi_impact,koi_impact_err1,koi_impact_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_prad,koi_prad_err1,koi_prad_err2,koi_incl,koi_incl_err1,koi_incl_err2,koi_teq,koi_teq_err1,koi_teq_err2,koi_insol,koi_insol_err1,koi_insol_err2,koi_model_snr,koi_num_transits,koi_steff,koi_steff_err1,koi_steff_err2,koi_srad,koi_srad_err1,koi_srad_err2,ra,dec,koi_kepmag
6295,4737848,,CANDIDATE,,0,0,0,0,56.001782,6.04E-04,-6.04E-04,144.09684,8.49E-03,-8.49E-03,0.5045,0.0243,-0.4541,1.706,0.304,-0.304,1.25E+02,2.13E+01,-2.13E+01,1.54,7.00E-01,-3.60E-01,89.95,,,584,,,27.51,37.53,-13.11,7.2,,6116,165,-177,1.332,0.61,-0.31,289.09619,39.827278,13.228
6299,4750962,,CANDIDATE,,0,0,0,0,69.932459,1.10E-03,-1.10E-03,145.91179,9.34E-03,-9.34E-03,0.0356,0.4247,-0.0355,2.03,0.396,-0.396,2.64E+02,4.56E+01,-4.56E+01,8.25,6.30E-01,-1.95E+00,89.95,,,812,,,102.62,32.94,-52.84,8.4,,5207,174,-233,5.183,0.395,-1.227,293.05536,39.840069,13.809
6300,4760478,Kepler-1625 b,CANDIDATE,0.988,0,0,0,0,287.377314,2.49E-03,-2.49E-03,348.83318,7.29E-03,-7.29E-03,0.015,0.264,-0.015,18.821,0.188,-0.188,4.38E+03,8.40E+01,-8.40E+01,11.67,1.71E+00,-3.18E+00,89.99,,,350,,,3.56,1.41,-1.77,60.4,3,5548,83,-72,1.793,0.263,-0.488,295.42935,39.886539,15.756
6301,5793275,,CANDIDATE,,0,0,0,0,535.93723,2.77E-02,-2.77E-02,135.5316,3.22E-02,-3.22E-02,0.5968,0.0024,-0.4999,11.85,1.3,-1.3,3.37E+02,4.74E+01,-4.74E+01,1.83,7.80E-01,-1.60E-01,89.95,,,227,,,0.63,0.78,-0.17,8.8,3,6014,157,-190,0.958,0.406,-0.084,292.55951,41.090012,14.679
6304,5857656,,CANDIDATE,,0,0,0,0,313.051405,2.14E-03,-2.14E-03,408.62595,4.15E-03,-4.15E-03,0.2093,0.2087,-0.2093,10.969,0.146,-0.146,5.95E+02,1.70E+01,-1.70E+01,2.91,1.80E+00,-4.10E-01,89.95,,,310,,,2.2,4.13,-0.77,39.5,,6218,147,-187,1.185,0.735,-0.167,284.66022,41.10894,12.842
6306,5859725,,CANDIDATE,0.973,0,0,0,0,18.9828305,3.93E-04,-3.93E-04,139.257,1.55E-02,-1.55E-02,0.021,0.436,-0.021,6.303,0.432,-0.432,4.91E+01,6.10E+00,-6.10E+00,0.72,1.10E-01,-5.00E-02,89.95,,,707,,,59.15,24.08,-10.29,9.6,52,5962,71,-88,1.035,0.164,-0.066,285.68912,41.18961,13.048
6309,6719052,,CANDIDATE,,0,0,0,0,357.437578,9.60E-03,-9.60E-03,195.2194,2.01E-02,-2.01E-02,0.1427,0.3394,-0.1426,15.903,0.575,-0.575,2.72E+02,2.12E+01,-2.12E+01,3.13,2.09E+00,-4.00E-01,89.95,,,422,,,7.53,16.02,-2.69,13.6,,7610,231,-303,1.862,1.24,-0.243,298.45322,42.1101,13.723
6310,6721603,,CANDIDATE,0.633,0,0,0,0,215.634356,9.79E-03,-9.79E-03,230.7211,4.04E-02,-4.04E-02,0.002,0.456,-0.002,15.097,0.922,-0.922,1.48E+02,1.39E+01,-1.39E+01,1.92,4.70E-01,-7.10E-01,90,,,404,,,6.28,4.95,-4.13,12.3,6,6163,219,-219,1.568,0.388,-0.582,298.95654,42.156315,13.793
6311,6756369,,CANDIDATE,,0,0,0,0,30.928898,3.25E-04,-3.25E-04,153.90647,7.82E-03,-7.82E-03,0.7846,0.1712,-0.5434,3.436,0.289,-0.289,2.03E+02,2.61E+01,-2.61E+01,8.1,7.40E-01,-1.71E+00,88.81,,,1051,,,288.95,82.49,-129.97,8.5,,5029,97,-151,5.127,0.468,-1.085,283.97293,42.276588,13.907
6313,6765563,,CANDIDATE,,0,0,0,0,293.392635,4.66E-03,-4.66E-03,341.2263,1.29E-02,-1.29E-02,0.1322,0.3397,-0.1322,3.661,0.264,-0.264,5.19E+02,5.57E+01,-5.57E+01,6.84,3.92E+00,-1.49E+00,89.95,,,428,,,7.93,13.47,-3.57,9.9,,5203,116,-133,3.055,1.748,-0.668,287.90686,42.208721,13.705
6316,6776555,,CANDIDATE,1,0,0,0,0,5.43361347,6.39E-05,-6.39E-05,136.711,1.51E-02,-1.51E-02,0.234,0.224,-0.234,1.0338,0.0801,-0.0801,1.42E+03,1.01E+02,-1.01E+02,2.09,1.20E-01,-2.80E-01,89.67,,,548,,,21.27,5.72,-7.72,17.9,52,3694,117,-147,0.566,0.033,-0.076,291.55667,42.214169,15.808
6317,2992634,,CANDIDATE,,0,0,0,0,47.82278681,,,134.1402656,,,,,,1.19,,,,,,,,,,,,,,,,,,,,,,,,,,292.07803,38.153831,14.395
6318,3001955,,CANDIDATE,,0,0,0,0,348.96347,3.02E-02,-3.02E-02,184.8658,5.43E-02,-5.43E-02,0.6924,0.2629,-0.4629,13.84,2.6,-2.6,5.85E+02,9.73E+01,-9.73E+01,2.04,1.80E-01,-1.10E-01,89.95,,,198,,,0.36,0.13,-0.07,11.8,,4823,154,-124,0.792,0.073,-0.042,294.0845,38.156319,15.325
6320,3101178,,CANDIDATE,0.858,0,0,0,0,59.4037839,8.49E-04,-8.49E-04,159.80356,9.94E-03,-9.94E-03,0.94,0.016,-0.661,10.041,0.276,-0.276,1.24E+02,8.20E+00,-8.20E+00,1.65,4.40E-01,-3.70E-01,86.84,,,570,,,24.93,19.91,-11.98,17,23,6373,179,-247,1.209,0.325,-0.266,287.04688,38.231617,11.679
6324,3239171,,CANDIDATE,0.609,0,0,0,0,43.581043,1.99E-03,-1.99E-03,148.4352,3.72E-02,-3.72E-02,0.277,0.183,-0.277,6.883,0.759,-0.759,3.49E+02,4.57E+01,-4.57E+01,1.94,5.90E-01,-2.10E-01,89.67,,,558,,,22.89,20.83,-7.28,8.7,30,6225,194,-237,1.031,0.309,-0.111,292.47034,38.394341,15.63
6325,4761427,,CANDIDATE,,0,0,0,0,327.063,1.67E-02,-1.67E-02,438.3693,2.99E-02,-2.99E-02,0.3983,0.0519,-0.3983,8.06,1.8,-1.8,1.01E+03,1.81E+02,-1.81E+02,2.82,1.06E+00,-2.20E-01,89.95,,,248,,,0.89,1,-0.22,8.8,,5750,166,-177,0.882,0.331,-0.068,295.62579,39.824638,15.941
6327,4770798,,CANDIDATE,,0,0,0,0,651.07431,1.58E-02,-1.58E-02,216.3882,2.24E-02,-2.24E-02,0.0343,0.4067,-0.0341,5.603,0.625,-0.625,1.54E+02,2.62E+01,-2.62E+01,1.55,5.90E-01,-3.50E-01,89.95,,,234,,,0.71,0.81,-0.32,7.1,,5696,156,-148,1.261,0.482,-0.28,297.50919,39.88802,12.524
6328,4813750,,CANDIDATE,0.627,0,0,0,0,49.1782244,8.32E-04,-8.32E-04,165.7659,1.33E-02,-1.33E-02,0.315,0.127,-0.315,5.8,0.333,-0.333,4.49E+02,5.40E+01,-5.40E+01,1.79,3.70E-01,-2.50E-01,89.71,,,468,,,11.32,7.32,-3.9,9.4,21,5674,170,-170,0.839,0.176,-0.117,283.67819,39.964279,15.527
6332,4833409,,CANDIDATE,,0,0,0,0,271.790292,2.99E-03,-2.99E-03,195.52243,9.90E-03,-9.90E-03,0.0142,0.4466,-0.014,2.944,0.365,-0.365,3.18E+02,4.57E+01,-4.57E+01,2.38,1.32E+00,-4.50E-01,89.95,,,354,,,3.72,6.24,-1.58,8.1,,6484,167,-223,1.32,0.734,-0.247,291.10825,39.955681,13.887
6334,5946568,,CANDIDATE,0.992,0,0,0,0,3.5645249,5.58E-05,-5.58E-05,134.4518,1.28E-02,-1.28E-02,0.188,0.286,-0.188,2.062,0.443,-0.443,5.39E+01,7.80E+00,-7.80E+00,0.6,6.00E-02,-2.00E-02,89.18,,,1029,,,265.37,81.29,-32.98,8,371,5435,73,-89,0.824,0.093,-0.027,287.00836,41.289101,12.936
6336,5954894,,CANDIDATE,,0,0,0,0,48.2455501,5.95E-04,-5.95E-04,141.14725,8.08E-03,-8.08E-03,0.3106,0.291,-0.3105,1.375,0.334,-0.334,6.05E+01,1.64E+01,-1.64E+01,0.64,2.80E-01,-7.00E-02,89.95,,,449,,,9.61,12.67,-2.86,5,,5441,173,-139,0.827,0.356,-0.097,290.0495,41.250359,12.429
6339,5965629,,CANDIDATE,,0,0,0,0,377.311149,7.30E-03,-7.30E-03,411.6189,1.39E-02,-1.39E-02,0.3818,0.0611,-0.3818,3.33,0.467,-0.467,8.04E+02,1.40E+02,-1.40E+02,2.56,1.08E+00,-2.10E-01,89.95,,,243,,,0.83,1.06,-0.21,8.3,,5897,169,-179,0.891,0.378,-0.071,293.46365,41.290939,15.495
6340,6934045,,CANDIDATE,0.502,0,0,0,0,265.741374,3.38E-03,-3.38E-03,167.0573,1.60E-02,-1.60E-02,0.652,0.308,-0.431,18.078,0.512,-0.512,2.73E+02,1.39E+01,-1.39E+01,3.24,7.20E-01,-9.50E-01,89.57,,,413,,,6.9,4.54,-3.89,21.6,5,6537,175,-214,1.859,0.411,-0.548,286.79755,42.42091,13.491
6341,6939913,,CANDIDATE,,0,0,0,0,470.65357,1.03E-02,-1.03E-02,173.647,1.86E-02,-1.86E-02,0.1585,0.3081,-0.1585,3.458,0.867,-0.867,9.85E+02,1.85E+02,-1.85E+02,2.99,1.21E+00,-2.70E-01,89.95,,,238,,,0.75,0.9,-0.21,8.3,,6039,156,-198,0.951,0.386,-0.087,289.04572,42.446758,15.07
6345,7009548,,CANDIDATE,0.929,0,0,0,0,15.18575582,4.29E-05,-4.29E-05,144.63985,2.14E-03,-2.14E-03,0.474,0.225,-0.352,0.633,0.101,-0.101,2.57E+02,2.88E+01,-2.88E+01,2.26,6.60E-01,-4.90E-01,89.84,,,922,,,170.46,143.2,-77.23,11.8,89,6311,150,-188,1.339,0.394,-0.287,282.29132,42.545509,12.493
6349,3242039,,CANDIDATE,,0,0,0,0,59.14382117,,,180.5653307,,,,,,1.74,,,,,,,,,,,,,,,,,,,,,,,,,,293.20349,38.341801,13.815
6352,3340165,,CANDIDATE,0.87,0,0,0,0,26.092284,4.57E-04,-4.57E-04,149.1087,1.36E-02,-1.36E-02,0.068,0.374,-0.068,6.623,0.368,-0.368,1.22E+02,1.16E+01,-1.16E+01,1.35,2.00E-01,-9.00E-02,89.87,,,717,,,62.57,24.83,-10.28,12.2,49,6346,76,-82,1.214,0.187,-0.075,290.9241,38.438339,13.98
6355,3355104,,CANDIDATE,0,0,0,0,0,47.0628978,2.14E-04,-2.14E-04,171.94782,3.60E-03,-3.60E-03,0.819,0.139,-0.571,1.545,0.13,-0.13,1.65E+03,1.42E+02,-1.42E+02,4.1,1.18E+00,-4.00E-01,89.69,,,483,,,12.9,10.97,-3.69,14.5,24,5838,157,-192,0.897,0.26,-0.087,294.63104,38.404549,15.706
6361,4912650,,CANDIDATE,0.923,0,0,0,0,100.345648,1.30E-03,-1.30E-03,152.8425,1.18E-02,-1.18E-02,0.54,0.003,-0.477,7.939,0.308,-0.308,3.72E+02,2.80E+01,-2.80E+01,1.57,1.10E-01,-8.00E-02,89.63,,,325,,,2.62,0.61,-0.45,15.2,15,5180,103,-103,0.8,0.054,-0.043,288.34174,40.09639,14.855
6362,4914221,,CANDIDATE,,0,0,0,0,111.187116,2.50E-03,-2.50E-03,195.2257,1.68E-02,-1.68E-02,0.8164,0.0042,-0.5721,3.569,0.741,-0.741,1.11E+02,2.08E+01,-2.08E+01,1.51,5.30E-01,-3.90E-01,89.95,,,440,,,8.86,9.23,-4.45,7.3,,5806,155,-142,1.281,0.456,-0.331,288.9306,40.057339,12.709
6366,5981058,,CANDIDATE,0.113,0,0,0,0,27.765596,1.35E-03,-1.35E-03,132.0878,3.04E-02,-3.04E-02,0.069,0.406,-0.069,19.49,1.1,-1.1,1.48E+02,1.11E+01,-1.11E+01,1.2,1.60E-01,-7.00E-02,89.64,,,605,,,31.66,10.66,-5.26,14.2,53,5897,70,-88,0.999,0.129,-0.059,297.26181,41.255508,15.197
6369,6021840,,CANDIDATE,,0,0,0,0,367.6758,3.19E-02,-3.19E-02,370.244,5.51E-02,-5.51E-02,0.0213,0.4275,-0.021,23.5,1.4,-1.4,7.00E+02,7.09E+01,-7.09E+01,2.77,1.42E+00,-2.60E-01,89.95,,,271,,,1.27,1.93,-0.37,14,,6140,156,-220,1.048,0.537,-0.098,283.51559,41.335819,15.343
6370,6023571,,CANDIDATE,,0,0,0,0,354.21154,1.08E-02,-1.08E-02,218.299,2.16E-02,-2.16E-02,0.2007,0.2508,-0.2007,18.594,0.65,-0.65,8.21E+02,4.33E+01,-4.33E+01,8.41,4.56E+00,-1.97E+00,89.95,,,363,,,4.12,6.59,-1.9,22,,4842,111,-103,3.035,1.644,-0.711,284.3486,41.319389,13.682
6371,6025174,,CANDIDATE,0.831,0,0,0,0,171.028691,4.43E-03,-4.43E-03,301.7487,2.24E-02,-2.24E-02,0.26,0.203,-0.26,11.784,0.641,-0.641,3.94E+02,3.49E+01,-3.49E+01,2.49,4.20E-01,-2.10E-01,89.86,,,376,,,4.72,2.03,-0.97,13.1,6,6123,73,-85,1.252,0.21,-0.105,285.17563,41.342499,14.892
6372,3356156,,CANDIDATE,,0,0,0,0,624.90338,1.79E-02,-1.79E-02,241.5869,1.99E-02,-1.99E-02,0.0703,0.3814,-0.0702,12.169,0.707,-0.707,2.49E+02,2.47E+01,-2.47E+01,2.77,1.90E+00,-5.00E-01,89.95,,,320,,,2.48,5.49,-1.11,10.6,,7089,213,-337,1.729,1.193,-0.31,294.86414,38.480183,13.62
6373,3425363,,CANDIDATE,,0,0,0,0,25.5338535,4.04E-04,-4.04E-04,153.586,1.39E-02,-1.39E-02,0.1577,0.4801,-0.1576,2.076,0.562,-0.562,3.68E+02,1.24E+02,-1.24E+02,1.18,1.00E-01,-1.10E-01,89.95,,,410,,,6.66,2.2,-1.83,8.3,,4445,134,-131,0.635,0.055,-0.061,285.5293,38.548141,15.573
6374,3428127,,CANDIDATE,,0,0,0,0,339.18998,1.43E-02,-1.43E-02,300.2366,2.90E-02,-2.90E-02,0.2222,0.2486,-0.2221,5.117,0.597,-0.597,8.22E+02,1.24E+02,-1.24E+02,2.75,1.09E+00,-3.80E-01,89.95,,,253,,,0.96,1.2,-0.32,7.6,,5544,192,-159,0.966,0.385,-0.133,286.59076,38.5583,15.278
6377,3441795,,CANDIDATE,,0,0,0,0,349.73652,1.16E-02,-1.16E-02,268.2946,1.92E-02,-1.92E-02,0.0074,0.4518,-0.0073,3.428,0.722,-0.722,8.86E+02,1.69E+02,-1.69E+02,2.32,6.80E-01,-1.70E-01,89.95,,,216,,,0.52,0.47,-0.12,6,,5310,173,-142,0.796,0.234,-0.057,290.94846,38.56591,15.466
6380,4915582,,CANDIDATE,,0,0,0,0,436.18813,2.55E-02,-2.55E-02,185.8184,4.92E-02,-4.92E-02,0.0998,0.3626,-0.0997,11.35,1.4,-1.4,1.18E+02,1.65E+01,-1.65E+01,1.64,7.00E-01,-4.50E-01,89.95,,,331,,,2.84,3.55,-1.53,8.7,,6499,174,-204,1.497,0.635,-0.414,289.35559,40.068352,13.026
6383,4918303,,CANDIDATE,0.999,0,0,0,0,21.1579573,3.50E-04,-3.50E-04,150.5824,1.36E-02,-1.36E-02,0.775,0.179,-0.569,4.706,0.379,-0.379,2.16E+02,2.45E+01,-2.45E+01,1.63,4.50E-01,-1.60E-01,88.02,,,682,,,51.22,43.53,-15.2,10.2,64,6063,190,-211,1.012,0.282,-0.101,290.12497,40.098381,15.531
6386,4940376,,CANDIDATE,,0,0,0,0,169.330666,2.48E-03,-2.48E-03,208.7974,8.44E-03,-8.44E-03,0.5518,0.4117,-0.3398,2.6,0.326,-0.326,5.33E+02,6.61E+01,-6.61E+01,16.68,1.17E+00,-4.28E+00,89.95,,,698,,,56.11,12.84,-28.72,9.7,,5106,90,-155,7.052,0.497,-1.811,296.01852,40.087151,13.743
6389,6034379,,CANDIDATE,,0,0,0,0,249.35154,1.50E-02,-1.50E-02,133.929,6.08E-02,-6.08E-02,0.2745,0.1677,-0.2745,13.76,1.3,-1.3,1.64E+03,2.33E+02,-2.33E+02,4.42,0.00E+00,0.00E+00,89.95,,,289,,,1.65,0,0,8.2,,5780,,,1,,,289.18372,41.343376,13.931
6390,6034834,,CANDIDATE,,0,0,0,0,371.56492,1.39E-02,-1.39E-02,259.8491,3.16E-02,-3.16E-02,0.2626,0.194,-0.2625,14.736,0.697,-0.697,3.76E+02,3.32E+01,-3.32E+01,1.89,8.20E-01,-3.50E-01,89.95,,,259,,,1.06,1.39,-0.43,16.2,,5735,172,-138,0.972,0.422,-0.183,289.34515,41.36478,14.058
6391,6036286,,CANDIDATE,,0,0,0,0,546.53309,4.25E-02,-4.25E-02,334.0585,2.97E-02,-2.97E-02,0.6074,0.321,-0.3998,16.04,1.9,-1.9,7.58E+02,8.11E+01,-8.11E+01,1.03,1.70E-01,-1.50E-01,89.95,,,94,,,0.02,0.01,-0.01,12.3,,3434,72,-73,0.36,0.06,-0.05,289.81567,41.396439,15.347
6392,6038152,,CANDIDATE,,0,0,0,0,364.63189,2.71E-02,-2.71E-02,145.6294,7.17E-02,-7.17E-02,0.4524,0.0269,-0.4497,22.93,2.5,-2.5,3.03E+02,2.83E+01,-2.83E+01,2.06,1.13E+00,-2.40E-01,89.95,,,298,,,1.86,3.05,-0.6,13.3,,6446,162,-226,1.155,0.632,-0.135,290.39862,41.351559,14.425
6393,6043490,,CANDIDATE,,0,0,0,0,330.738115,8.04E-03,-8.04E-03,422.7107,1.27E-02,-1.27E-02,0.154,0.2933,-0.154,4.998,0.447,-0.447,3.33E+02,3.55E+01,-3.55E+01,4.42,2.08E+00,-2.36E+00,89.95,,,375,,,4.7,6.84,-3.81,8.7,,5458,176,-191,2.453,1.154,-1.308,292.16544,41.329342,13.381
6394,6045404,,CANDIDATE,,0,0,0,0,78.876125,2.09E-03,-2.09E-03,205.1282,2.10E-02,-2.10E-02,0.2209,0.2549,-0.2209,4.912,0.391,-0.391,4.72E+02,6.62E+01,-6.62E+01,2.03,8.40E-01,-1.90E-01,89.95,,,427,,,7.86,9.78,-2.23,8.1,,6046,177,-213,0.927,0.384,-0.084,292.74023,41.37896,15.819
6398,3540873,,CANDIDATE,,0,0,0,0,444.04257,2.84E-02,-2.84E-02,334.6734,3.99E-02,-3.99E-02,0.062,0.3936,-0.062,10.9,1.1,-1.1,4.17E+02,6.37E+01,-6.37E+01,1.48,4.70E-01,-8.00E-02,89.95,,,211,,,0.47,0.43,-0.1,7.4,,5776,167,-149,0.726,0.228,-0.042,290.3548,38.672531,14.795
6403,3548645,,CANDIDATE,,0,0,0,0,211.330867,7.47E-03,-7.47E-03,244.953,3.39E-02,-3.39E-02,0.055,0.4073,-0.0549,4.66,1.2,-1.2,5.31E+02,1.03E+02,-1.03E+02,2.09,7.00E-01,-1.80E-01,89.95,,,300,,,1.92,1.9,-0.54,7.5,,5941,172,-213,0.911,0.303,-0.08,292.4809,38.654121,15.27
6405,4953262,,CANDIDATE,0.233,0,0,0,0,105.5904748,9.08E-04,-9.08E-04,192.30383,6.19E-03,-6.19E-03,0.743,0.233,-0.504,2.188,0.222,-0.222,2.92E+02,3.76E+01,-3.76E+01,8.16,9.30E-01,-5.80E-01,89.83,,,670,,,47.59,14.87,-8.38,9.5,13,4869,68,-58,4.383,0.501,-0.308,298.76041,40.052792,11.653
6415,6067545,,CANDIDATE,0,0,0,0,0,550.86514,1.22E-02,-1.22E-02,307.6878,1.30E-02,-1.30E-02,0.027,0.428,-0.027,14.548,0.486,-0.486,3.47E+02,1.93E+01,-1.93E+01,2.06,3.40E-01,-2.00E-01,89.99,,,238,,,0.76,0.31,-0.18,20.8,3,5912,71,-82,1.115,0.181,-0.111,298.39798,41.314892,13.093
6416,6115356,,CANDIDATE,,0,0,0,0,380.39474,2.23E-02,-2.23E-02,502.2332,2.22E-02,-2.22E-02,0.1094,0.3546,-0.1091,10.775,0.955,-0.955,6.03E+02,6.85E+01,-6.85E+01,1.84,8.00E-01,-1.20E-01,89.95,,,224,,,0.6,0.79,-0.13,8.6,,5772,180,-146,0.745,0.325,-0.047,289.20016,41.430752,15.326
6420,3553900,,CANDIDATE,0.969,0,0,0,0,12.5747207,1.27E-04,-1.27E-04,142.34553,9.19E-03,-9.19E-03,0.588,0.374,-0.388,2.896,0.266,-0.266,3.23E+02,3.61E+01,-3.61E+01,1.45,2.90E-01,-1.30E-01,88.78,,,693,,,54.46,33.35,-14.33,10.5,83,5654,152,-169,0.774,0.158,-0.068,293.77448,38.654381,15.133
6427,5027859,,CANDIDATE,0.984,0,0,0,0,33.3726538,5.48E-04,-5.48E-04,153.5967,1.52E-02,-1.52E-02,0.038,0.427,-0.038,3.663,0.416,-0.416,6.18E+02,7.32E+01,-7.32E+01,1.95,4.30E-01,-1.50E-01,89.97,,,491,,,13.7,9.31,-3.42,10.1,30,5504,166,-166,0.796,0.176,-0.063,296.01883,40.108009,15.986
6429,5036052,,CANDIDATE,,0,0,0,0,143.163697,2.40E-03,-2.40E-03,243.7133,1.17E-02,-1.17E-02,0.9527,0.0007,-0.6851,4.854,0.43,-0.43,3.90E+02,3.38E+01,-3.38E+01,20.03,8.80E-01,-5.29E+00,89.38,,,741,,,71.41,12.97,-39.85,12.9,,5145,106,-254,7.653,0.334,-2.023,297.78833,40.130909,12.644
6438,6184894,Kepler-1627 b,CANDIDATE,1,0,0,0,0,7.20281185,1.27E-05,-1.27E-05,135.19499,1.47E-03,-1.47E-03,0.028,0.423,-0.028,2.8305,0.06,-0.06,1.83E+03,4.24E+01,-4.24E+01,3.06,3.50E-01,-3.20E-01,89.92,,,794,,,93.79,37.23,-26.16,49.4,144,5388,161,-145,0.717,0.082,-0.074,284.05667,41.576729,13.028
6440,6197658,,CANDIDATE,,0,0,0,0,282.0309,1.42E-01,-1.42E-01,162.5448,7.94E-02,-7.94E-02,0.3315,0.1452,-0.3314,14.69,1.9,-1.9,7.82E+02,1.66E+02,-1.66E+02,3.22,2.21E+00,-3.50E-01,89.95,,,315,,,2.32,4.94,-0.75,11.8,,6343,153,-247,1.137,0.781,-0.123,289.5257,41.500488,14.81
6441,6198670,,CANDIDATE,,0,0,0,0,179.25465,2.29E-02,-2.29E-02,154.3773,9.53E-02,-9.53E-02,0.1755,0.2656,-0.1753,22.35,3.2,-3.2,2.72E+02,3.39E+01,-3.39E+01,1.35,6.30E-01,-1.50E-01,89.95,,,301,,,1.94,2.8,-0.55,9.9,,5692,181,-148,0.82,0.383,-0.09,289.82709,41.524811,15.142
6442,3646449,,CANDIDATE,0.979,0,0,0,0,65.752109,1.93E-03,-1.93E-03,183.3112,2.49E-02,-2.49E-02,0.109,0.347,-0.109,6.854,0.614,-0.614,3.83E+02,4.34E+01,-4.34E+01,2,2.90E-01,-1.40E-01,89.92,,,458,,,10.36,4.07,-1.86,9.9,20,5816,78,-78,1.03,0.154,-0.071,291.65906,38.712158,15.478
6444,3647097,,CANDIDATE,,0,0,0,0,59.9655175,7.85E-04,-7.85E-04,140.9936,1.22E-02,-1.22E-02,0.0853,0.3669,-0.0852,1.89,0.462,-0.462,3.10E+02,5.89E+01,-5.89E+01,1.92,8.60E-01,-2.50E-01,89.95,,,481,,,12.67,17,-4.31,5.5,,5729,168,-180,1.105,0.491,-0.148,291.82471,38.779911,14.647
6446,3748239,,CANDIDATE,,0,0,0,0,112.951287,3.74E-03,-3.74E-03,172.0238,1.82E-02,-1.82E-02,0.3936,0.0574,-0.3933,4.284,0.746,-0.746,5.56E+02,8.76E+01,-8.76E+01,15.19,4.58E+00,-7.05E+00,89.95,,,783,,,88.86,73.74,-66.54,7.3,,5215,101,-172,6.428,1.94,-2.983,291.78705,38.863152,13.446
6447,3751118,,CANDIDATE,,0,0,0,0,103.363691,2.27E-03,-2.27E-03,194.152,1.87E-02,-1.87E-02,0.5904,0.0366,-0.4683,6.012,0.854,-0.854,3.59E+02,4.37E+01,-4.37E+01,2,9.50E-01,-1.80E-01,89.95,,,385,,,5.19,7.35,-1.42,9.4,,5762,155,-186,1.022,0.484,-0.092,292.5578,38.8503,14.505
6449,5094412,,CANDIDATE,0,0,0,0,0,276.879492,2.53E-03,-2.53E-03,176.52152,6.69E-03,-6.69E-03,1.045,0.032,-0.735,3.779,0.315,-0.315,1.76E+03,1.84E+02,-1.84E+02,11.67,1.08E+00,-1.42E+00,89.72,,,260,,,1.08,0.3,-0.29,10.4,5,5324,85,-74,0.966,0.089,-0.118,290.2984,40.287842,15.772
6451,5110453,,CANDIDATE,,0,0,0,0,418.04355,7.73E-03,-7.73E-03,194.7139,1.63E-02,-1.63E-02,0.8391,0.1068,-0.6023,10.777,0.483,-0.483,4.82E+02,4.20E+01,-4.20E+01,13.73,1.35E+00,-3.01E+00,89.95,,,463,,,10.83,3.25,-4.99,10.8,,5110,96,-155,5.469,0.539,-1.197,294.84802,40.240879,13.637
6455,5166811,,CANDIDATE,,0,0,0,0,370.05918,2.03E-02,-2.03E-02,311.474,4.52E-02,-4.52E-02,0.0166,0.4255,-0.0166,11.86,1.3,-1.3,6.70E+02,9.04E+01,-9.04E+01,1.9,4.40E-01,-1.50E-01,89.95,,,206,,,0.43,0.31,-0.1,8.6,,5228,176,-141,0.751,0.173,-0.058,284.46585,40.314941,15.612
6457,6203955,,CANDIDATE,0.954,0,0,0,0,19.4534296,3.82E-04,-3.82E-04,139.3373,1.88E-02,-1.88E-02,0.046,0.398,-0.046,4.873,0.51,-0.51,1.49E+02,1.78E+01,-1.78E+01,1.25,3.80E-01,-1.70E-01,89.91,,,744,,,72.59,65.57,-25.64,9.8,33,6372,176,-242,1.015,0.311,-0.133,291.50589,41.550388,14.518
6462,6266866,,CANDIDATE,,0,0,0,0,232.916142,4.62E-03,-4.62E-03,162.1441,1.43E-02,-1.43E-02,0.2313,0.2313,-0.231,7.037,0.613,-0.613,6.48E+01,8.50E+00,-8.50E+00,1.2,5.30E-01,-3.40E-01,89.95,,,361,,,4.02,5.18,-2.17,8.5,,5807,147,-155,1.496,0.657,-0.425,284.59164,41.639271,10.926
6464,9002278,Kepler-62 f,CANDIDATE,0,0,0,0,0,267.282521,4.81E-03,-4.81E-03,589.71975,9.16E-03,-9.16E-03,0.378,0.092,-0.378,7.788,0.374,-0.374,4.72E+02,2.69E+01,-2.69E+01,1.43,8.00E-02,-6.00E-02,89.91,,,207,,,0.44,0.09,-0.07,19.3,4,4926,98,-98,0.662,0.041,-0.027,283.21274,45.349861,13.725
6465,6026438,Kepler-354 c,CANDIDATE,0.992,0,0,0,0,16.9348104,1.99E-04,-1.99E-04,137.2502,1.03E-02,-1.03E-02,0.471,0.471,-0.275,3.408,0.278,-0.278,3.46E+02,3.45E+01,-3.45E+01,1.31,9.00E-02,-1.10E-01,89.21,,,508,,,15.77,4.12,-4.11,11.5,57,4650,125,-139,0.706,0.046,-0.061,285.75146,41.33564,15.549
